#{"t_start": 1735094047.6079736, "env_id": "GraspEnv_v3"}
r,l,t
-4.098451,9,1.546572
-7.322303,9,1.550055
-1.434479,5,1.552554
-7.717839,9,1.556016
-4.383158,9,1.559806
-2.948879,9,1.589963
-6.456552,9,1.593783
-5.327879,9,1.59746
-5.955799,9,1.601302
0.044768,3,1.603061
-4.591915,9,1.606567
-7.492223,9,1.610256
-8.286255,9,1.61414
-8.011436,9,1.617682
0.862715,1,1.618935
-1.768084,9,1.654867
-6.807273,9,1.658793
-4.971879,9,1.662703
-3.345454,9,1.666277
-3.097973,9,1.67029
-3.415078,9,1.674113
-5.840842,9,1.677652
-2.927252,9,1.681353
-6.220567,9,1.684823
-6.711405,9,1.688379
-6.287176,9,1.71997
-5.494992,9,1.723534
-8.220919,9,1.727218
-1.332652,9,1.731035
-7.621189,9,1.734487
-4.597315,9,1.73806
0.919104,1,1.739339
-8.408301,9,1.743184
-7.149127,9,1.747014
-8.921935,9,1.750501
0.116791,4,1.780577
-8.227946,9,1.784306
-8.257874,9,1.787952
-3.910854,9,1.791858
0.899382,1,1.793065
-3.431687,9,1.796882
-8.144216,9,1.800411
-1.234166,4,1.802572
-3.355928,9,1.806211
-5.329425,9,1.809985
-5.152022,9,1.842648
0.860932,1,1.84383
-0.953987,9,1.847709
-7.054939,9,1.851338
-3.881569,9,1.85498
-7.779396,9,1.858855
-5.397967,9,1.862674
-4.037452,9,1.866204
-6.547308,9,1.869731
-5.601286,9,1.873287
-7.136404,9,1.90164
-7.640412,9,1.9052
-8.769344,9,1.90893
-8.619298,9,1.912679
0.887154,1,1.913831
-8.128964,9,1.917277
-5.188677,9,1.921247
0.917308,1,1.922454
-8.290829,9,1.926329
-5.360468,9,1.930295
-1.820114,9,1.960367
-8.207499,9,1.96412
-8.701618,9,1.96802
-6.639642,9,1.97161
-8.322367,9,1.9755
0.994729,1,1.976649
-8.833992,9,1.980469
-6.986811,9,1.983899
-8.97901,9,1.987474
-6.763852,9,1.99111
-8.102699,9,2.021296
0.970919,1,2.022621
-1.95991,9,2.026545
0.186173,3,2.028595
-7.218665,9,2.03213
-7.801265,9,2.036106
-5.264906,9,2.039573
-2.534526,9,2.043334
-5.162587,9,2.047127
-8.356735,9,2.050581
-3.929572,9,2.081352
-3.392278,9,2.085083
-6.626073,9,2.088808
-3.733499,9,2.092638
-7.401984,9,2.096589
-4.697946,9,2.100077
-8.086232,9,2.103836
-6.802983,9,2.107552
-3.332507,9,2.111158
-5.237118,9,2.114772
0.985903,1,2.143157
-7.574803,9,2.146854
-8.674399,9,2.150304
-3.708508,9,2.15388
-6.29237,9,2.15743
-7.180812,9,2.160959
-4.726176,9,2.16452
0.18141,4,2.166545
-1.789637,9,2.170195
-8.795225,9,2.173662
0.970041,1,2.199348
-6.729072,9,2.203316
-5.852236,9,2.206914
0.092528,5,2.209376
-2.857406,9,2.213207
-7.432031,9,2.21662
-7.608493,9,2.220203
0.921844,1,2.221463
-7.65486,9,2.225298
-6.358921,9,2.228943
-2.65731,9,2.261499
-4.554458,9,2.265144
-7.241395,9,2.269177
-5.986094,9,2.272795
-6.642627,9,2.276807
-8.526936,9,2.280611
-4.296376,9,2.284114
0.815052,1,2.285373
-6.5373,9,2.288842
-8.111799,9,2.292686
-7.72741,9,2.323469
-8.933783,9,2.327058
0.952102,1,2.328227
-6.08837,9,2.331773
-2.452467,9,2.335705
-7.963216,9,2.339337
-8.63021,9,2.343279
-7.771457,9,2.347142
-7.323087,9,2.350636
-8.703925,9,2.354207
-6.076088,9,2.382175
0.89842,1,2.383328
-8.131026,9,2.387166
-7.771006,9,2.391211
-6.219609,9,2.394751
-3.914617,9,2.398299
0.887839,1,2.399457
0.934442,1,2.400604
-7.544777,9,2.404249
0.984728,1,2.405478
-8.50196,9,2.437931
-6.562998,9,2.441931
0.819353,1,2.443205
-7.657154,9,2.447024
-6.879455,9,2.450499
-6.84945,9,2.454208
-2.298545,9,2.458046
-7.140299,9,2.461592
-5.730621,9,2.465114
-3.249781,9,2.468733
-8.654655,9,2.500568
-3.095063,9,2.504423
-6.531623,9,2.50838
-6.772715,9,2.512212
0.929688,1,2.513423
-4.757948,9,2.516854
-6.731605,9,2.520564
-3.589597,9,2.52451
-5.998463,9,2.528039
-6.063482,9,2.531668
-8.931589,9,2.560454
0.827554,1,2.561922
-8.24413,9,2.56546
-2.962786,9,2.569343
-8.58194,9,2.572925
-8.748003,9,2.576755
-2.717268,9,2.580453
0.811913,1,2.58164
-0.783543,5,2.583967
-4.835067,9,2.587611
-3.308338,9,2.618404
-8.573,9,2.621999
0.86536,1,2.623217
0.876884,1,2.624481
-8.476725,9,2.628002
-8.081662,9,2.631603
-8.87206,9,2.635315
-6.959979,9,2.638893
-8.395435,9,2.642722
-5.515169,9,2.646533
-6.712393,9,2.674735
-7.925134,9,2.678245
-7.611982,9,2.68175
-7.849393,9,2.68564
-4.289186,9,2.689273
-7.75529,9,2.693192
-8.487765,9,2.69705
-7.69613,9,2.700521
-5.522265,9,2.704126
-3.250748,9,2.707999
-8.271924,9,2.742405
-8.441354,9,2.746266
-6.764071,9,2.749757
0.926818,1,2.750929
-4.005461,9,2.754609
-3.76179,9,2.758385
-4.787122,9,2.762176
-8.011221,9,2.765697
0.509716,2,2.767178
-5.260868,9,2.770887
-6.532094,9,2.802042
-8.91988,9,2.80554
-7.2997,9,2.809359
0.895939,1,2.810569
-6.037897,9,2.814367
-6.994832,9,2.818316
-8.483621,9,2.821988
-2.423374,9,2.825904
-5.109428,9,2.829744
-8.62146,9,2.833251
-8.920342,9,2.864355
-6.22861,9,2.86837
-5.59596,9,2.871971
-5.907006,9,2.875998
-3.544893,9,2.879849
-8.899419,9,2.883264
-3.230561,9,2.886955
-2.126392,9,2.890595
-6.762123,9,2.894212
-7.345789,9,2.897801
-8.947425,9,2.929759
0.956126,1,2.930926
-7.69142,9,2.934381
-7.53732,9,2.938142
-4.653836,9,2.942063
-3.21978,9,2.945817
-5.079879,9,2.949285
0.956038,1,2.950433
0.826776,1,2.951584
-3.925426,9,2.955108
-8.681883,9,2.984045
-4.946974,9,2.987849
0.496148,2,2.989368
-3.419932,9,2.993228
-6.119183,9,2.99691
-2.775665,9,3.000325
-8.724479,9,3.004075
0.937745,1,3.005337
-5.804413,9,3.009257
-4.486359,9,3.012936
-8.213355,9,3.043996
-6.105464,9,3.047643
0.868701,1,3.048835
-4.194695,9,3.052618
-8.267247,9,3.056514
-7.915667,9,3.060524
-4.807635,9,3.064273
-3.710574,9,3.067875
-5.653694,9,3.071664
-5.739559,9,3.075595
-8.763778,9,3.105705
0.865045,1,3.106954
-5.088671,9,3.110581
-7.084078,9,3.114202
0.886638,1,3.115384
-2.221023,5,3.118071
-5.683649,9,3.121814
-2.35204,9,3.125808
-6.669007,9,3.129497
-5.901456,9,3.133008
-6.939893,9,3.167142
-8.777355,9,3.171041
-6.640729,9,3.175005
-5.516412,9,3.178574
-6.51355,9,3.182026
-5.095272,9,3.18565
-8.276441,9,3.189219
-4.953497,9,3.193304
-3.553583,9,3.196924
-7.610789,9,3.200357
-8.172325,9,3.228899
-5.250961,9,3.232466
-3.530671,9,3.23645
0.936924,1,3.237641
-8.159986,9,3.241505
-8.108037,9,3.245254
-6.852501,9,3.248712
0.813882,1,3.249868
-2.36835,9,3.25358
-3.273342,9,3.257108
-3.556787,9,3.287976
-8.762198,9,3.291871
-5.954038,9,3.295531
0.84521,1,3.296702
-5.804599,9,3.300152
-4.443769,9,3.303854
0.873814,1,3.305088
-4.848794,9,3.309092
-6.689258,9,3.312734
-6.779713,9,3.316178
-3.59486,9,3.34462
0.837245,1,3.345852
-8.844994,9,3.34929
-8.181952,9,3.353129
-3.890682,9,3.356766
-6.765799,9,3.360435
-8.730105,9,3.364146
-6.637643,9,3.367632
-8.653641,9,3.371249
-4.027673,8,3.374929
-6.800111,9,3.40487
-6.236334,9,3.40893
0.967631,1,3.41016
0.926205,1,3.411317
-6.457307,9,3.41473
0.904485,1,3.4159
-7.385637,9,3.419813
-8.931503,9,3.423456
-7.256412,9,3.427407
-2.343819,9,3.431085
-8.926995,9,3.458725
-1.756521,9,3.462502
-7.204007,9,3.465991
-8.519774,9,3.469958
-3.314866,9,3.473593
-2.608787,9,3.477269
0.832537,1,3.478574
-6.479326,9,3.482041
-3.372304,9,3.485716
-8.552293,9,3.489213
0.81745,1,3.515768
-6.280174,9,3.519832
-2.392991,7,3.522814
-4.998234,9,3.526849
-2.437971,9,3.530535
-6.721474,9,3.534183
0.888383,1,3.535498
-2.18514,9,3.539088
0.983876,1,3.540353
-8.46391,9,3.544096
-8.865039,9,3.575883
-6.674722,9,3.579667
-7.019938,9,3.583118
-6.049563,9,3.586976
-8.747423,9,3.590697
0.833198,1,3.592009
-6.075911,9,3.595798
-3.216848,9,3.599324
-5.21263,9,3.602988
-4.217266,9,3.606563
0.954823,1,3.634115
-8.187925,9,3.637928
-7.794607,9,3.641721
-7.656224,9,3.645468
-7.853626,9,3.648909
-3.579098,9,3.652557
-4.718989,9,3.656033
-3.396088,9,3.659744
-7.466858,9,3.663426
0.13954,4,3.665499
-6.353766,9,3.695755
-4.174064,9,3.69919
0.962572,1,3.700356
-5.182654,9,3.703939
-7.597513,9,3.707953
-5.031902,9,3.711455
-5.920138,9,3.714979
-6.809176,9,3.718596
-0.541748,6,3.721363
-8.227554,9,3.725147
-7.732578,9,3.758116
-7.757297,9,3.761896
-8.44949,9,3.765454
0.97331,1,3.766686
-4.359148,9,3.770501
-4.674094,9,3.774197
-6.222337,9,3.777746
-2.659549,9,3.781262
0.888185,1,3.782439
-2.280267,9,3.786084
-8.954401,9,3.817982
-4.397462,9,3.821488
-5.831958,9,3.825285
0.892532,1,3.826483
-8.78335,9,3.830244
-2.685653,9,3.833696
0.869398,1,3.83496
-4.154955,9,3.838518
-7.978169,9,3.842476
-7.229743,9,3.84636
0.822037,1,3.875775
-7.179052,9,3.879426
-7.532705,9,3.882864
-7.313946,9,3.886934
0.864531,1,3.888149
-4.65848,9,3.892071
-8.035297,9,3.895759
-5.588276,9,3.899222
-8.816517,9,3.90292
-5.676627,9,3.9065
-4.409646,9,3.936528
-7.186309,9,3.940155
-5.079063,9,3.943918
-5.988288,9,3.947589
0.87764,1,3.94878
-5.586612,9,3.952752
-7.494721,9,3.956297
-7.763509,9,3.960218
-7.308355,9,3.963889
-4.119158,9,3.967571
-7.510036,9,3.997636
-5.111242,9,4.001102
-6.01804,9,4.004778
-6.940018,9,4.008808
0.933176,1,4.00998
-8.746159,9,4.0136
-7.844865,9,4.017048
-4.172437,9,4.020756
-6.713548,9,4.024642
0.894965,1,4.025817
-6.889553,9,4.053678
-0.144518,5,4.056111
-5.818663,9,4.059806
-8.037602,9,4.063536
-6.581712,9,4.066977
0.973574,1,4.068322
-8.450047,9,4.071899
-3.711736,9,4.075875
-8.379506,9,4.079673
-4.633863,9,4.083135
0.866309,1,4.109899
-4.321238,9,4.113619
0.492797,2,4.115089
-3.895594,9,4.118722
-5.827904,9,4.122302
-6.429393,9,4.126171
-2.07824,9,4.129935
-4.678301,9,4.13337
-8.903508,9,4.137042
-5.973905,9,4.14071
-5.773879,9,4.170116
-8.244302,9,4.173866
-7.737543,9,4.177451
-6.527224,9,4.180916
-6.37974,9,4.18436
-8.104727,9,4.188029
-4.265577,9,4.192102
-8.944167,9,4.195708
-2.152585,9,4.199144
-4.381537,9,4.202814
0.820175,1,4.233651
-2.118524,4,4.23569
-7.960414,9,4.239285
-8.787049,9,4.243345
-7.477744,9,4.247235
-7.020885,9,4.250784
-8.594754,9,4.2545
-5.811182,9,4.258425
-8.570099,9,4.26215
-5.565712,9,4.265626
-6.951181,9,4.293883
-7.474226,9,4.297541
0.810101,1,4.2987
-0.856705,7,4.302121
-7.778777,9,4.305752
-3.501966,9,4.309726
-7.210991,9,4.313312
-5.991421,9,4.316765
-4.668383,9,4.320392
-7.06671,9,4.32399
-8.620428,9,4.355716
-3.658534,9,4.359674
-8.389789,9,4.363278
0.891211,1,4.364438
-2.945122,9,4.36819
-8.85205,9,4.371781
-8.921496,9,4.375848
-7.422975,9,4.379623
0.93027,1,4.380817
-7.248733,9,4.384253
0.853991,1,4.412613
-6.44489,9,4.416079
0.855851,1,4.417409
-6.276339,9,4.421072
0.833835,1,4.422349
-7.951745,9,4.426257
-4.377557,9,4.429921
-7.442711,9,4.433394
-6.384911,9,4.437017
0.324782,2,4.438584
-6.741359,9,4.470616
0.850168,1,4.47177
0.832233,1,4.473021
-2.969688,9,4.476731
0.899862,1,4.47792
-3.459047,9,4.481448
-8.064373,9,4.48531
-3.416338,9,4.488768
-5.4675,9,4.492483
-2.3302,9,4.496232
-1.713733,9,4.527038
-8.551209,9,4.530844
-8.840609,9,4.534691
-5.416937,9,4.538307
-8.739282,9,4.542207
-6.894657,9,4.545909
-1.304419,4,4.547938
0.848701,1,4.549098
-5.787899,9,4.552825
0.814393,1,4.553992
-8.256415,9,4.590127
0.991268,1,4.591483
-7.202626,9,4.595165
-8.281685,9,4.598685
-7.253499,9,4.602718
-7.397575,9,4.60628
-8.883717,9,4.610005
-8.854755,9,4.613578
-7.122664,9,4.617002
0.840557,1,4.618231
-3.018809,9,4.649686
-6.360748,9,4.653623
0.845904,1,4.654786
-4.678547,9,4.658711
-8.093558,9,4.662381
-7.793683,9,4.665845
-7.150797,9,4.6694
-4.921373,9,4.672906
-3.170636,9,4.677174
-7.055595,9,4.681064
-7.473322,9,4.71449
-4.563815,9,4.718602
-7.523754,9,4.722411
-4.274762,9,4.72661
0.521779,2,4.728477
-6.849546,9,4.732254
-8.294451,9,4.736284
-8.106349,9,4.739981
-5.216859,9,4.743626
0.902136,1,4.744822
-5.834122,9,4.773725
-7.867303,9,4.777534
-7.102484,9,4.781114
-7.434096,9,4.784991
-8.70409,9,4.788532
-8.722505,9,4.792468
-6.135373,9,4.796224
-5.310429,9,4.799663
0.896278,1,4.800829
-5.879979,9,4.804365
-7.094965,9,4.834474
-3.312093,9,4.838097
-6.354065,9,4.842098
-2.143898,9,4.845807
-7.284323,9,4.849318
-1.453918,5,4.851909
-8.324079,9,4.855444
0.896068,1,4.856622
-8.608899,9,4.860466
-7.462632,9,4.86416
-8.838688,9,4.894228
-1.740043,4,4.896425
-6.582543,9,4.899909
-8.942505,9,4.903595
-7.703167,9,4.907207
-8.397146,9,4.910767
-7.875935,9,4.914373
-3.710053,9,4.918059
-6.778899,9,4.921595
-3.879601,9,4.925578
-5.158301,9,4.957631
-6.953781,9,4.961236
-5.797261,9,4.964829
-8.008754,9,4.968989
-5.778676,9,4.972591
-8.481197,9,4.976543
-6.924482,9,4.98025
-5.287122,9,4.983717
-5.979424,9,4.987362
-6.126495,9,4.99106
-8.578162,9,5.02142
-6.995332,9,5.025461
-5.071192,9,5.029106
-6.009853,9,5.032597
-7.801308,9,5.036672
-7.551782,9,5.040258
-7.687765,9,5.043869
-1.955657,9,5.047527
-2.594412,9,5.051247
-4.137964,9,5.054752
-4.334145,9,5.082608
0.888279,1,5.083794
-3.811481,9,5.087502
-6.323106,9,5.091467
-2.488295,9,5.095205
-5.741323,9,5.098748
-3.973614,9,5.102591
-3.869835,9,5.106195
-6.598104,9,5.110086
-7.20425,9,5.113843
-6.333487,9,5.144159
-5.39706,9,5.147788
0.112548,5,5.150167
-3.966352,9,5.153849
-4.18622,9,5.157599
-5.032821,9,5.16123
-4.511332,7,5.16423
-2.514088,9,5.168009
-7.390558,9,5.171526
-5.707177,9,5.175682
-3.707246,9,5.203808
0.955324,1,5.205055
-7.620982,9,5.208966
-4.616279,9,5.212682
-7.372731,9,5.216155
-7.286188,9,5.220001
-8.375748,9,5.223567
-3.489859,9,5.227216
-4.299208,9,5.230842
0.952532,1,5.232025
-4.65319,9,5.26212
-3.894854,9,5.265638
0.981472,1,5.266797
-8.804731,9,5.270551
-7.149171,9,5.274285
-8.619885,9,5.277947
-8.708374,9,5.281547
-5.702623,9,5.285192
-8.607838,9,5.288698
-7.794128,9,5.292615
-8.863209,9,5.323575
-8.707473,9,5.327163
-4.286832,9,5.330868
-6.490729,9,5.334403
-6.330574,9,5.338836
-5.364523,9,5.342729
-8.999919,9,5.346395
-1.93095,9,5.349959
-4.401944,9,5.353759
-7.330405,9,5.357356
-5.597698,9,5.390128
-6.724232,9,5.39379
-3.787009,9,5.397465
-8.960035,9,5.400965
0.845446,1,5.402255
-8.365643,9,5.405807
-6.070977,9,5.409761
-3.671943,9,5.413566
-8.625555,9,5.417021
0.852853,1,5.418296
-3.191061,9,5.449193
-6.919174,9,5.453095
-7.013348,9,5.456626
-6.137771,9,5.460433
0.949342,1,5.461821
-7.216774,9,5.46532
-8.907742,9,5.468921
-7.241015,9,5.472518
-8.975818,9,5.476469
-8.393869,9,5.480337
-6.794833,9,5.512789
-6.034451,9,5.516387
-5.595493,9,5.520372
-8.159796,9,5.524132
-4.703983,9,5.527771
-8.699011,9,5.53136
-4.050102,9,5.53489
0.883611,1,5.536141
0.933387,1,5.537344
0.819879,1,5.538545
-4.345821,9,5.571369
0.877497,1,5.572579
-3.297244,9,5.576611
-8.088782,9,5.580476
0.877206,1,5.581671
-4.73574,9,5.585316
-8.132843,9,5.588794
-7.121123,9,5.592742
-2.063377,9,5.596628
-2.026072,9,5.600131
-7.826074,9,5.631586
-5.826338,9,5.635589
-4.30915,9,5.639207
0.892259,1,5.64062
-5.178528,9,5.644251
-3.07164,9,5.647871
-7.721388,9,5.651422
-8.860614,9,5.655076
-6.497003,9,5.658998
-8.299906,9,5.662715
0.996163,1,5.689214
-7.8411,9,5.692998
-5.005619,9,5.69687
0.983293,1,5.698104
0.923284,1,5.699279
-8.129393,9,5.703371
-8.827639,9,5.707016
0.2118,4,5.709185
-6.947245,9,5.712929
-2.666314,9,5.716368
0.967013,1,5.745184
-6.999331,9,5.748693
-5.627418,9,5.75256
-8.636524,9,5.756214
0.958973,1,5.757631
-8.582574,9,5.761196
-6.719074,9,5.764814
-6.246569,9,5.768516
-5.616363,9,5.772156
-4.832742,9,5.776124
-2.155434,9,5.81029
-3.317475,9,5.814146
0.99042,1,5.815308
-8.465585,9,5.819265
-4.386742,9,5.822895
-8.969149,9,5.826772
0.81287,1,5.827945
-8.354972,9,5.831571
-7.240457,9,5.83537
-8.723508,9,5.838932
0.977321,1,5.867679
-8.514083,9,5.871403
-5.526199,9,5.875528
-6.140082,9,5.879336
-7.869791,9,5.882841
-0.431513,4,5.885435
-5.94344,9,5.888993
-7.589384,9,5.893113
0.877171,1,5.894293
-8.974083,9,5.897858
-6.709305,9,5.926111
-6.661751,9,5.929908
-6.968912,9,5.933431
-7.799563,9,5.937261
-7.044226,9,5.940938
0.860703,1,5.942204
-7.960778,9,5.945977
-7.082357,9,5.94952
-4.828806,9,5.953239
-3.125615,9,5.956782
-6.123245,9,5.987344
-3.247124,9,5.99139
-8.646243,9,5.995164
-5.531471,9,5.998712
-2.894885,9,6.00265
-5.020197,9,6.006236
-6.423064,9,6.010259
-5.679464,9,6.013992
-8.090995,9,6.017699
-8.809449,9,6.021208
-7.04547,9,6.053312
-8.38362,9,6.056995
-4.538922,9,6.060835
-7.28267,9,6.064422
-5.63287,9,6.068355
-7.018215,9,6.07211
-4.961342,9,6.07612
-8.647701,9,6.079905
-6.470772,9,6.083527
0.963367,1,6.084984
-6.838331,9,6.116355
-6.402411,9,6.120334
-5.402645,9,6.123866
-8.796376,9,6.127504
-8.650925,9,6.131172
0.894836,1,6.132324
-6.962961,9,6.136053
-7.501028,9,6.139667
-4.803797,9,6.143422
-8.372426,9,6.147141
-7.922729,9,6.177599
-2.373816,9,6.181205
-7.916745,9,6.185025
-8.366013,9,6.18863
-8.236057,9,6.192713
-8.800283,9,6.196524
-7.73703,9,6.200002
0.826201,1,6.201288
-7.328163,9,6.204771
-3.825571,9,6.208782
-6.240747,9,6.239105
0.825992,1,6.240389
0.90726,1,6.241714
-4.019047,9,6.245397
-3.073267,9,6.248917
-7.194297,9,6.252696
0.810633,1,6.253886
-8.486918,9,6.257681
-6.710908,9,6.261293
-1.914814,9,6.264857
-8.645063,9,6.295413
-4.31411,9,6.299067
-5.576854,9,6.303782
-7.00855,9,6.307589
0.953592,1,6.308861
-8.107915,9,6.312631
-2.118277,9,6.316086
0.883732,1,6.31727
-4.73683,9,6.320904
0.879755,1,6.322063
-8.70817,9,6.355992
-7.432737,9,6.35992
-7.457531,9,6.363755
-5.043802,9,6.367229
-8.434329,9,6.37113
-8.513219,9,6.374998
-8.05666,9,6.378732
-3.039111,9,6.382265
-7.451093,9,6.385921
0.829657,1,6.387104
-8.877801,9,6.419325
-4.524582,9,6.422967
-8.766529,9,6.426931
0.883112,1,6.428455
-6.528519,9,6.431978
-8.916011,9,6.435946
-7.539887,9,6.439506
-7.873099,9,6.443506
0.82983,1,6.444756
-8.972989,9,6.448369
-3.733973,9,6.480043
-7.929945,9,6.483532
-2.988481,9,6.487313
-4.851069,9,6.491005
-7.379807,9,6.494591
0.937996,1,6.495885
-8.495506,9,6.499372
-4.691039,9,6.503012
-8.697887,9,6.506613
-2.890423,9,6.510558
-7.247599,9,6.541331
-3.956566,9,6.545111
-3.808841,9,6.548585
-6.645479,9,6.552473
-7.181157,9,6.556001
-8.514568,9,6.560012
0.973607,1,6.561196
-2.867244,9,6.564751
-6.137021,9,6.568399
-6.114925,9,6.571959
-2.676566,9,6.60292
-2.963351,9,6.606491
-7.670049,9,6.610358
-6.262651,9,6.614088
-7.876697,9,6.617974
-3.384435,9,6.621643
-2.933615,9,6.625814
-8.719357,9,6.629591
-3.321481,9,6.633065
-8.992345,9,6.63685
-6.845874,9,6.666875
-0.77707,4,6.669132
-5.614796,9,6.672704
-8.900236,9,6.676576
-8.444636,9,6.68018
-6.1365,9,6.683641
-7.494261,9,6.687265
-8.630306,9,6.691201
-3.033934,9,6.69473
-8.2977,9,6.698334
-0.0613,5,6.729017
-7.041276,9,6.732524
-7.681813,9,6.736374
0.884889,1,6.737576
-0.665727,7,6.740817
-7.394517,9,6.744496
-7.592317,9,6.748096
0.272419,4,6.750107
0.815209,1,6.751472
-7.808004,9,6.755008
-8.920365,9,6.786915
-4.9309,9,6.791035
0.904524,1,6.792294
-6.463845,9,6.795953
-2.473275,9,6.79943
-7.643425,9,6.803334
-8.241606,9,6.806926
-8.510042,9,6.810599
-8.878115,9,6.814297
-6.081161,9,6.817967
-7.519949,9,6.850062
-3.066881,9,6.854106
-2.428103,9,6.858058
-8.391128,9,6.861761
-6.416783,9,6.865226
-7.532175,9,6.868896
-3.912238,9,6.872494
-8.987087,9,6.876476
-6.952466,9,6.880146
-5.542406,9,6.883652
-6.830031,9,6.916781
0.847971,1,6.918253
-5.536643,9,6.921985
-6.289148,9,6.925996
-6.37924,9,6.929821
-5.058256,9,6.933347
-7.783426,9,6.937062
-8.195531,9,6.940803
-5.268687,9,6.944391
-6.245896,9,6.94795
-8.106255,9,6.979329
-8.817122,9,6.982873
-8.426097,9,6.986795
0.94957,1,6.988062
-6.83577,9,6.992029
-6.06422,9,6.995697
-4.136759,9,6.999202
-4.870232,9,7.002888
-7.372481,9,7.006422
-4.481006,9,7.010229
0.928445,1,7.041469
-6.295846,9,7.045429
-8.360329,9,7.049027
