#{"t_start": 1735094047.6079736, "env_id": "GraspEnv_v3"}
r,l,t
-8.814132,9,36.304959
-8.019551,9,36.308401
-8.621669,9,36.311856
-5.865903,9,36.315335
-2.870817,9,36.318768
0.206527,4,36.683443
-8.560196,9,36.686961
-7.764933,9,36.690452
-3.055398,9,36.693921
-5.56448,9,36.697388
-8.829326,9,36.700849
-8.577227,9,36.704356
-8.62344,9,36.707796
-5.79245,9,36.711289
-6.047949,9,36.714671
-3.073382,9,37.095922
-8.520147,9,37.099448
-6.664373,9,37.10296
-7.758605,9,37.106472
-2.600301,9,37.110343
0.176696,4,37.11248
0.559993,2,37.113981
0.932825,1,37.11517
-0.446206,6,37.117801
-6.710769,9,37.121281
-8.491155,9,37.495056
-8.340152,9,37.498661
-6.663035,9,37.502203
-1.346305,9,37.505726
0.353444,3,37.507491
-6.530943,9,37.511716
-7.393688,9,37.515194
-4.790043,9,37.518719
-3.763884,9,37.522214
-7.626991,9,37.52572
-6.475137,9,37.893068
-2.997961,9,37.896544
-8.645749,9,37.900048
-8.75385,9,37.903539
-5.56607,9,37.907047
0.312293,2,37.908524
-8.209708,9,37.911992
-4.572553,9,37.915427
-4.758628,9,37.918899
-3.863311,9,37.922322
0.905097,1,38.290893
-8.760225,9,38.294345
-7.129052,9,38.297835
-2.746632,9,38.30133
-4.594991,9,38.304773
-8.594121,9,38.308242
0.268543,4,38.310292
0.963523,1,38.311444
-3.368829,9,38.314917
0.893037,1,38.316133
-6.977142,9,38.682736
-6.616547,9,38.686251
-7.987479,9,38.689735
-2.614628,9,38.693234
-0.44882,7,38.696141
-5.842077,9,38.699604
-5.945518,9,38.702997
0.917164,1,38.70412
-6.817572,9,38.707446
-2.167603,9,38.710821
0.995935,1,39.07071
-5.156417,9,39.074222
-8.246244,9,39.07842
-8.210952,9,39.081912
-1.946547,9,39.085378
-8.763676,9,39.088869
-6.340221,9,39.092385
-4.365456,9,39.095898
-7.577173,9,39.099404
-8.44566,9,39.102876
-5.535379,9,39.468709
-5.583506,9,39.472424
-5.368308,9,39.475955
-3.261441,9,39.47975
-8.319758,9,39.483602
-8.726881,9,39.487144
0.883191,1,39.48832
-3.942694,9,39.491852
-7.686556,9,39.495971
0.674615,2,39.497477
-8.507769,9,39.863192
-3.252289,9,39.866686
-5.686013,9,39.870224
-4.424758,9,39.873725
-2.839949,9,39.87726
-3.786966,9,39.880737
-2.530816,9,39.884221
0.857275,1,39.885427
-8.179857,9,39.888861
0.989462,1,39.890031
-6.274809,9,40.26468
0.817654,1,40.265872
-8.789748,9,40.269408
-7.352605,9,40.272936
0.328746,2,40.27443
-7.468138,9,40.278656
-4.249774,9,40.282172
-2.446814,9,40.285648
-8.702041,9,40.289175
-4.748204,9,40.292637
-7.631181,9,40.66252
-7.576665,9,40.66607
-4.387018,9,40.669604
0.817879,1,40.67077
-2.602182,9,40.67427
-6.854615,9,40.678237
-6.387326,9,40.681719
-8.062252,9,40.685187
-4.632798,9,40.688668
-8.099879,9,40.692143
-3.301843,9,41.074368
-6.378115,9,41.077961
-8.620224,9,41.081462
-8.889051,9,41.084968
0.976804,1,41.086156
-7.6433,9,41.089653
-3.929376,9,41.093135
-3.48062,9,41.096684
0.823226,1,41.097925
0.933009,1,41.099116
-7.837171,9,41.470806
-5.190517,9,41.474298
-8.713093,9,41.477823
-8.470674,9,41.481295
0.925923,1,41.482469
-7.049696,9,41.48591
-4.747103,9,41.489398
-3.994261,9,41.492864
0.038734,2,41.494308
-8.699375,9,41.49768
-3.8881,9,41.856064
-8.024276,9,41.859609
0.293866,3,41.86167
-7.609976,9,41.865132
-8.074976,9,41.868862
-5.9762,9,41.872397
-6.01834,9,41.875938
0.468314,2,41.877547
-8.41557,9,41.880971
-5.163582,9,41.884481
-5.448978,9,42.253123
0.854183,1,42.254341
0.567358,2,42.255832
0.983094,1,42.256989
0.462992,3,42.258745
0.977077,1,42.259931
-7.681065,9,42.263402
-3.907834,9,42.266848
-7.057286,9,42.270221
-8.852087,9,42.273603
-8.870656,9,42.646298
0.892913,1,42.647502
-4.918802,9,42.651249
-8.109385,9,42.654764
0.479791,3,42.65658
-0.750672,4,42.658628
-5.896845,9,42.662572
-4.057451,9,42.666131
0.878476,1,42.667305
-4.100408,9,42.670772
-7.352699,9,43.034014
-8.288807,9,43.037483
-8.175997,9,43.040999
-3.582066,9,43.044481
0.758029,2,43.045978
-3.65516,9,43.049452
-6.973345,9,43.052841
-4.715777,9,43.056193
-4.588677,9,43.059537
0.892041,1,43.060664
-2.456655,9,43.439691
-3.397489,9,43.443174
-8.662469,9,43.446615
-5.026495,9,43.450131
-7.182053,9,43.453596
-2.863622,9,43.457043
-6.990557,9,43.460504
-5.551305,9,43.463955
-7.690874,9,43.467439
-8.654826,9,43.470906
-7.879754,9,43.849152
0.386459,2,43.850623
-7.109555,9,43.854092
-3.337542,9,43.857563
-4.072125,9,43.861047
-6.951898,9,43.864451
-5.972681,9,43.867933
-3.655476,9,43.871411
-4.799265,9,43.874825
-8.999452,9,43.878222
-7.506336,9,44.241389
-8.016237,9,44.244876
0.628654,2,44.246341
-7.873952,9,44.249835
0.939865,1,44.251016
-8.656228,9,44.254462
-8.120313,9,44.257927
-5.908315,9,44.261293
-3.429707,9,44.264686
-7.928932,9,44.268082
0.889275,1,44.631676
0.892243,1,44.632842
-8.364299,9,44.636292
0.944452,1,44.63747
-5.208583,9,44.640913
-4.94849,9,44.644394
-7.991652,9,44.647863
-5.328491,9,44.65136
-2.954079,9,44.654828
-6.684914,9,44.658252
-5.428546,9,45.031347
-6.323375,9,45.035136
-7.855208,9,45.038694
-8.953958,9,45.042224
-8.912495,9,45.04623
-8.119732,9,45.049702
0.608942,2,45.051177
0.867829,1,45.052345
-6.283485,9,45.055796
-8.221798,9,45.059246
-4.473974,9,45.454292
-8.776706,9,45.457778
-8.772597,9,45.461297
-3.440883,9,45.46482
-6.883113,9,45.46833
-6.916264,9,45.471822
-4.63104,9,45.475309
-6.703618,9,45.478807
-2.627169,9,45.482384
-8.183048,9,45.485909
-3.615663,9,45.862689
-2.761379,9,45.866477
-3.190106,9,45.870004
-8.652205,9,45.873513
-6.51284,9,45.877439
0.735826,2,45.878917
-7.776436,9,45.882378
-6.097854,9,45.88584
0.812888,1,45.886997
0.982092,1,45.888154
-8.568994,9,46.282859
-7.345093,9,46.286438
-8.596867,9,46.289985
-6.945429,9,46.293998
-8.709958,9,46.297513
-8.096102,9,46.301031
-3.05673,9,46.304515
-3.793583,9,46.308045
-7.566718,9,46.311557
-6.500293,9,46.315039
-4.783104,9,46.706119
0.897966,1,46.707326
0.906675,1,46.708486
-1.483805,8,46.711667
-0.951122,3,46.713431
-4.784649,9,46.716934
-6.741171,9,46.720444
-7.413598,9,46.724262
-6.877837,9,46.728365
-6.202454,9,46.73188
-6.640825,9,47.102451
-2.097509,9,47.105921
-5.425022,9,47.109462
-6.211565,9,47.112919
0.9429,1,47.114123
0.822075,1,47.115319
0.416317,3,47.117076
-8.917269,9,47.120444
-8.424347,9,47.123928
-1.97465,9,47.127465
-7.045673,9,47.493588
-8.802937,9,47.497141
-0.542862,5,47.499528
-3.525406,9,47.503027
-7.224244,9,47.506551
-5.937019,9,47.510083
-3.973112,9,47.513581
0.949971,1,47.514775
-2.826816,9,47.518269
-5.741005,9,47.521748
-0.175616,2,47.92162
-5.807672,9,47.925143
-5.396586,9,47.929061
-7.067607,9,47.932539
-3.851693,9,47.936027
0.834256,1,47.937179
-8.388148,9,47.940638
-4.337641,9,47.94413
-8.321703,9,47.947604
-5.252768,9,47.951101
-3.389528,9,48.313084
-3.467724,9,48.316863
-1.79135,5,48.319214
-8.356372,9,48.32273
0.872633,1,48.323899
-8.079239,9,48.327994
-6.666632,9,48.331471
0.891884,1,48.33269
0.629074,2,48.334168
-8.441064,9,48.337714
-8.866051,9,48.710674
0.507113,2,48.712162
-8.732997,9,48.716436
-7.981079,9,48.719946
-1.938771,9,48.723778
-7.424769,9,48.72794
-2.70024,9,48.731417
-6.790447,9,48.734942
-6.180607,9,48.738527
-7.044719,9,48.74201
0.952099,1,49.117902
-3.767138,9,49.121376
-8.878629,9,49.124849
-4.030758,9,49.128347
-1.900552,9,49.131811
-7.55966,9,49.1353
-8.100593,9,49.138795
-4.64209,9,49.142254
-8.921904,9,49.145712
-8.643351,9,49.14914
0.92356,1,49.537711
0.885618,1,49.538894
-2.178227,9,49.542333
-3.87651,9,49.545876
-6.489399,9,49.549289
-4.24804,9,49.552754
-7.916266,9,49.55622
0.284077,4,49.558269
-8.342669,9,49.561752
-8.130791,9,49.565244
-7.553023,9,49.933833
0.121573,4,49.935915
-8.022631,9,49.939451
-7.027581,9,49.942915
-3.504589,9,49.94649
-8.966598,9,49.950003
0.610692,2,49.951491
-5.286938,9,49.954949
-8.104282,9,49.959166
0.81342,1,49.960361
-7.71566,9,50.345806
-8.241133,9,50.349297
0.957291,1,50.350592
-8.066322,9,50.354144
-4.575614,9,50.357655
-4.202573,9,50.361806
0.834316,1,50.362975
0.660958,2,50.364424
-5.159938,9,50.367908
-8.919957,9,50.371403
-6.309466,9,50.752636
-4.653114,9,50.756126
-4.610766,9,50.760163
-6.384053,9,50.763723
-7.192202,9,50.76725
-8.830017,9,50.770798
-7.61849,9,50.774317
-4.116994,9,50.777799
-0.73667,4,50.77985
0.839939,1,50.781017
-3.112011,9,51.15668
-5.720559,9,51.160122
-4.9544,9,51.163597
0.825041,1,51.16481
-8.810611,9,51.168268
-5.017584,9,51.171812
-6.07105,9,51.175396
-6.532076,9,51.178889
-7.860823,9,51.182376
-6.561712,9,51.185935
-2.960397,9,51.571604
-6.938738,9,51.575144
-5.839002,9,51.578645
-4.30273,9,51.582102
-7.828061,9,51.585754
-5.836218,9,51.589254
-8.257196,9,51.59271
-5.885351,9,51.596158
-6.237951,9,51.599585
-5.994298,9,51.603072
0.866415,1,51.976875
-0.414428,4,51.978944
-6.087427,9,51.982467
-8.768139,9,51.985936
-7.291991,9,51.989413
-3.839459,9,51.992921
-5.82019,9,51.996358
0.885758,1,51.997531
-8.280245,9,52.000957
-8.949009,9,52.004408
-8.851794,9,52.389628
-2.464096,9,52.393664
0.64374,2,52.395175
-6.896009,9,52.398745
-0.45089,3,52.400489
-3.473853,9,52.404094
-5.98401,9,52.407629
-6.365063,9,52.411349
-1.673882,5,52.413716
-6.923808,9,52.417273
-8.254843,9,52.788479
-5.897109,9,52.792084
-7.063353,9,52.795871
-6.688533,9,52.799766
-3.586599,9,52.803642
-8.860578,9,52.807163
0.932898,1,52.808341
-5.979618,9,52.812415
-8.045746,9,52.81596
-7.620221,9,52.819449
-8.09207,9,53.187083
-4.329032,9,53.19062
-5.012098,9,53.194117
-2.44472,9,53.197525
-8.409275,9,53.200959
-7.040856,9,53.204431
0.865039,1,53.205629
-8.418125,9,53.209081
-4.472743,9,53.21255
-7.00506,9,53.216005
0.439006,2,53.594142
-7.265448,9,53.597606
-7.5016,9,53.601106
-6.980141,9,53.604596
-7.376346,9,53.608051
-7.385191,9,53.61143
-7.798183,9,53.6149
-5.071834,9,53.61825
-2.106284,9,53.621615
-4.173073,9,53.624992
-6.390963,9,54.021054
-3.957067,9,54.024605
0.893085,1,54.025804
-5.597458,9,54.029331
-4.241262,9,54.032823
-7.798023,9,54.036305
0.556798,2,54.037777
-4.796107,9,54.041306
0.846799,1,54.042482
0.937508,1,54.043658
-2.833189,9,54.422268
-7.005878,9,54.426374
-2.656724,9,54.430043
-2.870524,9,54.433576
-4.403479,9,54.437124
-6.408894,9,54.440629
-3.546317,9,54.444762
-8.967719,9,54.448239
0.824598,1,54.449463
-4.293922,9,54.452919
-6.246473,9,54.833222
-8.567935,9,54.836724
-6.22848,9,54.840205
-6.442017,9,54.843662
-1.978553,9,54.847122
-4.305734,9,54.850609
-2.642145,9,54.854078
-6.075282,9,54.857564
-6.647755,9,54.86113
-2.935998,9,54.86463
-5.555279,9,55.262161
-8.797149,9,55.265858
-0.441182,6,55.26852
-2.934535,9,55.272128
-8.605605,9,55.275619
0.940064,1,55.277045
-4.891328,9,55.280506
-5.291836,9,55.283953
-7.202626,9,55.287467
-8.881734,9,55.290984
-3.455578,9,55.677296
-8.839057,9,55.680831
-4.741344,8,55.684036
-6.014202,9,55.687522
-6.429798,9,55.69101
0.887665,1,55.692176
-2.243468,9,55.69572
0.990226,1,55.696877
0.901853,1,55.698072
-7.688407,9,55.701547
-7.68752,9,56.075044
-7.751959,9,56.078579
-8.689035,9,56.082123
-4.303556,9,56.085658
-8.586254,9,56.089245
-5.47069,9,56.09274
0.364283,2,56.094265
-3.235362,9,56.097818
-4.124932,9,56.101305
-3.996405,9,56.104789
-7.731014,9,56.481906
-5.851682,9,56.48549
0.966965,1,56.486676
0.156638,4,56.48872
-3.695005,9,56.492267
-8.276573,9,56.495618
0.853637,1,56.496753
0.928485,1,56.497957
-3.365443,9,56.501325
-5.704443,9,56.504721
-5.937712,9,56.872188
-8.817695,9,56.875657
-6.060659,9,56.879157
-3.484175,9,56.882629
-7.02024,9,56.886097
-8.989362,9,56.889573
-8.711784,9,56.892992
-2.61635,9,56.896383
-7.756576,9,56.899744
-2.520947,9,56.90311
0.868016,1,57.274456
-8.512955,9,57.278957
-7.904273,9,57.282513
0.305479,2,57.284015
0.901099,1,57.285209
-6.165848,9,57.288709
-8.664044,9,57.292265
0.827059,1,57.293825
-2.699949,9,57.297393
-6.561006,9,57.300887
-0.104596,4,57.668776
-4.859786,9,57.672272
0.553047,3,57.674063
-8.853555,9,57.678385
-8.284478,9,57.681885
-6.088894,9,57.685416
-2.659566,9,57.6889
-7.759849,9,57.692647
-7.698467,9,57.696208
-4.577499,9,57.699694
0.866472,1,58.078242
0.975935,1,58.079432
-7.751521,9,58.083325
-8.333849,9,58.086897
0.89111,1,58.088063
-6.17155,9,58.091546
-7.982573,9,58.095408
-3.146548,9,58.099097
-8.586035,9,58.102543
0.986451,1,58.103638
0.951448,1,58.477728
-6.030821,9,58.481237
-3.971368,9,58.484687
-2.62934,9,58.488161
-4.137196,9,58.491595
-6.659549,9,58.495102
-6.873789,9,58.498612
-5.769289,9,58.502111
-7.024767,9,58.50561
-8.315589,9,58.50907
0.911307,1,58.880312
-7.783446,9,58.883861
0.977726,1,58.885045
-7.059932,9,58.888511
0.814619,1,58.889686
-4.852093,9,58.893147
-8.401689,9,58.896623
-8.757823,9,58.900172
-6.697257,9,58.903765
-5.867643,9,58.907267
-6.362271,9,59.27215
-3.066625,9,59.275669
-5.111795,9,59.279121
-4.269329,9,59.28257
0.828238,1,59.283737
-4.507027,9,59.287216
0.962532,1,59.288403
-2.526235,9,59.291843
-8.844114,9,59.295425
0.989734,1,59.296547
-7.071473,9,59.678967
-5.778207,9,59.682591
-3.180736,9,59.686176
-2.264828,9,59.689695
-8.50719,9,59.693215
-5.300541,9,59.69674
-4.470062,9,59.700213
-7.536071,9,59.70372
-7.078932,9,59.707199
-8.322401,9,59.710626
-7.060937,9,60.086313
-6.05316,9,60.089866
-3.02247,9,60.093428
-7.387192,9,60.096957
-7.223121,9,60.10047
-5.863895,9,60.103978
-8.574669,9,60.107448
-7.864552,9,60.111017
-8.227968,9,60.114409
-4.947032,9,60.117796
0.947184,1,60.487242
-7.935231,9,60.490746
-4.545217,9,60.495056
-8.743186,9,60.498602
-6.667687,9,60.502114
-5.449848,9,60.505639
-3.133664,9,60.509536
-5.153557,9,60.513087
-8.833801,9,60.516549
-8.553737,9,60.519998
0.831981,1,60.89104
-7.544877,9,60.895205
-6.143723,9,60.898862
-8.488731,9,60.902333
0.61785,2,60.903818
0.542481,2,60.905309
-5.502287,9,60.908741
-8.145092,9,60.912219
-5.693859,9,60.915697
-7.307378,9,60.919166
-8.829796,9,61.28797
-8.323164,9,61.29147
-1.849718,9,61.294945
-6.953612,9,61.298471
-6.585134,9,61.301946
0.912874,1,61.30311
-7.812592,9,61.306557
-5.899515,9,61.310007
0.994535,1,61.311203
-7.166061,9,61.314661
-1.655277,8,61.688293
0.873764,1,61.689455
-2.376751,9,61.693614
-5.235484,9,61.697133
-5.013071,9,61.700661
-8.684507,9,61.704166
-7.305122,9,61.707671
-8.371582,9,61.711535
-5.981547,9,61.715005
-6.127018,9,61.718439
-8.737964,9,62.09352
0.97103,1,62.0947
-7.677195,9,62.098269
-7.67058,9,62.101831
-5.283309,9,62.105315
-7.201599,9,62.109032
-4.50938,9,62.112543
-3.518902,9,62.115987
-2.057574,4,62.118058
-7.128443,9,62.121525
-8.864221,9,62.490693
-7.008962,9,62.494225
0.953532,1,62.495398
-5.668267,9,62.498897
-4.548004,9,62.502394
-5.698688,9,62.505965
-5.820097,9,62.509424
0.979257,1,62.510531
-4.610841,9,62.513858
-7.445891,9,62.517249
-7.997283,9,62.881281
-4.260374,9,62.884754
-3.422148,9,62.888216
-6.80985,9,62.891673
-6.8653,9,62.895203
-4.12286,9,62.898671
-4.839588,9,62.902055
0.861301,1,62.903198
-3.453501,9,62.906559
-8.588855,9,62.909988
-8.171928,9,63.276603
-5.750662,9,63.280076
-3.455828,9,63.283564
-8.756801,9,63.287018
-7.290463,9,63.290488
-5.508956,9,63.29398
-8.908744,9,63.297387
-4.740334,9,63.300722
-8.655925,9,63.304144
-6.766093,9,63.307537
-5.375526,9,63.677665
-2.916234,9,63.681136
-2.834678,9,63.684618
-6.348772,9,63.688086
0.94477,1,63.689313
-5.783253,9,63.692761
0.958813,1,63.693954
-8.823661,9,63.697493
-8.282973,9,63.701041
-6.341932,9,63.70458
-4.90066,9,64.089207
-7.099692,9,64.092748
0.102178,2,64.09423
-5.351428,9,64.097715
-3.550276,9,64.101244
-5.396885,9,64.10472
-7.753135,9,64.108264
0.979018,1,64.109466
-5.227961,9,64.112909
-5.6007,9,64.116382
-0.295984,4,64.484854
0.813411,1,64.486046
-8.326887,9,64.489508
-7.980713,9,64.492958
-5.121403,9,64.496423
-2.712507,9,64.499875
-6.985534,9,64.503432
0.839188,1,64.504606
-0.09719,4,64.506671
0.985194,1,64.507821
0.692681,2,64.872767
-6.946167,9,64.876302
-2.825085,9,64.879795
0.876111,1,64.880951
-8.795354,9,64.88441
-6.861373,9,64.887856
0.858847,1,64.889023
-6.826611,9,64.892441
-4.155819,9,64.895826
-6.068726,9,64.899169
-8.987448,9,65.280233
-3.138261,9,65.283762
-8.535787,9,65.287253
0.90114,1,65.288421
-3.606055,9,65.291851
-3.874584,9,65.295302
-4.977984,9,65.29881
-5.338871,9,65.302318
-7.826808,9,65.305816
0.960228,1,65.306999
-6.598126,9,65.693942
0.814018,1,65.695145
-5.729976,9,65.698639
-7.394522,9,65.702138
-8.273851,9,65.705623
0.933874,1,65.706791
-8.813142,9,65.710397
-7.333812,9,65.713872
-8.923685,9,65.7173
-3.883535,9,65.720879
-0.451629,4,66.09118
-3.873615,9,66.094718
0.823629,1,66.095906
-5.780621,9,66.099415
-8.815392,9,66.102907
0.580007,2,66.104371
0.945688,1,66.105561
-2.863028,9,66.109074
-7.463271,9,66.11243
0.877929,1,66.113571
-7.834946,9,66.505049
-6.788618,9,66.509015
-5.697344,9,66.512617
-8.560053,9,66.516355
-7.86266,9,66.519885
0.862315,1,66.521047
-6.525786,9,66.524606
-8.995653,9,66.528503
-2.588615,6,66.531137
-7.201295,9,66.534579
-8.769777,9,66.911945
-8.003763,9,66.91546
0.857928,1,66.916629
-7.213068,9,66.920064
-7.833558,9,66.923555
-8.649891,9,66.927101
-3.821685,9,66.930571
-6.055426,9,66.93394
0.928147,1,66.935061
-4.084886,9,66.938452
-4.275845,9,67.321897
-3.380388,9,67.325921
-4.180024,9,67.329479
-8.838672,9,67.332916
-4.606434,9,67.336369
-3.304673,9,67.339847
-8.680534,9,67.343349
-7.651806,9,67.346808
-2.216542,9,67.350287
-4.27612,9,67.353781
-3.311304,9,67.750513
-0.182743,3,67.7523
0.863681,1,67.753481
-8.565005,9,67.757014
-7.14085,9,67.761251
-8.859067,9,67.764809
-4.731048,9,67.768305
0.841617,1,67.769477
-7.767708,9,67.772973
-6.258802,9,67.776858
0.33017,3,68.152183
0.993474,1,68.153398
-7.655417,9,68.156865
-8.118719,9,68.160903
-8.449487,9,68.164413
-5.12364,9,68.167896
-8.668274,9,68.171388
0.857889,1,68.172533
-8.63443,9,68.175986
-7.727456,9,68.179364
-4.526803,9,68.556767
0.865646,1,68.557978
-6.114713,9,68.5615
0.894634,1,68.562666
0.911092,1,68.563839
-8.24566,9,68.567309
0.839235,1,68.568483
-5.012235,9,68.571962
-7.765585,9,68.575479
-7.785423,9,68.578935
-2.975769,9,68.954317
-8.653962,9,68.95781
-5.172621,9,68.961283
-7.234771,9,68.964731
-4.230736,9,68.968196
-5.504287,9,68.971721
-3.793593,9,68.975161
-6.141898,9,68.978482
-4.916903,9,68.981796
-6.175599,9,68.985175
-4.318448,9,69.354851
-6.783515,9,69.358356
0.821496,1,69.359531
-7.302067,9,69.362991
0.536035,2,69.364474
-1.277433,5,69.36681
-7.318239,9,69.370273
0.964739,1,69.371429
-8.768856,9,69.374926
-7.307898,9,69.378431
-7.515918,9,69.746633
-7.155917,9,69.750188
-6.336358,9,69.753689
0.484941,2,69.75519
-8.580461,9,69.759155
-8.040099,9,69.76271
-7.893345,9,69.766253
-6.567009,9,69.769718
-4.68434,9,69.773163
-6.646769,9,69.776621
-4.42137,9,70.163657
-7.189752,9,70.1672
-1.005027,7,70.170155
0.893072,1,70.171334
-6.690386,9,70.174919
-6.660223,9,70.178566
-6.623884,9,70.182032
-8.202275,9,70.185557
-6.916193,9,70.189017
-8.281007,9,70.192497
0.366202,3,70.573801
-5.644678,9,70.577273
-6.324227,9,70.580727
-7.632114,9,70.584974
-3.662946,9,70.588434
-7.778752,9,70.591901
-2.088947,9,70.595256
-0.750884,4,70.597246
-7.365152,9,70.600605
-5.377328,9,70.603971
0.919005,1,70.993019
-3.534168,9,70.996489
-1.118786,3,70.998311
-0.225712,3,71.000052
-7.793065,9,71.003513
-3.738676,9,71.007005
-5.904462,9,71.010573
-5.599041,9,71.014048
-7.196882,9,71.017482
0.864639,1,71.018668
-8.658649,9,71.399906
-8.801456,9,71.403412
-5.765937,9,71.406914
-6.718452,9,71.410419
-4.812197,9,71.413883
-4.762815,9,71.417357
-5.815269,9,71.420763
-8.360111,9,71.424239
-7.452476,9,71.427741
0.601032,2,71.429156
-2.814057,9,71.820143
-6.480336,9,71.823664
-1.795271,4,71.826215
-7.700073,9,71.829716
-8.44474,9,71.833192
0.866754,1,71.834376
-0.284128,6,71.837041
-7.798309,9,71.840533
-0.050916,4,71.84331
-8.667335,9,71.846859
-0.970182,5,72.226655
-6.441395,9,72.230209
-7.096616,9,72.233713
-8.596458,9,72.237216
-5.229295,9,72.240699
-7.845454,9,72.244184
-8.338761,9,72.247667
-7.124138,9,72.251125
-5.337755,9,72.254636
0.898789,1,72.255833
-6.627217,9,72.655187
0.932264,1,72.656358
-6.784029,9,72.659837
-2.327857,9,72.663246
-1.357984,4,72.665313
0.391745,3,72.667033
-0.344819,4,72.66908
-2.679472,9,72.672517
0.956301,1,72.673651
-5.135531,9,72.6771
-6.289096,9,73.05746
0.950932,1,73.058779
-2.591055,9,73.062335
0.97851,1,73.063513
-8.424133,9,73.067054
-4.889151,9,73.070566
0.897519,1,73.071748
0.525773,2,73.073212
-5.138045,9,73.076764
-8.340557,9,73.080222
-4.019503,9,73.458494
-0.685427,5,73.460877
-5.36958,9,73.464363
-5.143147,9,73.46781
-8.476921,9,73.47128
-6.873003,9,73.474806
-8.350845,9,73.478174
-7.096704,9,73.481558
-8.74323,9,73.484904
0.507837,2,73.486341
-3.326078,9,73.864393
-5.193758,9,73.867998
-6.30175,9,73.871587
0.856472,1,73.872782
-4.698285,9,73.876636
-7.743439,9,73.880116
-7.956123,9,73.88367
-2.72067,9,73.887201
-3.551483,9,73.890664
-7.680673,9,73.894128
0.486193,2,74.280411
-6.650529,9,74.284059
0.958613,1,74.285278
-5.65554,9,74.288759
-4.300171,9,74.292717
-7.131827,9,74.296158
-5.188791,9,74.299704
-4.377588,9,74.303192
-5.226124,9,74.306692
0.928476,1,74.307865
-8.346677,9,74.681815
-0.339986,4,74.683879
-4.884612,9,74.687401
-7.506858,9,74.691233
0.61694,2,74.692897
-3.279251,9,74.697591
-8.049762,9,74.701904
-8.009588,9,74.705433
-6.275773,9,74.708955
-6.806581,9,74.712409
-4.939548,9,75.090065
-7.031223,9,75.094442
-2.807733,9,75.098539
0.635153,2,75.100012
-5.954866,9,75.103515
-6.774321,9,75.10704
0.856747,1,75.108242
-6.541311,9,75.111753
-5.167052,9,75.115269
0.672523,2,75.116791
-6.683984,9,75.488918
-5.215789,9,75.492475
-8.608384,9,75.496027
-5.596729,9,75.499521
-6.183738,9,75.503031
0.885931,1,75.504186
-8.783562,9,75.507635
-3.429983,9,75.511118
-7.78023,9,75.51462
-8.382428,9,75.518086
-3.0552,9,75.898438
-6.629795,9,75.901996
-7.121376,9,75.905541
0.841837,1,75.906722
0.510099,2,75.908604
0.332525,3,75.910449
-5.164948,9,75.913934
-7.864084,9,75.917421
-0.540543,4,75.919497
-8.723724,9,75.922982
-6.080338,9,76.320302
-8.299561,9,76.323814
-7.944886,9,76.327341
0.900804,1,76.328506
0.989672,1,76.329694
-7.558657,9,76.333225
-2.303739,7,76.336139
-6.651496,9,76.339629
-4.373252,9,76.343046
-8.56657,9,76.346424
0.833741,1,76.717473
-5.484637,9,76.721009
-3.992093,9,76.724633
-5.08759,9,76.728345
-3.262611,9,76.731834
-7.959446,9,76.735264
-7.29088,9,76.738743
0.960174,1,76.739908
-8.31997,9,76.74335
-6.440209,9,76.746827
-7.084971,9,77.127871
0.080362,4,77.129971
-7.751124,9,77.133464
-5.722733,9,77.13697
-8.261083,9,77.140477
-7.589425,9,77.143947
0.036357,2,77.145451
-0.205586,3,77.147195
0.823034,1,77.148367
-6.515688,9,77.151849
-7.102431,9,77.517978
-1.773914,8,77.521213
-3.535741,9,77.524716
-6.833285,9,77.528188
-7.552504,9,77.531721
-7.924879,9,77.535223
-6.238305,9,77.538661
0.966245,1,77.539828
-6.70526,9,77.543268
-3.686652,9,77.546671
0.866881,1,77.924217
-5.644201,9,77.928068
-7.657905,9,77.93161
-5.262913,9,77.935109
-2.955586,9,77.938622
-7.357441,9,77.942671
-5.83733,9,77.946158
0.841901,1,77.947312
-4.931814,9,77.950803
0.992648,1,77.951938
-8.840587,9,78.322064
-6.46896,9,78.325547
-2.959029,6,78.328171
-8.531271,9,78.3317
-8.599495,9,78.335161
-4.958143,9,78.3386
0.603564,2,78.340067
-5.3859,9,78.34348
0.866798,1,78.344607
0.39332,2,78.346015
-4.058942,9,78.753931
-0.071846,4,78.756021
-4.877879,9,78.759557
-6.841898,9,78.763016
-8.50531,9,78.766492
-3.812193,6,78.769104
-3.845844,9,78.772594
-1.606794,7,78.775501
-5.663782,9,78.779012
-6.657862,9,78.782514
-7.395721,9,79.196797
-7.791394,9,79.200337
-6.074835,9,79.203854
-5.927391,9,79.207335
-3.835463,8,79.210552
0.997855,1,79.211747
-4.475499,9,79.215221
0.849233,1,79.216395
-2.02966,6,79.219067
-4.802274,9,79.222878
-8.329503,9,79.603616
-6.346102,9,79.607157
-5.214483,9,79.611239
-8.50035,9,79.614744
-0.205946,4,79.616802
-7.567978,9,79.620297
-6.301383,9,79.623794
-5.573908,9,79.627254
-1.984999,8,79.6305
-5.586084,9,79.633985
-0.529613,5,80.014002
-7.983261,9,80.017624
-0.193534,3,80.019406
-0.638765,4,80.021473
-1.004478,3,80.02329
-7.12974,9,80.027297
-7.71082,9,80.030796
-8.825207,9,80.034287
-2.995197,9,80.037743
-3.126092,9,80.041203
-8.837373,9,80.402513
-0.514376,5,80.40486
-6.081484,9,80.408336
