time/total_timesteps,time/fps,time/episodes,time/time_elapsed,eval/mean_reward,eval/mean_ep_length,train/ent_coef_loss,train/ent_coef,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
61216,427,9648,143,,,-10.616033554077148,0.045911576598882675,1.1838241815567017,31215,2.236520767211914,9.969285699754394e-05
61235,427,9652,143,,,-10.445899963378906,0.04582870006561279,1.2002975940704346,31234,2.2800111770629883,9.969276181265335e-05
61266,427,9656,143,,,-11.06278133392334,0.045692965388298035,1.0937575101852417,31265,2.2774109840393066,9.969260651118486e-05
61289,427,9660,143,,,-10.420883178710938,0.04559314623475075,1.2562081813812256,31288,2.313599109649658,9.969249128767103e-05
61300,,,,-4.0251332,6.8,-10.469809532165527,0.04554516822099686,1.1641368865966797,31299,2.3365607261657715,9.969243618082019e-05
61322,426,9664,143,,,-10.75968074798584,0.04544888436794281,1.0450586080551147,31321,2.2743406295776367,9.969232596720988e-05
61357,426,9668,143,,,-10.364666938781738,0.04529673606157303,0.9786237478256226,31356,2.2023701667785645,9.969215062762644e-05
61372,426,9672,143,,,-11.147750854492188,0.04523207247257233,0.9481096267700195,31371,2.3054440021514893,9.969207548218507e-05
61400,,,,-2.6463156999999997,5.4,-10.563342094421387,0.0451100617647171,1.039921760559082,31399,2.1147451400756836,9.96919352108461e-05
61403,426,9676,143,,,-10.616114616394043,0.04509717598557472,1.041687250137329,31402,2.2212367057800293,9.969192018178575e-05
61434,426,9680,144,,,-10.821249961853027,0.04496380314230919,1.417620062828064,31433,2.256803512573242,9.969176488162836e-05
61460,426,9684,144,,,-10.376858711242676,0.04485154524445534,1.126031756401062,31459,2.233060359954834,9.969163463006999e-05
61484,426,9688,144,,,-10.608879089355469,0.04474905878305435,1.1085469722747803,31483,2.2338390350341797,9.969151439801333e-05
61500,,,,-2.0651865000000003,4.8,-10.777807235717773,0.044680189341306686,1.2453535795211792,31499,2.2662906646728516,9.969143424338942e-05
61508,426,9692,144,,,-10.944456100463867,0.04464542120695114,1.2701069116592407,31507,2.263054132461548,9.969139416610165e-05
61524,425,9696,144,,,-10.943603515625,0.044576726853847504,0.9818734526634216,31523,2.330207347869873,9.969131401157444e-05
61554,425,9700,144,,,-10.899157524108887,0.04444924369454384,1.1237915754318237,31553,2.185260057449341,9.969116372200959e-05
61582,425,9704,144,,,-10.324365615844727,0.04432918503880501,1.2211718559265137,31581,2.3402175903320312,9.969102345195349e-05
61600,,,,-3.9075071,6.5,-10.719549179077148,0.0442531555891037,0.9363747239112854,31599,2.177147388458252,9.969093327845021e-05
61601,425,9708,144,,,-10.959569931030273,0.044248905032873154,1.1761928796768188,31600,2.255202293395996,9.969092826881353e-05
61631,425,9712,144,,,-10.68585205078125,0.04412154108285904,0.8888422250747681,31630,2.229166030883789,9.969077797983022e-05
61663,425,9716,144,,,-10.733158111572266,0.04398663714528084,1.1197850704193115,31662,2.20403790473938,9.969061767183108e-05
61673,425,9720,145,,,-10.84194564819336,0.043945010751485825,1.2243865728378296,31672,2.1775901317596436,9.969056757563421e-05
61700,,,,-2.6499070999999996,5.3,-10.36829948425293,0.043831489980220795,1.123122215270996,31699,2.227827310562134,9.969043231602842e-05
61705,425,9724,145,,,-10.924176216125488,0.043810732662677765,1.236607313156128,31704,2.2411458492279053,9.969040726797342e-05
61724,425,9728,145,,,-10.760578155517578,0.04373123124241829,1.0576938390731812,31723,2.344849109649658,9.969031208542178e-05
61756,424,9732,145,,,-10.46065902709961,0.04359854385256767,1.0126168727874756,31755,2.3164944648742676,9.969015177817183e-05
61780,424,9736,145,,,-10.773305892944336,0.04349866509437561,1.0125586986541748,31779,2.290065288543701,9.969003154790353e-05
61794,424,9740,145,,,-10.540399551391602,0.04344036802649498,1.1387752294540405,31793,2.262117862701416,9.968996141364733e-05
61800,,,,-3.9332684,6.9,-10.752634048461914,0.04341540485620499,0.9107083082199097,31799,2.1884875297546387,9.968993135612406e-05
61822,424,9744,145,,,-10.679096221923828,0.043324217200279236,0.8963923454284668,31821,2.270209312438965,9.968982114528293e-05
61851,424,9748,145,,,-10.397483825683594,0.04320356249809265,1.1231489181518555,31850,2.288900375366211,9.968967586754215e-05
61871,424,9752,145,,,-10.597365379333496,0.04312121495604515,1.4147329330444336,31870,2.3064072132110596,9.968957567612014e-05
61900,,,,-3.2337241999999997,6.1,-10.865056991577148,0.04300255328416824,1.1994786262512207,31899,2.155986785888672,9.968943039873708e-05
61903,424,9756,145,,,-10.773151397705078,0.042990148067474365,1.196542739868164,31902,2.2667951583862305,9.968941537005437e-05
61934,424,9760,146,,,-10.373405456542969,0.04286416247487068,0.9732519388198853,31933,2.417910575866699,9.968926007379898e-05
61956,423,9764,146,,,-10.69711685180664,0.042775627225637436,1.3133666515350342,31955,2.260631561279297,9.968914986369997e-05
61989,423,9768,146,,,-10.64496898651123,0.042640943080186844,1.2578809261322021,31988,2.1365108489990234,9.968898454877993e-05
62000,,,,-2.9421462,6.0,-10.322867393493652,0.04259614646434784,1.1150392293930054,31999,2.185555934906006,9.968892944386749e-05
62006,423,9772,146,,,-10.561826705932617,0.04257204011082649,1.029810905456543,32005,2.330754280090332,9.968889938665537e-05
62023,423,9776,146,,,-9.98332405090332,0.042504455894231796,1.1389634609222412,32022,2.247730255126953,9.968881422460358e-05
62035,423,9780,146,,,-10.79139518737793,0.04245711490511894,1.0491931438446045,32034,2.088911533355713,9.968875411025788e-05
62053,423,9784,146,,,-10.81977653503418,0.04238384962081909,1.1114327907562256,32052,2.317777156829834,9.968866393880729e-05
62071,423,9788,146,,,-10.652324676513672,0.04231039062142372,1.083353042602539,32070,2.220172882080078,9.968857376743826e-05
62098,423,9792,146,,,-10.75727367401123,0.04220252111554146,1.096316933631897,32097,2.3239736557006836,9.968843851053767e-05
62100,,,,-2.3067797000000003,5.3,-10.40665340423584,0.042194582521915436,1.189283013343811,32099,2.244776725769043,9.96884284915153e-05
62126,423,9796,146,,,-10.41713809967041,0.04209086298942566,1.1220853328704834,32125,2.280210256576538,9.968829824431606e-05
62151,422,9800,146,,,-10.616348266601562,0.04199026897549629,1.3871572017669678,32150,2.1700782775878906,9.968817300678498e-05
62176,422,9804,147,,,-10.89557933807373,0.04188947752118111,1.424859881401062,32175,2.109060049057007,9.968804776941123e-05
62200,,,,-2.9484407,4.9,-10.008010864257812,0.04179317131638527,1.3362910747528076,32199,2.2223801612854004,9.968792754168045e-05
62203,422,9808,147,,,-10.741456985473633,0.04178132116794586,0.9693441987037659,32202,2.372201442718506,9.96879125132243e-05
62230,422,9812,147,,,-10.402338027954102,0.041673846542835236,1.2606793642044067,32229,2.3761391639709473,9.968777725722089e-05
62249,422,9816,147,,,-10.255008697509766,0.0415978766977787,1.3618841171264648,32248,2.2321219444274902,9.968768207718034e-05
62274,422,9820,147,,,-10.730796813964844,0.04149893671274185,1.175048589706421,32273,2.288017749786377,9.968755684042334e-05
62286,422,9824,147,,,-10.80478286743164,0.041451483964920044,1.229266881942749,32285,2.2504568099975586,9.968749672683586e-05
62300,,,,-3.8606632,6.2,-10.919456481933594,0.04139601066708565,1.2832776308059692,32299,2.2866873741149902,9.968742659436295e-05
62313,422,9828,147,,,-10.352479934692383,0.04134438559412956,1.0984697341918945,32312,2.3563432693481445,9.968736147139658e-05
62333,422,9832,147,,,-10.762397766113281,0.04126571863889694,1.271711826324463,32332,2.2784550189971924,9.968726128230061e-05
62367,421,9836,147,,,-10.423078536987305,0.04113263264298439,1.1513959169387817,32366,2.3187520503997803,9.968709096106856e-05
62400,,,,-3.8264277,6.6,-10.737436294555664,0.041005391627550125,1.024886131286621,32399,2.251215934753418,9.96869256495628e-05
62400,421,9840,147,,,,,,,,
62429,421,9844,148,,,-10.555928230285645,0.040892668068408966,1.20432710647583,32428,2.220996618270874,9.968678037604163e-05
62461,421,9848,148,,,-10.855096817016602,0.04076758399605751,0.9623196125030518,32460,2.263899564743042,9.968662007447084e-05
62491,421,9852,148,,,-10.594536781311035,0.040649205446243286,1.0457074642181396,32490,2.253751277923584,9.968646979198234e-05
62500,,,,-4.8632206,7.6,-10.505430221557617,0.04061434045433998,1.231203556060791,32499,2.336151123046875,9.968642470727997e-05
62508,421,9856,148,,,-10.355350494384766,0.040583424270153046,0.9827489852905273,32507,2.2947216033935547,9.968638463200609e-05
62538,421,9860,148,,,-10.683053970336914,0.04046841710805893,0.9795114994049072,32537,2.2212319374084473,9.968623434987254e-05
62554,420,9864,148,,,-10.347820281982422,0.040407322347164154,0.9122753143310547,32553,2.2911887168884277,9.968615419949395e-05
62582,420,9868,148,,,-10.71422004699707,0.04029932618141174,1.3802061080932617,32581,2.296517848968506,9.968601393648647e-05
62600,,,,-2.9086229999999995,5.6,-10.564136505126953,0.04023037105798721,1.1063073873519897,32599,2.2961976528167725,9.968592376751446e-05
62615,420,9872,148,,,-10.814641952514648,0.04017335921525955,0.9337307214736938,32614,2.293102264404297,9.968584862676674e-05
62639,420,9876,148,,,-10.05322265625,0.04008135199546814,1.3200277090072632,32638,2.093698501586914,9.968572840168821e-05
62668,420,9880,149,,,-10.783666610717773,0.03997110202908516,1.3482835292816162,32667,2.2432422637939453,9.968558312991178e-05
62691,420,9884,149,,,-10.866019248962402,0.039884258061647415,1.3568553924560547,32690,2.230360507965088,9.968546791451549e-05
62700,,,,-2.7551773000000006,5.5,-10.785029411315918,0.03984949737787247,1.0404043197631836,32699,2.269021511077881,9.968542283026623e-05
62720,420,9888,149,,,-10.859002113342285,0.03977208212018013,1.3655126094818115,32719,2.3060736656188965,9.968532264311866e-05
62748,420,9892,149,,,-10.644359588623047,0.03966467082500458,1.334439992904663,32747,2.4682776927948,9.968518238128123e-05
62774,420,9896,149,,,-10.450844764709473,0.039566777646541595,1.0729234218597412,32773,2.4545164108276367,9.968505213832319e-05
62792,419,9900,149,,,-10.51402473449707,0.03949897363781929,1.0508043766021729,32791,2.2238504886627197,9.968496197022115e-05
62800,,,,-3.6868920000000003,6.1,-10.62784194946289,0.039468832314014435,1.2209465503692627,32799,2.320995807647705,9.96849218955353e-05
62812,419,9904,149,,,-10.671086311340332,0.039423633366823196,1.254833698272705,32811,2.256253242492676,9.968486178353676e-05
62839,419,9908,149,,,-10.999996185302734,0.0393214151263237,1.1674855947494507,32838,2.1471872329711914,9.968472653167254e-05
62875,419,9912,149,,,-10.559112548828125,0.03918452560901642,1.3711433410644531,32874,2.161611557006836,9.968454619613907e-05
62899,419,9916,149,,,-9.880352973937988,0.0390947088599205,1.3113954067230225,32898,2.305264949798584,9.968442597263132e-05
62900,,,,-4.5890563,7.5,-10.045351028442383,0.039091065526008606,1.3013172149658203,32899,2.20176362991333,9.968442096332165e-05
62925,419,9920,150,,,-10.379520416259766,0.038999758660793304,1.1109380722045898,32924,2.300673484802246,9.968429573066156e-05
62952,419,9924,150,,,-10.47548770904541,0.0388997383415699,1.0753999948501587,32951,2.2851881980895996,9.968416047956536e-05
62976,419,9928,150,,,-10.294880867004395,0.03881068527698517,0.9227814674377441,32975,2.3108439445495605,9.968404025652281e-05
63000,,,,-3.3952926000000003,6.4,-10.06496810913086,0.03872225433588028,1.0894912481307983,32999,2.2929491996765137,9.968392003362525e-05
63008,418,9932,150,,,-10.378927230834961,0.038693394511938095,1.1690317392349243,33007,2.2711939811706543,9.96838799593583e-05
63040,418,9936,150,,,-10.224766731262207,0.03857703506946564,1.486051082611084,33039,2.325552463531494,9.968371966245154e-05
63071,418,9940,150,,,-10.65509033203125,0.0384640246629715,1.2454900741577148,33070,2.2229530811309814,9.968356437506891e-05
63095,418,9944,150,,,-9.990039825439453,0.03837507218122482,1.1609768867492676,33094,2.338554859161377,9.968344415274529e-05
63100,,,,-5.5838215,7.6,-10.159631729125977,0.03835688903927803,1.0481730699539185,33099,2.3900580406188965,9.968341910644612e-05
63121,418,9948,150,,,-10.34693717956543,0.038281626999378204,1.2377700805664062,33120,2.1348609924316406,9.968331391205831e-05
63132,418,9952,150,,,-9.87168025970459,0.038241881877183914,0.9154319167137146,33131,2.2847206592559814,9.968325881028043e-05
63157,418,9956,150,,,-10.178574562072754,0.03815196827054024,1.179585576057434,33156,2.3818962574005127,9.968313357908035e-05
63188,418,9960,151,,,-9.905466079711914,0.03803929686546326,1.2342790365219116,33187,2.425260305404663,9.968297829261072e-05
63200,,,,-1.466322,4.8,-10.318556785583496,0.037995900958776474,1.2422677278518677,33199,2.2579762935638428,9.968291818178421e-05
63211,418,9964,151,,,-10.025541305541992,0.0379563607275486,1.1645801067352295,33210,2.347254753112793,9.968286308022507e-05
63239,417,9968,151,,,-10.511719703674316,0.03785688430070877,1.213183879852295,33238,2.3966145515441895,9.968272282184837e-05
63259,417,9972,151,,,-10.709598541259766,0.03778482601046562,1.071535348892212,33258,2.236982822418213,9.968262263741439e-05
63282,417,9976,151,,,-10.026939392089844,0.03770197555422783,1.3645156621932983,33281,2.2557692527770996,9.96825074254398e-05
63300,,,,-3.7120242000000006,6.8,-10.87332534790039,0.0376383513212204,1.5640721321105957,33299,2.3237900733947754,9.968241725963953e-05
63303,417,9980,151,,,-10.245349884033203,0.03762758523225784,1.1047108173370361,33302,2.242920398712158,9.968240223201407e-05
63330,417,9984,151,,,-9.915771484375,0.03753083944320679,1.3595187664031982,33329,2.3313350677490234,9.968226698348698e-05
63363,417,9988,151,,,-10.214048385620117,0.03741360828280449,1.3200631141662598,33362,2.237694263458252,9.968210167998084e-05
63381,417,9992,151,,,-10.687952041625977,0.03734876587986946,1.2129616737365723,33380,2.1731534004211426,9.968201151454757e-05
63395,417,9996,151,,,-10.827342987060547,0.0372985303401947,1.2779335975646973,33394,2.2900474071502686,9.968194138593364e-05
63400,,,,-3.3864101,6.1,-10.797204971313477,0.03728045895695686,0.9496973752975464,33399,2.3321385383605957,9.968191634001206e-05
63412,417,10000,152,,,-10.382859230041504,0.03723755478858948,0.8566806316375732,33411,2.415954351425171,9.968185622982592e-05
63440,416,10004,152,,,-10.33668327331543,0.03713809698820114,1.1553713083267212,33439,2.210205078125,9.968171597286588e-05
63456,416,10008,152,,,-10.089431762695312,0.03708159551024437,1.0885587930679321,33455,2.3369929790496826,9.968163582612019e-05
63478,416,10012,152,,,-10.793341636657715,0.037004850804805756,1.2186706066131592,33477,2.233536720275879,9.968152562445006e-05
63493,416,10016,152,,,-9.92228889465332,0.036951664835214615,1.1133707761764526,33492,2.4613184928894043,9.968145048701757e-05
63500,,,,-4.445269199999999,7.2,-10.126153945922852,0.03692688047885895,1.2157915830612183,33499,2.3075079917907715,9.968141542290178e-05
63521,416,10020,152,,,-10.579631805419922,0.036853350698947906,1.3297138214111328,33520,2.1967055797576904,9.968131023062843e-05
63546,416,10024,152,,,-10.322249412536621,0.03676607459783554,1.2692352533340454,33545,2.2718663215637207,9.968118500187634e-05
63573,416,10028,152,,,-10.48630142211914,0.03667251393198967,0.9282841682434082,33572,2.3632237911224365,9.968104975500076e-05
63600,,,,-2.5864252,5.6,-9.936023712158203,0.03657844290137291,1.1968624591827393,33599,2.365253448486328,9.96809145083087e-05
63607,416,10032,152,,,-10.422407150268555,0.03655436262488365,1.0666728019714355,33606,2.30849027633667,9.968087944438145e-05
63633,416,10036,152,,,-10.172161102294922,0.036463454365730286,1.0364352464675903,33632,2.374357223510742,9.968074920704538e-05
63654,416,10040,153,,,-10.199844360351562,0.036391012370586395,0.920659601688385,33653,2.3957386016845703,9.968064401547507e-05
63686,415,10044,153,,,-10.008687019348145,0.036280740052461624,1.1501460075378418,33685,2.3189637660980225,9.968048372377187e-05
63700,,,,-4.4182335,6.7,-10.111689567565918,0.03623303398489952,1.1894526481628418,33699,2.412879467010498,9.968041359623279e-05
63700,415,10048,153,,,,,,,,
63713,415,10052,153,,,-9.971396446228027,0.03618829697370529,1.3011401891708374,33712,2.369572639465332,9.968034847784781e-05
63729,415,10056,153,,,-10.281288146972656,0.03613325580954552,1.3169326782226562,33728,2.1511893272399902,9.968026833220161e-05
63756,415,10060,153,,,-10.170025825500488,0.03604013845324516,1.1683011054992676,33755,2.45269775390625,9.968013308656977e-05
63773,415,10064,153,,,-10.250669479370117,0.03598237410187721,0.9333469271659851,33772,2.15541934967041,9.968004793200684e-05
63798,415,10068,153,,,-10.428115844726562,0.035898931324481964,1.1088351011276245,33797,2.311854362487793,9.967992270484054e-05
63800,,,,-2.3944855,5.2,-10.661650657653809,0.03589216247200966,1.1137866973876953,33799,2.258991003036499,9.967991268667403e-05
63828,415,10072,153,,,-9.97438907623291,0.03579702600836754,1.20936119556427,33827,2.341697931289673,9.967977243244866e-05
63857,415,10076,153,,,-10.082887649536133,0.035699572414159775,1.265502691268921,33856,2.4022984504699707,9.967962716935184e-05
63879,415,10080,153,,,-9.500197410583496,0.03562574461102486,1.1343045234680176,33878,2.288687229156494,9.967951696990237e-05
63898,414,10084,153,,,-9.782611846923828,0.03556342050433159,1.2997679710388184,33897,2.380176067352295,9.967942179774859e-05
63900,,,,-4.040770200000001,7.0,-9.903640747070312,0.035556863993406296,1.2594282627105713,33899,2.3440680503845215,9.967941177963244e-05
63923,414,10088,154,,,-9.976675033569336,0.03548070043325424,1.103121280670166,33922,2.27372670173645,9.967929657136892e-05
63946,414,10092,154,,,-10.313192367553711,0.03540373966097832,1.3962838649749756,33945,2.4293951988220215,9.967918136323855e-05
63973,414,10096,154,,,-10.163758277893066,0.035312239080667496,1.2466963529586792,33972,2.2511978149414062,9.967904611908151e-05
64000,,,,-4.2357005,6.8,-10.290526390075684,0.03522057458758354,1.124023199081421,33999,2.269200325012207,9.967891087510797e-05
64009,414,10100,154,,,-9.939630508422852,0.03519032895565033,1.4406256675720215,34008,2.319504499435425,9.967886579382422e-05
64032,414,10104,154,,,-9.510231018066406,0.03511366248130798,0.9845077991485596,34031,2.3696203231811523,9.967875058619175e-05
64051,414,10108,154,,,-9.988531112670898,0.035051390528678894,1.2314785718917847,34050,2.380385398864746,9.96786554147697e-05
64079,414,10112,154,,,-10.247193336486816,0.03495943546295166,1.1353754997253418,34078,2.3147225379943848,9.967851516231336e-05
64096,414,10116,154,,,-10.148075103759766,0.03490297868847847,1.4934985637664795,34095,2.2383499145507812,9.967843000913258e-05
64100,,,,-3.1925833999999997,6.1,-10.76321029663086,0.03488961607217789,1.0383104085922241,34099,2.257735013961792,9.967840997310062e-05
64120,413,10120,154,,,-10.588309288024902,0.034822966903448105,1.2147440910339355,34119,2.291415214538574,9.96783097930012e-05
64134,413,10124,154,,,-10.045011520385742,0.0347764790058136,1.1692848205566406,34133,2.330765724182129,9.967823966699152e-05
64162,413,10128,155,,,-9.765769004821777,0.0346832275390625,1.0276851654052734,34161,2.3811066150665283,9.967809941512017e-05
64192,413,10132,155,,,-10.299863815307617,0.034585483372211456,1.2017326354980469,34191,2.3043501377105713,9.967794914547698e-05
64200,,,,-4.745671199999999,7.5,-9.889912605285645,0.034559041261672974,1.273592233657837,34199,2.3562774658203125,9.967790907361039e-05
64214,413,10136,155,,,-10.056198120117188,0.034513480961322784,0.9065892100334167,34213,2.194690704345703,9.967783894788261e-05
64228,413,10140,155,,,-10.1109619140625,0.034468647092580795,1.1600521802902222,34227,2.3393850326538086,9.967776882220418e-05
64256,413,10144,155,,,-9.888400077819824,0.034378066658973694,1.2667677402496338,34255,2.2615346908569336,9.967762857099533e-05
64283,413,10148,155,,,-9.800312995910645,0.034291062504053116,1.2741670608520508,34282,2.2854621410369873,9.96774933289451e-05
64300,,,,-4.7170689999999995,7.6,-10.164484977722168,0.034237075597047806,1.047105312347412,34299,2.410410165786743,9.967740817663725e-05
64307,413,10152,155,,,-10.261216163635254,0.034214723855257034,1.2144657373428345,34306,2.293395757675171,9.967737311394339e-05
64334,412,10156,155,,,-10.526007652282715,0.03412787616252899,1.3299620151519775,34333,2.276031017303467,9.967723787223978e-05
64351,412,10160,155,,,-10.124958038330078,0.03407296538352966,1.1186537742614746,34350,2.3870768547058105,9.967715272015015e-05
64371,412,10164,155,,,-9.944181442260742,0.03400871157646179,1.3642354011535645,34370,2.3135623931884766,9.967705254131433e-05
64392,412,10168,156,,,-10.242366790771484,0.03394055739045143,1.1473915576934814,34391,2.3854610919952393,9.967694735364506e-05
64400,,,,-2.9326223,5.9,-9.990842819213867,0.033914655447006226,1.2986640930175781,34399,2.3707027435302734,9.967690728218121e-05
64421,412,10172,156,,,-10.463995933532715,0.03384744003415108,1.2542438507080078,34420,2.3016881942749023,9.967680209466522e-05
64455,412,10176,156,,,-9.903558731079102,0.033739324659109116,1.4064884185791016,34454,2.3764467239379883,9.967663179130327e-05
64483,412,10180,156,,,-9.94956111907959,0.03365049883723259,1.2627971172332764,34482,2.2660751342773438,9.967649154169427e-05
64500,,,,-2.7725865,5.6,-10.29052734375,0.03359609842300415,1.0262293815612793,34499,2.3311281204223633,9.967640639024223e-05
64503,412,10184,156,,,-10.198509216308594,0.033586494624614716,1.0997192859649658,34502,2.254406690597534,9.967639136352294e-05
64522,412,10188,156,,,-10.155248641967773,0.033526163548231125,1.542464017868042,34521,2.322791814804077,9.967629619435344e-05
64541,412,10192,156,,,-10.056756973266602,0.03346581012010574,1.391379714012146,34540,2.292097806930542,9.967620102527481e-05
64570,412,10196,156,,,-10.076622009277344,0.03337542340159416,1.2132744789123535,34569,2.4076781272888184,9.967605576738259e-05
64595,411,10200,156,,,-9.796269416809082,0.03329645097255707,1.4917347431182861,34594,2.225257396697998,9.967593054523162e-05
64600,,,,-3.0352231,5.2,-10.137667655944824,0.033280715346336365,1.2628976106643677,34599,2.4090332984924316,9.96759055008203e-05
64624,411,10204,156,,,-10.623920440673828,0.03320545330643654,1.2990081310272217,34623,2.324244499206543,9.967578528773359e-05
64660,411,10208,157,,,-10.04871940612793,0.03309118002653122,1.2048743963241577,34659,2.3330321311950684,9.967560496837533e-05
64683,411,10212,157,,,-9.883522033691406,0.033018406480550766,1.245180368423462,34682,2.2663450241088867,9.967548976451169e-05
64700,,,,-4.206956099999999,7.7,-9.80403995513916,0.03296474739909172,1.0662825107574463,34699,2.40067720413208,9.967540461391544e-05
64701,411,10216,157,,,-9.593650817871094,0.03296162188053131,1.1098709106445312,34700,2.437392234802246,9.96753996050591e-05
64724,411,10220,157,,,-10.082521438598633,0.0328899547457695,1.1896889209747314,34723,2.2339987754821777,9.96752844014328e-05
64752,411,10224,157,,,-9.856300354003906,0.03280450776219368,1.3743314743041992,34751,2.20286226272583,9.967514415371964e-05
64770,411,10228,157,,,-10.134607315063477,0.03274959325790405,1.0750162601470947,34769,2.43888258934021,9.967505399457966e-05
64795,411,10232,157,,,-10.080262184143066,0.03267282247543335,1.24690580368042,34794,2.2325634956359863,9.967492877368721e-05
64800,,,,-2.1349262,4.5,-10.197298049926758,0.03265709802508354,1.2170212268829346,34799,2.4490678310394287,9.967490372952761e-05
64808,411,10236,157,,,-10.28636360168457,0.03263191878795624,1.2406792640686035,34807,2.381227731704712,9.967486365888532e-05
64825,410,10240,157,,,-10.188749313354492,0.032578833401203156,1.0199811458587646,34824,2.362002372741699,9.967477850882393e-05
64846,410,10244,157,,,-10.094785690307617,0.032513946294784546,1.3654227256774902,34845,2.2991080284118652,9.967467332355442e-05
64875,410,10248,157,,,-9.738701820373535,0.032425448298454285,1.2737030982971191,34874,2.2858047485351562,9.967452806788851e-05
64891,410,10252,157,,,-10.198332786560059,0.032376568764448166,1.0598011016845703,34890,2.3962955474853516,9.967444792692208e-05
64900,,,,-3.0622302999999995,6.2,-9.737715721130371,0.03234880790114403,1.4481898546218872,34899,2.268655300140381,9.967440284765678e-05
64921,410,10256,158,,,-9.56622314453125,0.03228483349084854,1.123434066772461,34920,2.320063591003418,9.96742976627837e-05
64949,410,10260,158,,,-9.761362075805664,0.03220062702894211,1.2143845558166504,34948,2.3311259746551514,9.967415741645892e-05
64963,410,10264,158,,,-10.176166534423828,0.03215840086340904,1.4146368503570557,34962,2.3415074348449707,9.967408729337054e-05
64977,410,10268,158,,,-9.570989608764648,0.03211613744497299,1.213875412940979,34976,2.2775440216064453,9.967401717033148e-05
65000,,,,-4.0022234999999995,6.4,-9.727530479431152,0.03204779326915741,1.1221349239349365,34999,2.4004011154174805,9.967390196830299e-05
65006,410,10272,158,,,-9.64179801940918,0.032029926776885986,1.1628191471099854,35005,2.3797011375427246,9.96738719156218e-05
65031,410,10276,158,,,-10.114006042480469,0.031955160200595856,1.2705845832824707,35030,2.456892967224121,9.967374669621437e-05
65067,410,10280,158,,,-9.754201889038086,0.03184594213962555,1.367335557937622,35066,2.386380672454834,9.967356638054406e-05
65089,409,10284,158,,,-9.776105880737305,0.03178025782108307,1.1796696186065674,35088,2.5458128452301025,9.967345618779501e-05
65100,,,,-4.3596129,7.8,-9.737602233886719,0.031747594475746155,1.259695053100586,35099,2.394641876220703,9.967340109146617e-05
65118,409,10288,158,,,-10.127082824707031,0.03169412538409233,1.33848237991333,35117,2.3378214836120605,9.967331093390286e-05
65135,409,10292,158,,,-9.720468521118164,0.03164343908429146,1.5092332363128662,35134,2.4671945571899414,9.967322578516793e-05
65154,409,10296,159,,,-9.909482955932617,0.0315871424973011,1.281538724899292,35153,2.271402597427368,9.967313061902085e-05
65188,409,10300,159,,,-9.679986953735352,0.03148529306054115,1.4919848442077637,35187,2.2603557109832764,9.967296032193183e-05
65200,,,,-3.3797422000000004,6.3,-10.10739517211914,0.03144966438412666,1.055384874343872,35199,2.2378036975860596,9.967290021714634e-05
65216,409,10304,159,,,-9.654346466064453,0.0314018689095974,1.1039612293243408,35215,2.398129940032959,9.967282007748875e-05
65243,409,10308,159,,,-10.039094924926758,0.031323034316301346,1.2249854803085327,35242,2.306298017501831,9.967268484196266e-05
65268,409,10312,159,,,-10.269840240478516,0.03124883957207203,1.333556890487671,35267,2.2925796508789062,9.967255962404656e-05
65288,409,10316,159,,,-9.724477767944336,0.03118979185819626,1.253072738647461,35287,2.415269374847412,9.967245944982694e-05
65300,,,,-4.8947071,7.2,-9.445439338684082,0.031154815107584,1.2410162687301636,35299,2.4261322021484375,9.967239934534349e-05
65308,408,10320,159,,,-9.632536888122559,0.031131701543927193,1.3591587543487549,35307,2.3505849838256836,9.9672359275708e-05
65329,408,10324,159,,,-9.218324661254883,0.031070778146386147,1.3939329385757446,35328,2.386789083480835,9.967225409299146e-05
65359,408,10328,159,,,-9.621047973632812,0.030984099954366684,1.2098126411437988,35358,2.3933966159820557,9.967210383216039e-05
65373,408,10332,159,,,-9.835143089294434,0.030943453311920166,1.167977213859558,35372,2.4149909019470215,9.967203371051675e-05
65397,408,10336,160,,,-9.362053871154785,0.030873417854309082,1.37518310546875,35396,2.394724130630493,9.967191350209955e-05
65400,,,,-1.9269973,4.7,-9.313190460205078,0.030864784494042397,1.1882169246673584,35399,2.3229918479919434,9.967189847605761e-05
65423,408,10340,160,,,-10.04233455657959,0.03080000728368759,1.3240571022033691,35422,2.3392932415008545,9.967178327647786e-05
65451,408,10344,160,,,-9.565003395080566,0.03071913868188858,1.2879436016082764,35450,2.4351093769073486,9.967164303369094e-05
65468,408,10348,160,,,-10.437297821044922,0.030670275911688805,1.175716519355774,35467,2.303098678588867,9.967155788638088e-05
65486,408,10352,160,,,-9.502723693847656,0.030617984011769295,1.1267396211624146,35485,2.334122657775879,9.967146773048478e-05
65500,,,,-3.3630076000000004,6.0,-9.33798885345459,0.030577898025512695,1.2688817977905273,35499,2.3123159408569336,9.967139760928864e-05
65514,408,10356,160,,,-9.615817070007324,0.030538154765963554,0.840857982635498,35513,2.388702154159546,9.967132748814184e-05
65541,408,10360,160,,,-9.751568794250488,0.0304617527872324,1.4458260536193848,35540,2.4211344718933105,9.967119225464089e-05
65565,408,10364,160,,,-9.923023223876953,0.030394921079277992,1.140228509902954,35564,2.4617748260498047,9.967107204723854e-05
