time/total_timesteps,time/fps,time/episodes,time/time_elapsed,eval/mean_reward,eval/mean_ep_length,train/ent_coef_loss,train/ent_coef,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
127548,311,21064,409,,,1.068074345588684,0.016105156391859055,1.4750481843948364,97547,2.575399398803711,9.936110457808359e-05
127577,311,21068,409,,,-0.5049013495445251,0.016128532588481903,1.388700008392334,97576,2.4707961082458496,9.936095977938068e-05
127600,,,,-3.2257821,5.9,0.795474648475647,0.016138896346092224,1.6801164150238037,97599,2.4252545833587646,9.936084493918016e-05
127606,311,21072,409,,,0.5184643268585205,0.016144290566444397,0.9584336280822754,97605,2.6364810466766357,9.936081498088879e-05
127629,311,21076,409,,,0.557422935962677,0.016163155436515808,1.7291491031646729,97628,2.5771284103393555,9.936070014085562e-05
127660,311,21080,409,,,0.1294914186000824,0.01617944799363613,1.6988824605941772,97659,2.623246669769287,9.936054535667308e-05
127678,311,21084,409,,,0.4258424639701843,0.016183407977223396,1.6066182851791382,97677,2.4099488258361816,9.936045548209712e-05
127700,,,,-2.1317624,4.8,0.3446987569332123,0.016195982694625854,1.5786951780319214,97699,2.7053844928741455,9.936034563550353e-05
127712,311,21088,409,,,-0.13238565623760223,0.0161972027271986,1.4666156768798828,97711,2.5403976440429688,9.936028571923095e-05
127739,311,21092,409,,,0.13218559324741364,0.01618986763060093,1.3254817724227905,97738,2.421065092086792,9.936015090774974e-05
127775,311,21096,409,,,0.357442170381546,0.016202811151742935,1.3601269721984863,97774,2.379516839981079,9.935997115939265e-05
127800,,,,-3.4578395,7.1,0.2508264183998108,0.016211073845624924,1.2258540391921997,97799,2.7113513946533203,9.9359846334336e-05
127806,311,21100,410,,,0.16092994809150696,0.016211822628974915,1.3906219005584717,97805,2.367581367492676,9.935981637634572e-05
127828,311,21104,410,,,0.40788567066192627,0.01620473526418209,1.3620898723602295,97827,2.5836687088012695,9.935970653045871e-05
127838,311,21108,410,,,0.3236891031265259,0.016208436340093613,1.6229503154754639,97837,2.5707931518554688,9.93596566005502e-05
127850,311,21112,410,,,-0.09117372334003448,0.016209032386541367,1.5160303115844727,97849,2.5063204765319824,9.935959668469312e-05
127867,311,21116,410,,,0.2758307456970215,0.016203206032514572,1.5052170753479004,97866,2.4758520126342773,9.935951180395745e-05
127893,311,21120,410,,,-0.12233555316925049,0.016205940395593643,1.5724351406097412,97892,2.5504205226898193,9.935938198650194e-05
127900,,,,-2.5928687,5.7,0.8538456559181213,0.0162071380764246,1.54559326171875,97899,2.5879368782043457,9.935934703567752e-05
127903,311,21124,410,,,0.06518281251192093,0.016209209337830544,1.3453762531280518,97902,2.475414752960205,9.935933205675653e-05
127926,311,21128,410,,,1.0335330963134766,0.01622382551431656,1.3024907112121582,97925,2.5996551513671875,9.93592172184373e-05
127948,311,21132,410,,,-0.25181180238723755,0.016217488795518875,1.724461317062378,97947,2.4192404747009277,9.935910737321267e-05
127979,311,21136,410,,,0.5349301099777222,0.01620485819876194,1.5732004642486572,97978,2.513634204864502,9.935895259151135e-05
128000,,,,-1.8710564000000005,5.2,0.8073720932006836,0.016198894008994102,1.4203256368637085,97999,2.657022476196289,9.935884773952809e-05
128003,311,21140,410,,,0.5097706317901611,0.016200268641114235,1.6989332437515259,98002,2.699918746948242,9.935883276068237e-05
128017,311,21144,410,,,0.7683092355728149,0.01620609499514103,1.315394401550293,98016,2.5118651390075684,9.935876285943222e-05
128043,311,21148,410,,,-0.4782511591911316,0.01623065583407879,1.3608272075653076,98042,2.4152917861938477,9.935863304295525e-05
128058,311,21152,411,,,-0.012821376323699951,0.016242293640971184,1.520430564880371,98057,2.5015406608581543,9.935855814891108e-05
128086,311,21156,411,,,1.0047552585601807,0.016252698376774788,1.3827670812606812,98085,2.5269510746002197,9.935841834684632e-05
128100,,,,-3.7287371,6.8,0.5437887907028198,0.016265863552689552,1.2645726203918457,98099,2.4923887252807617,9.935834844588772e-05
128114,311,21160,411,,,-0.23612168431282043,0.01628672517836094,1.276839017868042,98113,2.732595443725586,9.935827854497828e-05
128149,311,21164,411,,,0.7092651724815369,0.01630570739507675,1.2881900072097778,98148,2.628129482269287,9.935810379291985e-05
128173,311,21168,411,,,-0.3056502342224121,0.016331052407622337,1.5751663446426392,98172,2.6749446392059326,9.935798396311456e-05
128200,,,,-1.8575652999999999,5.6,0.15000858902931213,0.016320278868079185,1.5314197540283203,98199,2.4001779556274414,9.935784915475635e-05
128201,311,21172,411,,,-0.9495459794998169,0.016319897025823593,1.5869476795196533,98200,2.545468807220459,9.935784416185772e-05
128218,311,21176,411,,,-0.7504050731658936,0.016308065503835678,1.462294578552246,98217,2.3409109115600586,9.935775928261918e-05
128225,311,21180,411,,,-0.16639992594718933,0.016304051503539085,1.1606273651123047,98224,2.4852588176727295,9.935772433236555e-05
128249,311,21184,411,,,-0.11753353476524353,0.016299046576023102,1.5647156238555908,98248,2.4188947677612305,9.93576045030179e-05
128270,311,21188,411,,,0.5576426982879639,0.016309084370732307,1.6259243488311768,98269,2.5581653118133545,9.935749965245727e-05
128286,311,21192,411,,,-0.3783350884914398,0.016321275383234024,1.4384922981262207,98285,2.4082283973693848,9.935741976639011e-05
128300,,,,-2.5302424999999995,5.1,-0.1059107780456543,0.016332048922777176,1.690300703048706,98299,2.5217483043670654,9.935734986613402e-05
128307,311,21196,412,,,0.2035316526889801,0.01633693277835846,1.2870562076568604,98306,2.5231916904449463,9.935731491602443e-05
128337,311,21200,412,,,0.09308145940303802,0.01635650359094143,1.5373908281326294,98336,2.4356679916381836,9.935716512997967e-05
128356,311,21204,412,,,-0.08500969409942627,0.01635829173028469,1.639404535293579,98355,2.6251368522644043,9.935707026560145e-05
128386,311,21208,412,,,0.6003262996673584,0.016367264091968536,1.6490082740783691,98385,2.561767578125,9.93569204799255e-05
128400,,,,-2.0230737999999997,5.2,0.4173588156700134,0.01637200079858303,1.3778865337371826,98399,2.703763008117676,9.935685058002069e-05
128408,311,21212,412,,,0.09496758878231049,0.016376202926039696,1.4959954023361206,98407,2.6231186389923096,9.935681063724001e-05
128427,311,21216,412,,,0.09990322589874268,0.0163728054612875,1.5980945825576782,98426,2.4933648109436035,9.935671577320025e-05
128451,311,21220,412,,,0.2827502489089966,0.016372930258512497,1.5711703300476074,98450,2.527036190032959,9.935659594506897e-05
128467,311,21224,412,,,0.23131267726421356,0.01638277806341648,1.5947895050048828,98466,2.492354393005371,9.935651605972841e-05
128500,,,,-4.8582885,7.4,0.06243455410003662,0.01640603505074978,1.2573130130767822,98499,2.486133575439453,9.935635129641634e-05
128503,311,21228,412,,,0.28627318143844604,0.01640763133764267,1.4300602674484253,98502,2.5325417518615723,9.935633631794698e-05
128533,311,21232,412,,,-0.16872240602970123,0.016415871679782867,1.4698727130889893,98532,2.539854049682617,9.93561865333775e-05
128541,311,21236,412,,,0.4794662892818451,0.016417115926742554,1.6944395303726196,98540,2.7190732955932617,9.935614659086379e-05
128551,311,21240,413,,,-0.09473758935928345,0.016423365101218224,1.455716848373413,98550,2.5811100006103516,9.935609666274422e-05
128585,311,21244,413,,,-0.15081506967544556,0.016428211703896523,1.4459846019744873,98584,2.7539820671081543,9.935592690732533e-05
128600,,,,-1.5145554,4.6,-0.2917232811450958,0.01642521284520626,1.3788459300994873,98599,2.3711888790130615,9.935585201532097e-05
128608,311,21248,413,,,0.26263901591300964,0.016420280560851097,1.5975679159164429,98607,2.5951356887817383,9.935581207294173e-05
128625,311,21252,413,,,0.10261794924736023,0.016423411667346954,1.4424176216125488,98624,2.5347208976745605,9.935572719543916e-05
128651,311,21256,413,,,0.5254378914833069,0.016433626413345337,1.4402167797088623,98650,2.4681453704833984,9.935559738292842e-05
128686,311,21260,413,,,-0.24286693334579468,0.01646251417696476,1.4070982933044434,98685,2.556797981262207,9.935542263558563e-05
128700,,,,-2.7938029999999996,5.8,-0.6340565085411072,0.0164650809019804,1.472482681274414,98699,2.5106005668640137,9.935535273673457e-05
128703,311,21264,413,,,0.44774144887924194,0.016464734449982643,1.498809576034546,98702,2.4259064197540283,9.935533775841575e-05
128723,311,21268,413,,,-1.0140290260314941,0.016457630321383476,1.5256156921386719,98722,2.5470376014709473,9.93552379030146e-05
128745,311,21272,413,,,-0.18859624862670898,0.016446929425001144,1.3214139938354492,98744,2.5988216400146484,9.935512806218924e-05
128771,311,21276,413,,,-0.4898172914981842,0.016447801142930984,1.2599265575408936,98770,2.6282317638397217,9.935499825046128e-05
128794,311,21280,413,,,-0.10668906569480896,0.016433971002697945,1.3808525800704956,98793,2.4249258041381836,9.935488341715102e-05
128800,,,,-2.4022609,4.8,0.6237415671348572,0.016433235257864,1.8340885639190674,98799,2.617330551147461,9.935485346065712e-05
128823,311,21284,414,,,0.10806547105312347,0.01644446887075901,1.3962173461914062,98822,2.4880998134613037,9.93547386275142e-05
128837,311,21288,414,,,0.2665731906890869,0.016447478905320168,1.4674122333526611,98836,2.5641732215881348,9.935466872914436e-05
128854,311,21292,414,,,1.2637622356414795,0.016458338126540184,1.3902242183685303,98853,2.6100358963012695,9.935458385261853e-05
128871,311,21296,414,,,0.3207949101924896,0.01646536961197853,1.347809076309204,98870,2.7570834159851074,9.93544989761652e-05
128896,311,21300,414,,,0.17057330906391144,0.016472486779093742,1.7215405702590942,98895,2.4586756229400635,9.935437415798319e-05
128900,,,,-3.8614153,6.1,-0.18820501863956451,0.016472721472382545,1.2145490646362305,98899,2.5254788398742676,9.935435418708862e-05
128928,311,21304,414,,,-0.8736353516578674,0.016461916267871857,1.4651710987091064,98927,2.397303342819214,9.935421439093903e-05
128950,311,21308,414,,,-0.032546356320381165,0.016452020034193993,1.3162063360214233,98949,2.514781951904297,9.935410455124521e-05
128978,311,21312,414,,,-0.0870894193649292,0.01646406762301922,1.534444808959961,98977,2.4181087017059326,9.935396475544687e-05
128987,311,21316,414,,,0.08965983241796494,0.016463102772831917,1.6143946647644043,98986,2.396824836730957,9.93539198211249e-05
129000,,,,-2.6660278,5.7,0.0688738003373146,0.01646011881530285,1.549910068511963,98999,2.4710512161254883,9.935385491602904e-05
129010,310,21320,414,,,-0.03186386823654175,0.016459327191114426,1.4651769399642944,99009,2.5260186195373535,9.935380498906106e-05
129024,310,21324,414,,,-0.4863432049751282,0.016452835872769356,1.4973881244659424,99023,2.3434953689575195,9.935373509134806e-05
129055,310,21328,415,,,0.2812715470790863,0.016438642516732216,1.4539973735809326,99054,2.5668933391571045,9.935358031801568e-05
129077,310,21332,415,,,0.1766214221715927,0.01644539274275303,1.6033473014831543,99076,2.599860429763794,9.935347047902286e-05
129100,,,,-2.5261629000000005,6.2,0.25051361322402954,0.016455622389912605,1.4952034950256348,99099,2.5399763584136963,9.935335564747837e-05
129108,310,21336,415,,,0.5525651574134827,0.016455236822366714,1.4797565937042236,99107,2.425964832305908,9.93533157061027e-05
129132,310,21340,415,,,0.978610098361969,0.016472304239869118,1.273909330368042,99131,2.4494872093200684,9.935319588207202e-05
129149,310,21344,415,,,0.341069757938385,0.016486095264554024,1.4491506814956665,99148,2.492249011993408,9.935311100680441e-05
129179,310,21348,415,,,0.06794612854719162,0.016495995223522186,1.7091376781463623,99178,2.674144744873047,9.935296122709725e-05
129200,,,,-2.688030499999999,5.3,0.23276284337043762,0.01650121994316578,1.436100959777832,99199,2.5035815238952637,9.93528563814366e-05
129208,310,21352,415,,,0.20016950368881226,0.01650099828839302,1.4751665592193604,99207,2.6898865699768066,9.935281644026164e-05
129222,310,21356,415,,,-0.13944995403289795,0.016503531485795975,1.3940625190734863,99221,2.418462038040161,9.93527465432441e-05
129238,310,21360,415,,,0.37263888120651245,0.016498874872922897,1.4003326892852783,99237,2.6478073596954346,9.935266666099856e-05
129264,310,21364,415,,,-0.16766776144504547,0.01650162786245346,1.3609318733215332,99263,2.582277774810791,9.935253685248653e-05
129275,310,21368,415,,,0.14884701371192932,0.01649494096636772,1.6546276807785034,99274,2.624177932739258,9.935248193355173e-05
129299,310,21372,416,,,0.031063377857208252,0.016490938141942024,1.2963016033172607,99298,2.6548733711242676,9.935236211052663e-05
129300,,,,-3.8620178000000003,6.9,0.0456724539399147,0.016491001471877098,1.4535467624664307,99299,2.6125314235687256,9.935235711790371e-05
129321,310,21376,416,,,-0.34915801882743835,0.016492566093802452,1.6104099750518799,99320,2.4821279048919678,9.935225227288057e-05
129357,310,21380,416,,,-0.5719782114028931,0.016483549028635025,1.3820548057556152,99356,2.5258688926696777,9.935207253881258e-05
129383,310,21384,416,,,0.005253791809082031,0.016495531424880028,1.6344480514526367,99382,2.570054054260254,9.93519427310768e-05
129400,,,,-2.1590269999999996,5.1,0.47231796383857727,0.016514671966433525,1.7190253734588623,99399,2.591019630432129,9.935185785687972e-05
129408,310,21388,416,,,1.1231892108917236,0.016519436612725258,1.6707760095596313,99407,2.644423484802246,9.935181791610619e-05
129435,310,21392,416,,,0.3077161908149719,0.016546713188290596,1.8815734386444092,99434,2.4620914459228516,9.935168311611404e-05
129459,310,21396,416,,,0.4397476315498352,0.016553746536374092,1.7300926446914673,99458,2.5284032821655273,9.935156329405234e-05
129478,310,21400,416,,,0.8227503895759583,0.016564026474952698,1.5243505239486694,99477,2.699164867401123,9.935146843502266e-05
129500,,,,-1.4527159,4.1,0.11760841310024261,0.01656780205667019,1.4785232543945312,99499,2.550222158432007,9.935135859836459e-05
129504,310,21404,416,,,0.3079110085964203,0.01656588353216648,1.6222409009933472,99503,2.443997859954834,9.935133862807616e-05
129534,310,21408,416,,,0.32097914814949036,0.01657208427786827,1.5110975503921509,99533,2.455902576446533,9.935118885104096e-05
129558,310,21412,417,,,0.3861251473426819,0.01657222770154476,1.640197992324829,99557,2.481374740600586,9.935106902957535e-05
129574,310,21416,417,,,0.05364987999200821,0.0165727399289608,1.3683044910430908,99573,2.59818696975708,9.935098914867859e-05
129599,310,21420,417,,,-0.09221504628658295,0.016566917300224304,1.421433687210083,99598,2.506218433380127,9.935086433490595e-05
129600,,,,-3.0250561000000005,5.9,-0.8182727098464966,0.01656682975590229,1.424426794052124,99599,2.5692219734191895,9.93508593423583e-05
129622,310,21424,417,,,0.0564546212553978,0.01656878925859928,1.2465009689331055,99621,2.633002758026123,9.935074950637361e-05
129649,310,21428,417,,,0.5692855715751648,0.016566261649131775,1.574897289276123,99648,2.5084214210510254,9.935061470783108e-05
129676,310,21432,417,,,0.16109052300453186,0.016571618616580963,1.6322627067565918,99675,2.537590742111206,9.935047990947145e-05
129697,310,21436,417,,,0.2398568093776703,0.016567202284932137,1.6197187900543213,99696,2.533355236053467,9.935037506642928e-05
129700,,,,-4.0401588,7.2,0.0676535964012146,0.016566775739192963,1.5946242809295654,99699,2.5649256706237793,9.935036008886086e-05
129731,310,21440,417,,,-0.1699391007423401,0.016563085839152336,1.3124065399169922,99730,2.4672205448150635,9.935020532078608e-05
129752,310,21444,417,,,-0.346160888671875,0.0165513064712286,1.498986005783081,99751,2.6062119007110596,9.935010047803366e-05
129770,310,21448,417,,,-0.021778970956802368,0.016543179750442505,1.2319958209991455,99769,2.603240966796875,9.93500106129054e-05
129792,310,21452,418,,,0.2224915623664856,0.016543172299861908,1.459890365600586,99791,2.6956541538238525,9.9349900777859e-05
129800,,,,-2.7221497,5.5,-0.17083775997161865,0.01654202863574028,1.4927595853805542,99799,2.3589589595794678,9.934986083787223e-05
129807,310,21456,418,,,-0.44104763865470886,0.016541901975870132,1.2989630699157715,99806,2.459902286529541,9.934982589039699e-05
129828,310,21460,418,,,0.9692720174789429,0.016544781625270844,1.5646486282348633,99827,2.3529419898986816,9.9349721048045e-05
129857,310,21464,418,,,0.3417224884033203,0.01653909496963024,1.7595632076263428,99856,2.536893129348755,9.93495762659313e-05
129878,310,21468,418,,,0.19950222969055176,0.016555197536945343,1.8934297561645508,99877,2.290393352508545,9.934947142384274e-05
129900,,,,-3.3058454999999993,7.0,0.0567917600274086,0.01655728928744793,1.534932255744934,99899,2.438166379928589,9.934936158939243e-05
129907,310,21472,418,,,0.07895857095718384,0.016559375450015068,1.382691502571106,99906,2.495513916015625,9.93493266420928e-05
129931,310,21476,418,,,0.4653646945953369,0.01657147705554962,1.2974779605865479,99930,2.592588424682617,9.93492068228731e-05
129959,310,21480,418,,,0.36736661195755005,0.016582075506448746,1.703227162361145,99958,2.4496045112609863,9.93490670339661e-05
129978,310,21484,418,,,0.4558796286582947,0.016585785895586014,1.5739021301269531,99977,2.4902303218841553,9.93489721773198e-05
130000,,,,-2.5790179,5.8,0.03033733367919922,0.016582755371928215,1.6509339809417725,99999,2.631990432739258,9.934886234342143e-05
130006,310,21488,418,,,-0.31513291597366333,0.016582053154706955,1.4358406066894531,100005,2.520181179046631,9.934883238874295e-05
130035,310,21492,419,,,0.025721639394760132,0.01659461297094822,1.4744811058044434,100034,2.532120943069458,9.934868760792428e-05
130055,310,21496,419,,,0.15757769346237183,0.016598498448729515,1.679211139678955,100054,2.4576778411865234,9.934858775920674e-05
130074,310,21500,419,,,0.9234021306037903,0.01660861074924469,1.3721150159835815,100073,2.4960272312164307,9.934849290301804e-05
130094,310,21504,419,,,-0.29295995831489563,0.01663278043270111,1.5785565376281738,100093,2.4527244567871094,9.93483930544962e-05
130100,,,,-3.3915594999999996,5.3,0.4913918972015381,0.01663762703537941,1.386047124862671,100099,2.5755181312561035,9.934836309995922e-05
130120,310,21508,419,,,-0.9007571935653687,0.016650302335619926,1.4819631576538086,100119,2.590768575668335,9.934826325156783e-05
130150,310,21512,419,,,-0.09085532277822495,0.016651589423418045,1.384364128112793,100149,2.616786479949951,9.93481134791689e-05
130172,310,21516,419,,,-0.27084195613861084,0.01665351912379265,1.5741735696792603,100171,2.4328088760375977,9.934800364621985e-05
130200,,,,-1.6284211999999996,5.1,0.043847233057022095,0.016660507768392563,1.5518972873687744,100199,2.50673508644104,9.934786385900577e-05
130201,310,21520,419,,,-0.08273117244243622,0.016660889610648155,1.3858814239501953,100200,2.559508800506592,9.93478588666089e-05
130228,310,21524,419,,,-0.08095254004001617,0.016659872606396675,1.475189447402954,100227,2.570683240890503,9.934772407198838e-05
130246,310,21528,419,,,0.6002153158187866,0.01666511595249176,1.404878854751587,100245,2.6363983154296875,9.934763420900963e-05
130274,310,21532,419,,,-0.2345868945121765,0.016684548929333687,1.302581548690796,100273,2.5645999908447266,9.934749442231537e-05
130296,310,21536,420,,,-0.0023283064365386963,0.016692323610186577,1.3361666202545166,100295,2.6028871536254883,9.934738459005072e-05
130300,,,,-3.0509404,6.5,0.21871955692768097,0.01669413037598133,1.564700961112976,100299,2.5404720306396484,9.93473646205611e-05
130323,310,21540,420,,,0.23368299007415771,0.016700802370905876,1.4721565246582031,100322,2.6748414039611816,9.934724979607369e-05
130349,310,21544,420,,,-0.33809468150138855,0.016703693196177483,1.3420310020446777,100348,2.5056004524230957,9.934711999463903e-05
130379,310,21548,420,,,0.1252625435590744,0.016728777438402176,1.6220992803573608,100378,2.725303888320923,9.934697022396362e-05
130399,310,21552,420,,,-0.17423120141029358,0.01671432889997959,1.7390899658203125,100398,2.6913206577301025,9.934687037697211e-05
130400,,,,-2.9776552,6.3,-0.5091715455055237,0.01671355776488781,1.7462806701660156,100399,2.5148634910583496,9.934686538462517e-05
130413,310,21556,420,,,-0.09152618050575256,0.016705166548490524,1.441269040107727,100412,2.564291477203369,9.934680048413776e-05
130439,310,21560,420,,,0.015122763812541962,0.01668904349207878,1.752486228942871,100438,2.658236503601074,9.934667068329015e-05
130472,310,21564,420,,,0.178675577044487,0.01670636236667633,1.5947473049163818,100471,2.649198532104492,9.934650593630473e-05
130500,,,,-2.9308572999999996,5.5,0.2629357874393463,0.016717446967959404,1.4121564626693726,100499,2.5439038276672363,9.934636615119799e-05
130501,310,21568,420,,,0.31376516819000244,0.016718115657567978,1.6940422058105469,100500,2.4987633228302,9.934636115887639e-05
130516,310,21572,420,,,0.22002360224723816,0.016722844913601875,1.9388450384140015,100515,2.5634114742279053,9.934628627408245e-05
130541,310,21576,421,,,-0.3906659483909607,0.016727399080991745,1.3621748685836792,100540,2.4541878700256348,9.9346161466218e-05
130553,310,21580,421,,,1.3395156860351562,0.016727956011891365,1.7413303852081299,100552,2.5489115715026855,9.934610155849873e-05
130589,310,21584,421,,,0.07861616462469101,0.016744786873459816,1.7553415298461914,100588,2.5194149017333984,9.934592183555775e-05
130600,,,,-3.3305312000000002,6.7,-0.4083543121814728,0.016745537519454956,1.3375675678253174,100599,2.5571088790893555,9.934586692027953e-05
130610,309,21588,421,,,0.06266944110393524,0.01674557663500309,1.6601141691207886,100609,2.490143299102783,9.934581699732566e-05
130632,309,21592,421,,,0.4110054075717926,0.01674608886241913,1.4582011699676514,100631,2.4019627571105957,9.934570716691546e-05
130662,309,21596,421,,,-0.5687575340270996,0.01676345057785511,1.6696348190307617,100661,2.5311660766601562,9.934555739836996e-05
130679,309,21600,421,,,-0.7796881198883057,0.016759205609560013,1.4850916862487793,100678,2.41231107711792,9.934547252962772e-05
130694,309,21604,421,,,-0.27894020080566406,0.016754532232880592,1.5150611400604248,100693,2.410599708557129,9.93453976455036e-05
130700,,,,-2.8373254,6.1,0.01676057279109955,0.016751041635870934,1.674452304840088,100699,2.52066707611084,9.934536769186977e-05
130721,309,21608,421,,,-0.02893206477165222,0.016746176406741142,1.6243767738342285,100720,2.4655933380126953,9.934526285422247e-05
130750,309,21612,421,,,-0.5718981623649597,0.016747646033763885,1.856304407119751,100749,2.6078522205352783,9.934511807860567e-05
130775,309,21616,421,,,-0.006530053913593292,0.016735058277845383,1.7354366779327393,100774,2.4225733280181885,9.93449932722088e-05
130796,309,21620,422,,,0.6946307420730591,0.016713803634047508,1.456505537033081,100795,2.5291757583618164,9.93448884349566e-05
130800,,,,-3.0522880999999997,6.3,-0.2856464087963104,0.016714170575141907,1.4843451976776123,100799,2.5476584434509277,9.934486846596874e-05
130831,309,21624,422,,,-0.1746109575033188,0.016720052808523178,1.6975610256195068,100830,2.343574047088623,9.934471370644879e-05
130848,309,21628,422,,,-0.1491445004940033,0.01672772504389286,1.256947636604309,100847,2.653998851776123,9.934462883842731e-05
130859,309,21632,422,,,-0.2123621553182602,0.01672557182610035,1.6656785011291504,100858,2.548366069793701,9.934457392386381e-05
130879,309,21636,422,,,-0.4097987115383148,0.016718745231628418,1.389404535293579,100878,2.443763256072998,9.934447407928066e-05
130885,309,21640,422,,,0.3977912366390228,0.016718028113245964,1.5546858310699463,100884,2.5747642517089844,9.934444412592529e-05
130900,,,,-1.7747131,5.3,0.0016410425305366516,0.016718491911888123,1.6093049049377441,100899,2.518843650817871,9.934436924257636e-05
130907,309,21644,422,,,-0.00615769624710083,0.01671719178557396,1.2258321046829224,100906,2.673168659210205,9.934433429703285e-05
130929,309,21648,422,,,-0.22230105102062225,0.016716912388801575,1.4242618083953857,100928,2.5448834896087646,9.934422446826182e-05
130943,309,21652,422,,,0.34171921014785767,0.016720706596970558,1.6958587169647217,100942,2.5244481563568115,9.934415457728895e-05
130960,309,21656,422,,,-0.4016621708869934,0.016716642305254936,1.478157877922058,100959,2.4910426139831543,9.934406970974511e-05
130982,309,21660,422,,,-0.26404139399528503,0.016704225912690163,1.5899531841278076,100981,2.3604512214660645,9.934395988126661e-05
130997,309,21664,422,,,-0.09017737209796906,0.016702020540833473,1.535912275314331,100996,2.4882185459136963,9.934388499828269e-05
131000,,,,-1.3455337,4.1,0.5207985043525696,0.016702409833669662,1.340613603591919,100999,2.536144733428955,9.934387002169268e-05
131020,309,21668,422,,,-0.1897290199995041,0.016708409413695335,1.5936812162399292,101019,2.562089443206787,9.934377017781699e-05
131037,309,21672,423,,,-0.24066348373889923,0.01671062409877777,1.3754348754882812,101036,2.5894734859466553,9.934368531060155e-05
131060,309,21676,423,,,-0.10493540018796921,0.016704753041267395,1.4383454322814941,101059,2.5121586322784424,9.934357049036663e-05
131091,309,21680,423,,,-0.5160169005393982,0.01669282466173172,1.6039457321166992,101090,2.6378464698791504,9.934341573286868e-05
131100,,,,-3.1858825000000004,6.0,-0.0517701655626297,0.01668570190668106,1.419726014137268,101099,2.755308151245117,9.934337080331766e-05
131116,309,21684,423,,,0.12845876812934875,0.016678733751177788,1.3817739486694336,101115,2.5112617015838623,9.934329092861045e-05
131145,309,21688,423,,,-0.07386428117752075,0.016677875071763992,1.2444888353347778,101144,2.484013319015503,9.934314615586734e-05
131170,309,21692,423,,,0.275762677192688,0.016673389822244644,1.174911618232727,101169,2.481019973754883,9.934302135194778e-05
131200,,,,-2.9422810000000004,5.6,0.12618854641914368,0.01667986437678337,1.7056231498718262,101199,2.639765501022339,9.934287158745129e-05
131204,309,21696,423,,,-0.12452254444360733,0.01667932979762554,1.2229278087615967,101203,2.495877504348755,9.934285161886882e-05
131233,309,21700,423,,,-0.06382685899734497,0.01666865311563015,1.4728808403015137,101232,2.5959134101867676,9.93427068467659e-05
131256,309,21704,423,,,-0.3532602787017822,0.016671616584062576,1.4701685905456543,101255,2.5526885986328125,9.934259202766188e-05
131282,309,21708,423,,,0.1297045350074768,0.016671840101480484,1.6530524492263794,101281,2.432318687438965,9.934246223231281e-05
131300,,,,-3.4520711,6.1,0.1401490569114685,0.016673000529408455,1.4472265243530273,101299,2.427238941192627,9.934237237409355e-05
131310,309,21712,424,,,-0.2812408208847046,0.016672499477863312,1.4962074756622314,101309,2.409517288208008,9.934232245289575e-05
131325,309,21716,424,,,0.03467714786529541,0.016670426353812218,1.425237774848938,101324,2.5050501823425293,9.934224757114609e-05
131336,309,21720,424,,,0.3931279182434082,0.016672594472765923,1.7301499843597412,101335,2.550532341003418,9.934219265789888e-05
131355,309,21724,424,,,-0.060534022748470306,0.01668342761695385,1.4057369232177734,101354,2.5271849632263184,9.93420978078161e-05
131372,309,21728,424,,,0.543045163154602,0.01668761856853962,1.795810580253601,101371,2.6062917709350586,9.934201294202932e-05
131395,309,21732,424,,,0.5759475231170654,0.016697989776730537,1.389005422592163,101394,2.726310968399048,9.934189812372732e-05
131400,,,,-2.9906018999999997,6.0,0.5507640242576599,0.01670156791806221,1.6805360317230225,101399,2.449110984802246,9.934187316324444e-05
131404,309,21736,424,,,-0.2517085075378418,0.016704807057976723,1.5256421566009521,101403,2.5800490379333496,9.934185319486266e-05
131423,309,21740,424,,,0.1363486796617508,0.01671571657061577,1.5515165328979492,101422,2.5804758071899414,9.934175834510398e-05
131450,309,21744,424,,,-0.05453181266784668,0.016712138429284096,1.587294340133667,101449,2.5432472229003906,9.934162355876061e-05
131466,309,21748,424,,,0.2983637750148773,0.016709724441170692,1.5237138271331787,101465,2.5739705562591553,9.934154368545824e-05
131482,309,21752,424,,,0.12967568635940552,0.016709795221686363,1.9226741790771484,101481,2.556068181991577,9.934146381222009e-05
131500,,,,-3.573956,6.5,0.2705904245376587,0.016713684424757957,1.5233681201934814,101499,2.5498526096343994,9.934137395490393e-05
131507,309,21756,424,,,-0.47018805146217346,0.016713334247469902,1.066065788269043,101506,2.640803813934326,9.934133901041404e-05
131517,309,21760,424,,,-0.10246659815311432,0.016708936542272568,1.2399213314056396,101516,2.5937559604644775,9.934128908973553e-05
131540,309,21764,425,,,-0.2881852090358734,0.016708703711628914,1.526038408279419,101539,2.5236730575561523,9.934117427227014e-05
131570,309,21768,425,,,0.29772037267684937,0.01670684851706028,1.6304869651794434,101569,2.653012990951538,9.934102451055821e-05
131590,309,21772,425,,,-0.40296506881713867,0.016709014773368835,1.3963227272033691,101589,2.3772168159484863,9.934092466954235e-05
131600,,,,-3.0940370000000006,6.2,0.7861157059669495,0.016703039407730103,1.5818045139312744,101599,2.556406021118164,9.934087474907204e-05
131611,309,21776,425,,,-0.1472477912902832,0.016696924343705177,1.513232707977295,101610,2.5910301208496094,9.934081983658368e-05
