time/fps,time/total_timesteps,time/time_elapsed,time/episodes,eval/mean_ep_length,eval/mean_reward,train/critic_loss,train/learning_rate,train/ent_coef,train/n_updates,train/actor_loss,train/ent_coef_loss
,14900,,,7.6,-5.8338053,,,,,,
823,14913,18,2344,,,,,,,,
824,14942,18,2348,,,,,,,,
825,14978,18,2352,,,,,,,,
,15000,,,7.4,-4.702779099999999,,,,,,
822,15001,18,2356,,,,,,,,
823,15028,18,2360,,,,,,,,
824,15045,18,2364,,,,,,,,
825,15073,18,2368,,,,,,,,
825,15093,18,2372,,,,,,,,
,15100,,,9.0,-6.331259300000001,,,,,,
822,15119,18,2376,,,,,,,,
823,15144,18,2380,,,,,,,,
823,15160,18,2384,,,,,,,,
824,15184,18,2388,,,,,,,,
825,15197,18,2392,,,,,,,,
,15200,,,7.4,-3.8963068,,,,,,
822,15231,18,2396,,,,,,,,
823,15257,18,2400,,,,,,,,
823,15272,18,2404,,,,,,,,
824,15299,18,2408,,,,,,,,
,15300,,,8.2,-5.5935264,,,,,,
821,15320,18,2412,,,,,,,,
822,15348,18,2416,,,,,,,,
822,15374,18,2420,,,,,,,,
,15400,,,9.0,-5.7563294,,,,,,
820,15406,18,2424,,,,,,,,
820,15429,18,2428,,,,,,,,
821,15445,18,2432,,,,,,,,
822,15481,18,2436,,,,,,,,
822,15493,18,2440,,,,,,,,
,15500,,,6.0,-3.4515817999999996,,,,,,
821,15524,18,2444,,,,,,,,
821,15541,18,2448,,,,,,,,
822,15564,18,2452,,,,,,,,
823,15596,18,2456,,,,,,,,
,15600,,,6.6,-3.8701753000000005,,,,,,
821,15624,19,2460,,,,,,,,
822,15651,19,2464,,,,,,,,
822,15669,19,2468,,,,,,,,
823,15690,19,2472,,,,,,,,
,15700,,,6.6,-3.9640782999999997,,,,,,
820,15707,19,2476,,,,,,,,
821,15729,19,2480,,,,,,,,
822,15760,19,2484,,,,,,,,
823,15789,19,2488,,,,,,,,
,15800,,,8.3,-4.3748131,,,,,,
819,15807,19,2492,,,,,,,,
820,15843,19,2496,,,,,,,,
821,15871,19,2500,,,,,,,,
822,15894,19,2504,,,,,,,,
,15900,,,8.2,-6.3989214,,,,,,
819,15913,19,2508,,,,,,,,
820,15937,19,2512,,,,,,,,
820,15962,19,2516,,,,,,,,
821,15980,19,2520,,,,,,,,
,16000,,,7.4,-5.3580146,,,,,,
818,16008,19,2524,,,,,,,,
819,16025,19,2528,,,,,,,,
820,16051,19,2532,,,,,,,,
820,16072,19,2536,,,,,,,,
,16100,,,8.2,-5.8221948,,,,,,
818,16103,19,2540,,,,,,,,
819,16126,19,2544,,,,,,,,
820,16153,19,2548,,,,,,,,
820,16176,19,2552,,,,,,,,
,16200,,,6.9,-3.5070645,,,,,,
818,16204,19,2556,,,,,,,,
818,16217,19,2560,,,,,,,,
819,16237,19,2564,,,,,,,,
819,16264,19,2568,,,,,,,,
821,16298,19,2572,,,,,,,,
,16300,,,7.2,-4.466443,,,,,,
818,16329,19,2576,,,,,,,,
819,16344,19,2580,,,,,,,,
820,16368,19,2584,,,,,,,,
820,16393,19,2588,,,,,,,,
,16400,,,8.2,-7.0561295,,,,,,
817,16409,20,2592,,,,,,,,
818,16430,20,2596,,,,,,,,
819,16459,20,2600,,,,,,,,
819,16478,20,2604,,,,,,,,
,16500,,,9.0,-7.005452600000001,,,,,,
816,16501,20,2608,,,,,,,,
816,16524,20,2612,,,,,,,,
817,16560,20,2616,,,,,,,,
818,16578,20,2620,,,,,,,,
,16600,,,8.2,-6.5165101,,,,,,
815,16606,20,2624,,,,,,,,
816,16631,20,2628,,,,,,,,
816,16654,20,2632,,,,,,,,
817,16686,20,2636,,,,,,,,
,16700,,,5.9,-3.3346699,,,,,,
815,16720,20,2640,,,,,,,,
816,16751,20,2644,,,,,,,,
817,16781,20,2648,,,,,,,,
818,16794,20,2652,,,,,,,,
,16800,,,9.0,-6.3907093,,,,,,
814,16814,20,2656,,,,,,,,
815,16829,20,2660,,,,,,,,
815,16850,20,2664,,,,,,,,
816,16877,20,2668,,,,,,,,
,16900,,,7.7,-4.7380681000000004,,,,,,
814,16903,20,2672,,,,,,,,
814,16923,20,2676,,,,,,,,
815,16944,20,2680,,,,,,,,
816,16975,20,2684,,,,,,,,
,17000,,,9.0,-6.0017899,,,,,,
812,17007,20,2688,,,,,,,,
813,17035,20,2692,,,,,,,,
814,17055,20,2696,,,,,,,,
815,17090,20,2700,,,,,,,,
,17100,,,7.4,-3.498024,,,,,,
813,17126,21,2704,,,,,,,,
814,17158,21,2708,,,,,,,,
815,17183,21,2712,,,,,,,,
,17200,,,7.4,-3.9604231999999997,,,,,,
812,17212,21,2716,,,,,,,,
813,17240,21,2720,,,,,,,,
814,17268,21,2724,,,,,,,,
814,17286,21,2728,,,,,,,,
,17300,,,7.4,-4.9752218,,,,,,
811,17300,21,2732,,,,,,,,
812,17324,21,2736,,,,,,,,
813,17354,21,2740,,,,,,,,
814,17385,21,2744,,,,,,,,
,17400,,,9.0,-6.773614499999999,,,,,,
811,17408,21,2748,,,,,,,,
811,17430,21,2752,,,,,,,,
813,17465,21,2756,,,,,,,,
813,17491,21,2760,,,,,,,,
,17500,,,9.0,-7.0994162,,,,,,
810,17505,21,2764,,,,,,,,
811,17530,21,2768,,,,,,,,
811,17551,21,2772,,,,,,,,
813,17587,21,2776,,,,,,,,
,17600,,,6.0,-3.3200822000000003,,,,,,
811,17623,21,2780,,,,,,,,
812,17652,21,2784,,,,,,,,
813,17688,21,2788,,,,,,,,
,17700,,,8.2,-5.882915,,,,,,
810,17714,21,2792,,,,,,,,
811,17749,21,2796,,,,,,,,
812,17774,21,2800,,,,,,,,
,17800,,,8.4,-5.995174199999999,,,,,,
808,17802,22,2804,,,,,,,,
809,17838,22,2808,,,,,,,,
810,17858,22,2812,,,,,,,,
810,17873,22,2816,,,,,,,,
811,17898,22,2820,,,,,,,,
,17900,,,8.2,-5.349599700000001,,,,,,
808,17920,22,2824,,,,,,,,
809,17950,22,2828,,,,,,,,
810,17969,22,2832,,,,,,,,
810,17992,22,2836,,,,,,,,
810,17999,22,2840,,,,,,,,
,18000,,,7.4,-3.630373,,,,,,
808,18035,22,2844,,,,,,,,
809,18059,22,2848,,,,,,,,
810,18086,22,2852,,,,,,,,
,18100,,,9.0,-6.8152961,,,,,,
807,18115,22,2856,,,,,,,,
808,18142,22,2860,,,,,,,,
809,18168,22,2864,,,,,,,,
810,18196,22,2868,,,,,,,,
,18200,,,6.8,-4.3747965,,,,,,
808,18231,22,2872,,,,,,,,
809,18259,22,2876,,,,,,,,
810,18291,22,2880,,,,,,,,
,18300,,,5.8,-2.3995071,,,,,,
808,18314,22,2884,,,,,,,,
808,18337,22,2888,,,,,,,,
809,18358,22,2892,,,,,,,,
810,18379,22,2896,,,,,,,,
,18400,,,8.2,-6.046785300000001,,,,,,
807,18407,22,2900,,,,,,,,
807,18429,22,2904,,,,,,,,
808,18457,22,2908,,,,,,,,
809,18479,22,2912,,,,,,,,
,18500,,,7.4,-5.412569700000001,,,,,,
806,18500,22,2916,,,,,,,,
807,18524,22,2920,,,,,,,,
808,18560,22,2924,,,,,,,,
808,18574,22,2928,,,,,,,,
809,18595,22,2932,,,,,,,,
,18600,,,7.6,-4.4884617,,,,,,
806,18625,23,2936,,,,,,,,
807,18652,23,2940,,,,,,,,
808,18682,23,2944,,,,,,,,
,18700,,,7.0,-4.5882760000000005,,,,,,
806,18718,23,2948,,,,,,,,
807,18749,23,2952,,,,,,,,
808,18777,23,2956,,,,,,,,
808,18796,23,2960,,,,,,,,
,18800,,,6.9,-4.612301500000001,,,,,,
806,18825,23,2964,,,,,,,,
806,18840,23,2968,,,,,,,,
807,18868,23,2972,,,,,,,,
807,18893,23,2976,,,,,,,,
,18900,,,7.4,-4.0305087,,,,,,
805,18920,23,2980,,,,,,,,
806,18940,23,2984,,,,,,,,
806,18961,23,2988,,,,,,,,
807,18985,23,2992,,,,,,,,
,19000,,,8.8,-4.381303000000001,,,,,,
804,19015,23,2996,,,,,,,,
805,19039,23,3000,,,,,,,,
806,19075,23,3004,,,,,,,,
807,19099,23,3008,,,,,,,,
,19100,,,7.4,-4.6436828,,,,,,
804,19115,23,3012,,,,,,,,
805,19147,23,3016,,,,,,,,
806,19165,23,3020,,,,,,,,
806,19197,23,3024,,,,,,,,
,19200,,,8.2,-6.4020572,,,,,,
804,19225,23,3028,,,,,,,,
805,19251,23,3032,,,,,,,,
805,19277,23,3036,,,,,,,,
,19300,,,8.2,-5.1988132,,,,,,
803,19313,24,3040,,,,,,,,
804,19334,24,3044,,,,,,,,
804,19351,24,3048,,,,,,,,
805,19382,24,3052,,,,,,,,
,19400,,,6.8,-3.9978131000000006,,,,,,
803,19411,24,3056,,,,,,,,
804,19439,24,3060,,,,,,,,
805,19465,24,3064,,,,,,,,
805,19485,24,3068,,,,,,,,
,19500,,,6.6,-4.6553605,,,,,,
804,19518,24,3072,,,,,,,,
804,19544,24,3076,,,,,,,,
805,19571,24,3080,,,,,,,,
805,19584,24,3084,,,,,,,,
,19600,,,7.4,-4.1378934,,,,,,
803,19605,24,3088,,,,,,,,
803,19619,24,3092,,,,,,,,
804,19647,24,3096,,,,,,,,
805,19677,24,3100,,,,,,,,
,19700,,,8.2,-6.5210305,,,,,,
803,19705,24,3104,,,,,,,,
803,19726,24,3108,,,,,,,,
804,19755,24,3112,,,,,,,,
805,19775,24,3116,,,,,,,,
,19800,,,8.2,-5.5731317,,,,,,
802,19804,24,3120,,,,,,,,
803,19830,24,3124,,,,,,,,
804,19859,24,3128,,,,,,,,
804,19882,24,3132,,,,,,,,
,19900,,,9.0,-6.1894542999999995,,,,,,
802,19911,24,3136,,,,,,,,
803,19943,24,3140,,,,,,,,
804,19970,24,3144,,,,,,,,
,20000,,,7.4,-5.4719430000000004,,,,,,
802,20005,24,3148,,,,,,,,
802,20022,24,3152,,,,,,,,
803,20050,24,3156,,,,,,,,
804,20074,24,3160,,,,,,,,
,20100,,,8.2,-4.9884257,,,,,,
802,20103,25,3164,,,,,,,,
802,20126,25,3168,,,,,,,,
803,20151,25,3172,,,,,,,,
804,20177,25,3176,,,,,,,,
,20200,,,8.2,-4.084461800000001,,,,,,
802,20213,25,3180,,,,,,,,
802,20234,25,3184,,,,,,,,
803,20257,25,3188,,,,,,,,
804,20290,25,3192,,,,,,,,
,20300,,,8.4,-6.515525599999999,,,,,,
801,20316,25,3196,,,,,,,,
802,20336,25,3200,,,,,,,,
803,20372,25,3204,,,,,,,,
,20400,,,7.5,-5.222611499999999,,,,,,
801,20400,25,3208,,,,,,,,
801,20423,25,3212,,,,,,,,
802,20445,25,3216,,,,,,,,
802,20460,25,3220,,,,,,,,
803,20479,25,3224,,,,,,,,
803,20494,25,3228,,,,,,,,
,20500,,,9.0,-6.6938463,,,,,,
801,20523,25,3232,,,,,,,,
801,20535,25,3236,,,,,,,,
801,20551,25,3240,,,,,,,,
802,20573,25,3244,,,,,,,,
803,20598,25,3248,,,,,,,,
,20600,,,8.2,-4.6574681,,,,,,
801,20633,25,3252,,,,,,,,
801,20659,25,3256,,,,,,,,
802,20695,25,3260,,,,,,,,
,20700,,,8.2,-5.6452283,,,,,,
799,20701,25,3264,,,,,,,,
800,20726,25,3268,,,,,,,,
800,20744,25,3272,,,,,,,,
801,20765,25,3276,,,,,,,,
802,20793,25,3280,,,,,,,,
,20800,,,9.0,-5.4501124,,,,,,
799,20816,26,3284,,,,,,,,
800,20835,26,3288,,,,,,,,
801,20871,26,3292,,,,,,,,
801,20899,26,3296,,,,,,,,
,20900,,,7.4,-4.1828039,,,,,,
799,20931,26,3300,,,,,,,,
800,20950,26,3304,,,,,,,,
800,20972,26,3308,,,,,,,,
801,20993,26,3312,,,,,,,,
,21000,,,9.0,-5.4635121,,,,,,
798,21023,26,3316,,,,,,,,
799,21058,26,3320,,,,,,,,
800,21084,26,3324,,,,,,,,
,21100,,,7.4,-5.250904800000001,,,,,,
799,21120,26,3328,,,,,,,,
799,21151,26,3332,,,,,,,,
800,21174,26,3336,,,,,,,,
800,21190,26,3340,,,,,,,,
,21200,,,9.0,-5.8713128,,,,,,
798,21218,26,3344,,,,,,,,
798,21244,26,3348,,,,,,,,
799,21275,26,3352,,,,,,,,
,21300,,,7.8,-5.1880907999999994,,,,,,
797,21310,26,3356,,,,,,,,
797,21335,26,3360,,,,,,,,
798,21364,26,3364,,,,,,,,
799,21384,26,3368,,,,,,,,
,21400,,,8.2,-6.0817459,,,,,,
796,21402,26,3372,,,,,,,,
797,21433,26,3376,,,,,,,,
798,21458,26,3380,,,,,,,,
798,21471,26,3384,,,,,,,,
,21500,,,7.6,-5.2373899,,,,,,
796,21501,26,3388,,,,,,,,
797,21528,26,3392,,,,,,,,
797,21544,27,3396,,,,,,,,
798,21577,27,3400,,,,,,,,
,21600,,,7.9,-4.9488763,,,,,,
796,21602,27,3404,,,,,,,,
797,21619,27,3408,,,,,,,,
797,21642,27,3412,,,,,,,,
798,21672,27,3416,,,,,,,,
798,21693,27,3420,,,,,,,,
,21700,,,9.0,-4.627777400000001,,,,,,
796,21719,27,3424,,,,,,,,
796,21742,27,3428,,,,,,,,
797,21767,27,3432,,,,,,,,
,21800,,,7.1,-4.396256999999999,,,,,,
795,21801,27,3436,,,,,,,,
796,21832,27,3440,,,,,,,,
797,21862,27,3444,,,,,,,,
797,21886,27,3448,,,,,,,,
,21900,,,7.4,-5.7479235,,,,,,
795,21906,27,3452,,,,,,,,
796,21933,27,3456,,,,,,,,
796,21959,27,3460,,,,,,,,
797,21985,27,3464,,,,,,,,
,22000,,,6.4,-3.2822095000000004,,,,,,
795,22013,27,3468,,,,,,,,
796,22041,27,3472,,,,,,,,
797,22076,27,3476,,,,,,,,
,22100,,,6.8,-3.3283937999999997,,,,,,
795,22105,27,3480,,,,,,,,
796,22139,27,3484,,,,,,,,
797,22175,27,3488,,,,,,,,
,22200,,,9.0,-6.677211300000001,,,,,,
795,22201,27,3492,,,,,,,,
796,22232,27,3496,,,,,,,,
796,22252,27,3500,,,,,,,,
797,22273,27,3504,,,,,,,,
,22300,,,9.0,-6.3883787,,,,,,
795,22303,28,3508,,,,,,,,
795,22330,28,3512,,,,,,,,
796,22364,28,3516,,,,,,,,
,22400,,,6.2,-3.6068059,,,,,,
795,22400,28,3520,,,,,,,,
795,22428,28,3524,,,,,,,,
796,22461,28,3528,,,,,,,,
797,22492,28,3532,,,,,,,,
,22500,,,8.3,-6.6379234,,,,,,
795,22522,28,3536,,,,,,,,
796,22550,28,3540,,,,,,,,
796,22579,28,3544,,,,,,,,
,22600,,,8.9,-6.5490973000000015,,,,,,
794,22604,28,3548,,,,,,,,
794,22624,28,3552,,,,,,,,
795,22646,28,3556,,,,,,,,
796,22677,28,3560,,,,,,,,
,22700,,,9.0,-6.6250838000000005,,,,,,
794,22707,28,3564,,,,,,,,
794,22725,28,3568,,,,,,,,
795,22750,28,3572,,,,,,,,
796,22785,28,3576,,,,,,,,
,22800,,,9.0,-6.974222899999999,,,,,,
794,22816,28,3580,,,,,,,,
794,22839,28,3584,,,,,,,,
795,22865,28,3588,,,,,,,,
795,22895,28,3592,,,,,,,,
,22900,,,8.2,-6.8249318,,,,,,
793,22915,28,3596,,,,,,,,
793,22939,28,3600,,,,,,,,
794,22970,28,3604,,,,,,,,
795,22996,28,3608,,,,,,,,
,23000,,,8.2,-5.2758241,,,,,,
793,23011,29,3612,,,,,,,,
793,23039,29,3616,,,,,,,,
794,23060,29,3620,,,,,,,,
794,23076,29,3624,,,,,,,,
,23100,,,8.2,-4.624924699999999,,,,,,
792,23111,29,3628,,,,,,,,
793,23136,29,3632,,,,,,,,
794,23165,29,3636,,,,,,,,
794,23186,29,3640,,,,,,,,
,23200,,,6.0,-2.650266,,,,,,
793,23216,29,3644,,,,,,,,
793,23247,29,3648,,,,,,,,
794,23280,29,3652,,,,,,,,
,23300,,,9.0,-6.697665599999999,,,,,,
792,23303,29,3656,,,,,,,,
793,23327,29,3660,,,,,,,,
794,23358,29,3664,,,,,,,,
794,23394,29,3668,,,,,,,,
,23400,,,7.4,-5.825686299999999,,,,,,
793,23423,29,3672,,,,,,,,
793,23454,29,3676,,,,,,,,
794,23477,29,3680,,,,,,,,
,23500,,,9.0,-7.1791324,,,,,,
792,23506,29,3684,,,,,,,,
793,23538,29,3688,,,,,,,,
793,23567,29,3692,,,,,,,,
794,23583,29,3696,,,,,,,,
,23600,,,5.8,-2.8205955,,,,,,
792,23601,29,3700,,,,,,,,
793,23627,29,3704,,,,,,,,
793,23648,29,3708,,,,,,,,
794,23674,29,3712,,,,,,,,
,23700,,,4.7,-2.4041091999999997,,,,,,
793,23703,29,3716,,,,,,,,
793,23733,29,3720,,,,,,,,
794,23763,29,3724,,,,,,,,
794,23784,29,3728,,,,,,,,
,23800,,,6.5,-3.7140882000000004,,,,,,
793,23815,30,3732,,,,,,,,
794,23835,30,3736,,,,,,,,
794,23870,30,3740,,,,,,,,
795,23895,30,3744,,,,,,,,
,23900,,,8.2,-4.6448767,,,,,,
793,23931,30,3748,,,,,,,,
794,23965,30,3752,,,,,,,,
795,23982,30,3756,,,,,,,,
,24000,,,9.0,-5.441569899999999,,,,,,
793,24010,30,3760,,,,,,,,
793,24028,30,3764,,,,,,,,
794,24060,30,3768,,,,,,,,
794,24069,30,3772,,,,,,,,
794,24082,30,3776,,,,,,,,
,24100,,,8.2,-6.2781464,,,,,,
793,24117,30,3780,,,,,,,,
793,24145,30,3784,,,,,,,,
794,24162,30,3788,,,,,,,,
794,24190,30,3792,,,,,,,,
,24200,,,7.4,-4.1426289999999995,,,,,,
793,24220,30,3796,,,,,,,,
793,24251,30,3800,,,,,,,,
794,24272,30,3804,,,,,,,,
794,24293,30,3808,,,,,,,,
,24300,,,8.2,-5.511140299999999,,,,,,
793,24321,30,3812,,,,,,,,
793,24346,30,3816,,,,,,,,
794,24373,30,3820,,,,,,,,
794,24394,30,3824,,,,,,,,
,24400,,,7.9,-4.918265099999999,,,,,,
793,24422,30,3828,,,,,,,,
793,24438,30,3832,,,,,,,,
793,24452,30,3836,,,,,,,,
793,24473,30,3840,,,,,,,,
794,24489,30,3844,,,,,,,,
,24500,,,8.2,-6.643684800000001,,,,,,
792,24517,30,3848,,,,,,,,
793,24541,30,3852,,,,,,,,
793,24572,30,3856,,,,,,,,
794,24596,30,3860,,,,,,,,
,24600,,,7.4,-4.251713199999999,,,,,,
792,24626,31,3864,,,,,,,,
793,24646,31,3868,,,,,,,,
793,24667,31,3872,,,,,,,,
794,24688,31,3876,,,,,,,,
,24700,,,7.5,-5.192525399999999,,,,,,
792,24724,31,3880,,,,,,,,
793,24744,31,3884,,,,,,,,
793,24769,31,3888,,,,,,,,
,24800,,,8.2,-5.4433492,,,,,,
792,24805,31,3892,,,,,,,,
792,24829,31,3896,,,,,,,,
793,24851,31,3900,,,,,,,,
793,24864,31,3904,,,,,,,,
794,24893,31,3908,,,,,,,,
,24900,,,8.4,-6.3067921,,,,,,
792,24914,31,3912,,,,,,,,
792,24926,31,3916,,,,,,,,
793,24954,31,3920,,,,,,,,
793,24986,31,3924,,,,,,,,
,25000,,,9.0,-5.3061304,,,,,,
791,25011,31,3928,,,,,,,,
792,25035,31,3932,,,,,,,,
793,25070,31,3936,,,,,,,,
793,25095,31,3940,,,,,,,,
,25100,,,8.5,-4.8038170000000004,,,,,,
792,25129,31,3944,,,,,,,,
792,25153,31,3948,,,,,,,,
793,25188,31,3952,,,,,,,,
,25200,,,8.4,-6.2691146,,,,,,
791,25210,31,3956,,,,,,,,
791,25228,31,3960,,,,,,,,
792,25257,31,3964,,,,,,,,
792,25278,31,3968,,,,,,,,
,25300,,,6.6,-4.6903969000000005,,,,,,
791,25307,31,3972,,,,,,,,
791,25330,31,3976,,,,,,,,
792,25359,31,3980,,,,,,,,
793,25393,32,3984,,,,,,,,
,25400,,,9.0,-5.5812995,,,,,,
791,25411,32,3988,,,,,,,,
791,25432,32,3992,,,,,,,,
791,25452,32,3996,,,,,,,,
792,25468,32,4000,,,,,,,,
,25500,,,6.6,-2.4979728,,,,,,
791,25504,32,4004,,,,,,,,
791,25524,32,4008,,,,,,,,
791,25541,32,4012,,,,,,,,
792,25570,32,4016,,,,,,,,
792,25590,32,4020,,,,,,,,
,25600,,,9.0,-6.1106218,,,,,,
791,25626,32,4024,,,,,,,,
791,25651,32,4028,,,,,,,,
792,25680,32,4032,,,,,,,,
792,25698,32,4036,,,,,,,,
,25700,,,9.0,-6.3594469,,,,,,
791,25728,32,4040,,,,,,,,
791,25757,32,4044,,,,,,,,
792,25790,32,4048,,,,,,,,
,25800,,,8.1,-4.750894099999999,,,,,,
790,25818,32,4052,,,,,,,,
790,25840,32,4056,,,,,,,,
791,25861,32,4060,,,,,,,,
791,25884,32,4064,,,,,,,,
,25900,,,8.4,-4.6505808,,,,,,
790,25919,32,4068,,,,,,,,
790,25949,32,4072,,,,,,,,
791,25967,32,4076,,,,,,,,
791,25993,32,4080,,,,,,,,
,26000,,,8.2,-6.3159789,,,,,,
790,26020,32,4084,,,,,,,,
790,26048,32,4088,,,,,,,,
790,26053,32,4092,,,,,,,,
791,26079,32,4096,,,,,,,,
,26100,,,8.2,-5.869835800000001,,,,,,
789,26101,33,4100,,,,,,,,
790,26134,33,4104,,,,,,,,
790,26158,33,4108,,,,,,,,
790,26175,33,4112,,,,,,,,
,26200,,,8.2,-6.5419255000000005,,,,,,
789,26201,33,4116,,,,,,,,
789,26221,33,4120,,,,,,,,
789,26249,33,4124,,,,,,,,
790,26285,33,4128,,,,,,,,
,26300,,,8.1,-5.1373264,,,,,,
789,26313,33,4132,,,,,,,,
789,26344,33,4136,,,,,,,,
790,26374,33,4140,,,,,,,,
,26400,,,7.6,-4.5170212,,,,,,
788,26405,33,4144,,,,,,,,
789,26431,33,4148,,,,,,,,
790,26465,33,4152,,,,,,,,
790,26497,33,4156,,,,,,,,
,26500,,,8.2,-5.7205202,,,,,,
789,26524,33,4160,,,,,,,,
789,26550,33,4164,,,,,,,,
790,26568,33,4168,,,,,,,,
790,26583,33,4172,,,,,,,,
,26600,,,8.2,-4.0622492999999995,,,,,,
788,26605,33,4176,,,,,,,,
789,26633,33,4180,,,,,,,,
789,26650,33,4184,,,,,,,,
790,26686,33,4188,,,,,,,,
,26700,,,6.0,-3.4138778000000003,,,,,,
788,26707,33,4192,,,,,,,,
789,26733,33,4196,,,,,,,,
789,26755,33,4200,,,,,,,,
790,26776,33,4204,,,,,,,,
,26800,,,9.0,-6.3689949,,,,,,
788,26808,33,4208,,,,,,,,
789,26836,33,4212,,,,,,,,
789,26862,34,4216,,,,,,,,
790,26888,34,4220,,,,,,,,
,26900,,,8.2,-5.7680825,,,,,,
788,26908,34,4224,,,,,,,,
789,26936,34,4228,,,,,,,,
789,26961,34,4232,,,,,,,,
790,26990,34,4236,,,,,,,,
,27000,,,6.9,-4.5066918,,,,,,
789,27020,34,4240,,,,,,,,
789,27047,34,4244,,,,,,,,
790,27071,34,4248,,,,,,,,
,27100,,,9.0,-6.5472303,,,,,,
787,27100,34,4252,,,,,,,,
787,27128,34,4256,,,,,,,,
788,27139,34,4260,,,,,,,,
788,27175,34,4264,,,,,,,,
789,27198,34,4268,,,,,,,,
,27200,,,8.0,-5.053547,,,,,,
787,27219,34,4272,,,,,,,,
788,27250,34,4276,,,,,,,,
788,27277,34,4280,,,,,,,,
,27300,,,7.4,-5.2631629,,,,,,
787,27308,34,4284,,,,,,,,
788,27333,34,4288,,,,,,,,
788,27369,34,4292,,,,,,,,
789,27386,34,4296,,,,,,,,
,27400,,,8.7,-5.9701676,,,,,,
787,27409,34,4300,,,,,,,,
787,27427,34,4304,,,,,,,,
788,27449,34,4308,,,,,,,,
788,27468,34,4312,,,,,,,,
,27500,,,8.2,-5.748031500000001,,,,,,
787,27504,34,4316,,,,,,,,
787,27536,34,4320,,,,,,,,
788,27565,34,4324,,,,,,,,
788,27593,34,4328,,,,,,,,
,27600,,,8.2,-5.659236600000001,,,,,,
787,27618,35,4332,,,,,,,,
787,27643,35,4336,,,,,,,,
787,27666,35,4340,,,,,,,,
,27700,,,7.4,-4.4400265,,,,,,
786,27701,35,4344,,,,,,,,
787,27727,35,4348,,,,,,,,
787,27752,35,4352,,,,,,,,
788,27774,35,4356,,,,,,,,
,27800,,,9.0,-6.3582299,,,,,,
786,27802,35,4360,,,,,,,,
786,27822,35,4364,,,,,,,,
787,27850,35,4368,,,,,,,,
787,27879,35,4372,,,,,,,,
,27900,,,7.4,-3.538635,,,,,,
786,27914,35,4376,,,,,,,,
787,27938,35,4380,,,,,,,,
787,27974,35,4384,,,,,,,,
788,27997,35,4388,,,,,,,,
,28000,,,7.8,-4.4455792,,,,,,
786,28026,35,4392,,,,,,,,
787,28050,35,4396,,,,,,,,
788,28086,35,4400,,,,,,,,
,28100,,,9.0,-6.7263114999999996,,,,,,
786,28111,35,4404,,,,,,,,
786,28128,35,4408,,,,,,,,
786,28149,35,4412,,,,,,,,
787,28170,35,4416,,,,,,,,
787,28196,35,4420,,,,,,,,
,28200,,,8.4,-4.864739999999999,,,,,,
786,28220,35,4424,,,,,,,,
786,28239,35,4428,,,,,,,,
786,28261,35,4432,,,,,,,,
787,28295,35,4436,,,,,,,,
,28300,,,8.2,-6.6243013999999985,,,,,,
785,28316,36,4440,,,,,,,,
786,28330,36,4444,,,,,,,,
786,28341,36,4448,,,,,,,,
786,28363,36,4452,,,,,,,,
786,28384,36,4456,,,,,,,,
,28400,,,8.2,-5.8610631,,,,,,
785,28409,36,4460,,,,,,,,
785,28434,36,4464,,,,,,,,
786,28457,36,4468,,,,,,,,
786,28482,36,4472,,,,,,,,
,28500,,,8.2,-5.7992316,,,,,,
785,28512,36,4476,,,,,,,,
785,28535,36,4480,,,,,,,,
786,28565,36,4484,,,,,,,,
786,28596,36,4488,,,,,,,,
,28600,,,7.4,-5.2634077,,,,,,
785,28624,36,4492,,,,,,,,
785,28653,36,4496,,,,,,,,
786,28680,36,4500,,,,,,,,
,28700,,,8.6,-5.8886767,,,,,,
785,28713,36,4504,,,,,,,,
785,28747,36,4508,,,,,,,,
786,28773,36,4512,,,,,,,,
786,28790,36,4516,,,,,,,,
,28800,,,6.8,-3.3288778,,,,,,
785,28818,36,4520,,,,,,,,
785,28838,36,4524,,,,,,,,
786,28869,36,4528,,,,,,,,
,28900,,,9.0,-5.2851421,,,,,,
784,28904,36,4532,,,,,,,,
785,28933,36,4536,,,,,,,,
785,28959,36,4540,,,,,,,,
786,28983,36,4544,,,,,,,,
786,28994,36,4548,,,,,,,,
,29000,,,8.2,-6.274182699999999,,,,,,
784,29017,36,4552,,,,,,,,
785,29050,36,4556,,,,,,,,
785,29068,36,4560,,,,,,,,
786,29093,37,4564,,,,,,,,
,29100,,,9.0,-5.6172716,,,,,,
784,29118,37,4568,,,,,,,,
784,29136,37,4572,,,,,,,,
785,29161,37,4576,,,,,,,,
785,29182,37,4580,,,,,,,,
786,29198,37,4584,,,,,,,,
,29200,,,6.8,-4.4058239,,,,,,
785,29232,37,4588,,,,,,,,
785,29259,37,4592,,,,,,,,
786,29295,37,4596,,,,,,,,
,29300,,,6.6,-3.8987958,,,,,,
785,29323,37,4600,,,,,,,,
785,29352,37,4604,,,,,,,,
786,29378,37,4608,,,,,,,,
,29400,,,7.6,-4.2353897,,,,,,
784,29403,37,4612,,,,,,,,
785,29428,37,4616,,,,,,,,
785,29445,37,4620,,,,,,,,
786,29476,37,4624,,,,,,,,
786,29499,37,4628,,,,,,,,
,29500,,,8.2,-5.085818100000001,,,,,,
785,29529,37,4632,,,,,,,,
785,29547,37,4636,,,,,,,,
786,29577,37,4640,,,,,,,,
786,29599,37,4644,,,,,,,,
