time/fps,time/total_timesteps,time/time_elapsed,time/episodes,eval/mean_ep_length,eval/mean_reward,train/critic_loss,train/learning_rate,train/ent_coef,train/n_updates,train/actor_loss,train/ent_coef_loss
,29600,,,9.0,-7.0437403000000005,,,,,,
784,29618,37,4648,,,,,,,,
785,29638,37,4652,,,,,,,,
785,29660,37,4656,,,,,,,,
785,29693,37,4660,,,,,,,,
,29700,,,9.0,-6.7028903,,,,,,
784,29720,37,4664,,,,,,,,
785,29747,37,4668,,,,,,,,
785,29777,37,4672,,,,,,,,
,29800,,,9.0,-6.3335324,,,,,,
784,29802,38,4676,,,,,,,,
784,29814,38,4680,,,,,,,,
784,29838,38,4684,,,,,,,,
785,29862,38,4688,,,,,,,,
785,29886,38,4692,,,,,,,,
,29900,,,7.4,-4.3873452,,,,,,
784,29915,38,4696,,,,,,,,
784,29936,38,4700,,,,,,,,
784,29953,38,4704,,,,,,,,
785,29976,38,4708,,,,,,,,
785,29998,38,4712,,,,,,,,
,30000,,,7.6,-4.164303299999999,,,,,,
775,30027,38,4716,,,11.730079650878906,9.969868348783173e-06,0.9997507929801941,26,-4.237075328826904,-0.0018221508944407105
770,30058,39,4720,,,11.286101341247559,9.969837286668713e-06,0.9994415044784546,57,-4.2971649169921875,-0.004109316039830446
766,30079,39,4724,,,12.806487083435059,9.96981624464616e-06,0.9992320537567139,78,-4.352911949157715,-0.005685411859303713
,30100,,,8.2,-5.6093474,12.062989234924316,9.969795202668018e-06,0.9990218281745911,99,-4.286139011383057,-0.007164241746068001
760,30104,39,4728,,,11.866497993469238,9.969791194677217e-06,0.9989818334579468,103,-4.395020008087158,-0.007564587984234095
755,30135,39,4732,,,12.375377655029297,9.969760132803138e-06,0.9986713528633118,134,-4.333221912384033,-0.00976770743727684
751,30161,40,4736,,,12.266083717346191,9.96973408098337e-06,0.9984105229377747,160,-4.39531946182251,-0.011754974722862244
746,30192,40,4740,,,12.658766746520996,9.969703019287234e-06,0.9980983734130859,191,-4.584144592285156,-0.014382042922079563
,30200,,,8.2,-4.1089307999999996,12.93093490600586,9.96969500338136e-06,0.9980176687240601,199,-4.631844997406006,-0.01508110761642456
743,30205,40,4744,,,13.27448844909668,9.969689993443462e-06,0.9979671239852905,204,-4.461019039154053,-0.015107937157154083
739,30229,40,4748,,,13.25971794128418,9.969665945776594e-06,0.9977243542671204,228,-4.682647228240967,-0.017352938652038574
734,30260,41,4752,,,13.590887069702148,9.96963488429274e-06,0.9974095821380615,259,-4.774413108825684,-0.019932638853788376
730,30289,41,4756,,,13.442834854125977,9.969605826863198e-06,0.9971141219139099,288,-4.834054470062256,-0.022271132096648216
,30300,,,7.8,-5.1305529,14.543458938598633,9.969594805101732e-06,0.9970019459724426,299,-4.834109783172607,-0.02310529723763466
724,30319,41,4760,,,13.767637252807617,9.969575767542448e-06,0.9968077540397644,318,-4.9792351722717285,-0.024954309687018394
721,30346,42,4764,,,14.471733093261719,9.969548714231262e-06,0.9965300559997559,345,-4.9744672775268555,-0.027036013081669807
717,30375,42,4768,,,15.074824333190918,9.969519657052871e-06,0.9962300658226013,374,-5.248836517333984,-0.030210163444280624
713,30399,42,4772,,,14.609678268432617,9.969495609796869e-06,0.9959800839424133,398,-5.268245697021484,-0.03207750990986824
,30400,,,5.9,-4.0220441000000005,15.082050323486328,9.969494607829127e-06,0.9959697127342224,399,-5.331444263458252,-0.03242502361536026
708,30429,42,4776,,,16.6505069732666,9.969465550808433e-06,0.9956656694412231,428,-5.551172256469727,-0.03555043041706085
705,30450,43,4780,,,16.393362045288086,9.969444509570454e-06,0.9954440593719482,449,-5.545109748840332,-0.03722595050930977
701,30480,43,4784,,,17.394805908203125,9.96941445073609e-06,0.9951247572898865,479,-5.847363471984863,-0.040855031460523605
,30500,,,7.4,-4.9608145,18.340227127075195,9.969394411563533e-06,0.9949093461036682,499,-6.141879081726074,-0.04385483264923096
697,30507,43,4788,,,18.447132110595703,9.969387397862654e-06,0.9948335886001587,506,-6.229694366455078,-0.04473797231912613
692,30541,44,4792,,,20.35049057006836,9.969353331385713e-06,0.9944624304771423,540,-6.4063825607299805,-0.04839399456977844
689,30569,44,4796,,,21.243671417236328,9.969325276727405e-06,0.9941521286964417,568,-6.850183486938477,-0.05309198051691055
,30600,,,7.9,-5.4159893,23.154277801513672,9.969294216304938e-06,0.9938015341758728,599,-7.236146450042725,-0.05780750513076782
683,30605,44,4800,,,25.052385330200195,9.969289206568443e-06,0.9937442541122437,604,-7.281208038330078,-0.05867990478873253
679,30636,45,4804,,,27.363384246826172,9.969258146258358e-06,0.9933849573135376,635,-7.7976393699646,-0.06431688368320465
676,30662,45,4808,,,28.90407943725586,9.969232095750322e-06,0.9930779337882996,661,-8.394826889038086,-0.07008758932352066
673,30686,45,4812,,,29.249549865722656,9.969208049187941e-06,0.992789089679718,685,-8.867010116577148,-0.07536609470844269
,30700,,,7.6,-5.590741700000001,33.98503112792969,9.969194022053338e-06,0.9926185011863708,699,-9.208182334899902,-0.07865303754806519
668,30714,45,4816,,,34.802791595458984,9.96917999493847e-06,0.9924464225769043,713,-9.410064697265625,-0.08128897845745087
665,30742,46,4820,,,36.78392791748047,9.969151940767946e-06,0.9920977354049683,741,-9.907737731933594,-0.08739464730024338
662,30765,46,4824,,,39.77027893066406,9.96912889632979e-06,0.9918078780174255,764,-10.337850570678711,-0.09235431253910065
658,30798,46,4828,,,40.65045928955078,9.969095832663739e-06,0.9913877248764038,797,-11.060962677001953,-0.10052523761987686
,30800,,,8.3,-5.9916786,42.64396667480469,9.969093828808715e-06,0.9913621544837952,799,-11.009925842285156,-0.10051780194044113
654,30829,47,4832,,,42.08122253417969,9.969064772956129e-06,0.990990161895752,828,-11.847724914550781,-0.10874076187610626
652,30848,47,4836,,,42.3218994140625,9.969045736408973e-06,0.990746259689331,847,-12.044084548950195,-0.11155873537063599
648,30884,47,4840,,,46.262725830078125,9.96900966726142e-06,0.9902840852737427,883,-12.632713317871094,-0.1201336681842804
,30900,,,6.8,-4.3882710000000005,46.098228454589844,9.968993636571064e-06,0.9900789856910706,899,-13.138574600219727,-0.1240045502781868
644,30911,47,4844,,,46.394466400146484,9.968982615486398e-06,0.9899382591247559,910,-13.235617637634277,-0.1254691779613495
642,30932,48,4848,,,46.51017761230469,9.968961575267687e-06,0.9896700978279114,931,-13.543121337890625,-0.1300787776708603
638,30966,48,4852,,,45.26409912109375,9.968927510245828e-06,0.9892386198043823,965,-14.402067184448242,-0.13756129145622253
636,30994,48,4856,,,48.190574645996094,9.968899456785818e-06,0.9888861775398254,993,-14.748258590698242,-0.14280378818511963
,31000,,,8.2,-4.988066300000001,46.38751220703125,9.968893445340374e-06,0.9888108968734741,999,-14.912284851074219,-0.14454302191734314
633,31009,48,4860,,,46.17255401611328,9.968884428179004e-06,0.9886982440948486,1008,-14.884662628173828,-0.14425896108150482
631,31030,49,4864,,,46.55099868774414,9.968863388167523e-06,0.9884364604949951,1029,-15.576648712158203,-0.15111836791038513
629,31051,49,4868,,,47.269134521484375,9.968842348200449e-06,0.9881763458251953,1050,-15.702898979187012,-0.15312106907367706
625,31087,49,4872,,,47.00567626953125,9.968806279788777e-06,0.987734317779541,1086,-16.181564331054688,-0.15985441207885742
,31100,,,9.0,-6.0661287999999995,49.61350631713867,9.968793255116633e-06,0.9875758290290833,1099,-16.31456756591797,-0.1606532782316208
621,31115,50,4876,,,50.99744415283203,9.968778226669921e-06,0.987393856048584,1114,-16.940555572509766,-0.1644088327884674
618,31151,50,4880,,,50.77154541015625,9.96874215849025e-06,0.9869604706764221,1150,-17.754535675048828,-0.17255136370658875
615,31174,50,4884,,,49.69813919067383,9.968719114999334e-06,0.9866860508918762,1173,-17.883819580078125,-0.17470566928386688
,31200,,,8.2,-5.448081500000001,55.27758026123047,9.968693065899833e-06,0.9863777160644531,1199,-18.458602905273438,-0.17926159501075745
611,31204,50,4888,,,55.50239562988281,9.968689058352106e-06,0.986330509185791,1203,-18.658069610595703,-0.18020661175251007
608,31240,51,4892,,,54.68651580810547,9.968652990495055e-06,0.9859074950218201,1239,-19.085247039794922,-0.18527674674987793
605,31276,51,4896,,,55.62591552734375,9.968616922768503e-06,0.98548823595047,1275,-19.484899520874023,-0.19191551208496094
603,31297,51,4900,,,55.16034698486328,9.96859588332161e-06,0.9852455258369446,1296,-20.25831413269043,-0.19499918818473816
,31300,,,9.0,-6.878275900000001,55.080108642578125,9.968592877689966e-06,0.9852109551429749,1299,-20.160213470458984,-0.19576555490493774
600,31317,52,4904,,,52.98927688598633,9.968575845794426e-06,0.9850152730941772,1316,-20.546701431274414,-0.1992475688457489
597,31346,52,4908,,,64.95963287353516,9.968546791451549e-06,0.9846835136413574,1345,-21.168733596801758,-0.20251688361167908
595,31373,52,4912,,,61.94268035888672,9.96851974093258e-06,0.9843763113021851,1372,-21.18372344970703,-0.2073010504245758
593,31394,52,4916,,,60.74203109741211,9.968498701690797e-06,0.9841389656066895,1393,-21.95100212097168,-0.21191084384918213
,31400,,,9.0,-5.0608661,65.61160278320312,9.968492690487016e-06,0.9840713143348694,1399,-21.711315155029297,-0.2117171585559845
589,31418,53,4920,,,67.48436737060547,9.968474656897419e-06,0.9838687181472778,1417,-22.315292358398438,-0.2152673602104187
586,31454,53,4924,,,70.26881408691406,9.968438589816097e-06,0.9834656715393066,1453,-22.904556274414062,-0.22001925110816956
584,31479,53,4928,,,68.54776000976562,9.968413543308621e-06,0.9831872582435608,1478,-23.062488555908203,-0.22177018225193024
,31500,,,8.2,-5.6641463,67.14720153808594,9.968392504290976e-06,0.9829543232917786,1499,-23.8502197265625,-0.2278597056865692
580,31515,54,4932,,,69.6930923461914,9.968377476448416e-06,0.9827883839607239,1514,-24.291227340698242,-0.23008163273334503
578,31543,54,4936,,,77.04176330566406,9.96834942453625e-06,0.9824801683425903,1542,-24.680618286132812,-0.23266521096229553
575,31571,54,4940,,,71.20834350585938,9.968321372703028e-06,0.9821730852127075,1570,-25.210338592529297,-0.23590686917304993
,31600,,,9.0,-6.0936725,76.77035522460938,9.968292319101837e-06,0.9818560481071472,1599,-25.61139488220215,-0.24144934117794037
572,31601,55,4944,,,85.9376220703125,9.96829131725503e-06,0.9818452000617981,1600,-25.5001163482666,-0.24079926311969757
569,31636,55,4948,,,88.51950073242188,9.968256252680234e-06,0.9814646244049072,1635,-26.093250274658203,-0.24819490313529968
567,31662,55,4952,,,79.76490783691406,9.968230204790231e-06,0.9811835885047913,1661,-26.607032775878906,-0.2497793287038803
565,31686,56,4956,,,92.99827575683594,9.968206160644488e-06,0.9809249043464661,1685,-27.155792236328125,-0.2549510598182678
,31700,,,9.0,-5.9823452,85.20278930664062,9.968192134919587e-06,0.9807743430137634,1699,-26.830915451049805,-0.2548368573188782
561,31712,56,4960,,,86.0159912109375,9.96818011288538e-06,0.9806456565856934,1711,-27.941730499267578,-0.2595181465148926
559,31742,56,4964,,,87.68075561523438,9.968150057863294e-06,0.9803245067596436,1741,-28.506153106689453,-0.2648780345916748
557,31767,56,4968,,,95.74420166015625,9.968125012080779e-06,0.9800580739974976,1766,-28.68209457397461,-0.26708436012268066
,31800,,,7.4,-5.0784282,109.82666015625,9.968091951744218e-06,0.9797075986862183,1799,-29.669923782348633,-0.2730439007282257
554,31803,57,4972,,,92.47966003417969,9.968088946264513e-06,0.9796757698059082,1802,-29.29006576538086,-0.2718900442123413
552,31831,57,4976,,,91.97671508789062,9.968060895164298e-06,0.9793791174888611,1830,-29.932004928588867,-0.27597805857658386
549,31867,57,4980,,,103.22819519042969,9.968024829580014e-06,0.9789994359016418,1866,-30.997787475585938,-0.27854180335998535
,31900,,,8.2,-5.836784,93.83045959472656,9.967991769575717e-06,0.9786527752876282,1899,-31.195016860961914,-0.2875232994556427
546,31900,58,4984,,,,,,,,
544,31929,58,4988,,,116.65060424804688,9.967962716935184e-06,0.9783487915992737,1928,-31.491060256958008,-0.28728681802749634
541,31965,59,4992,,,117.0534439086914,9.96792665170612e-06,0.9779726266860962,1964,-32.32988739013672,-0.29598450660705566
539,31993,59,4996,,,118.60331726074219,9.967898601062617e-06,0.9776811003684998,1992,-32.57435607910156,-0.29716211557388306
,32000,,,9.0,-6.6037251,117.40556335449219,9.967891588414077e-06,0.977608323097229,1999,-33.30762481689453,-0.3007720708847046
536,32023,59,5000,,,108.944091796875,9.967868546889318e-06,0.9773693680763245,2022,-33.157508850097656,-0.30211904644966125
533,32059,60,5004,,,124.60807800292969,9.96783248200097e-06,0.9769964218139648,2058,-34.131309509277344,-0.3069736361503601
530,32095,60,5008,,,129.32154846191406,9.967796417243111e-06,0.9766241312026978,2094,-34.636932373046875,-0.31569695472717285
,32100,,,8.2,-4.67395,134.73794555664062,9.967791408259284e-06,0.9765724539756775,2099,-34.45602035522461,-0.31614840030670166
527,32126,60,5012,,,114.62808990478516,9.96776536158396e-06,0.9763044118881226,2125,-35.54773712158203,-0.3184480667114258
525,32160,61,5016,,,127.62074279785156,9.967731300649692e-06,0.9759551882743835,2159,-35.88628387451172,-0.32279688119888306
524,32174,61,5020,,,126.23992919921875,9.967717275592941e-06,0.9758115410804749,2173,-35.655784606933594,-0.32211828231811523
,32200,,,9.0,-6.068253799999999,130.48272705078125,9.967691229111331e-06,0.9755452871322632,2199,-37.10256576538086,-0.3311244547367096
521,32203,61,5024,,,149.64663696289062,9.967688223752447e-06,0.9755146503448486,2202,-36.663429260253906,-0.3293822407722473
518,32239,62,5028,,,143.23512268066406,9.967652159516531e-06,0.9751463532447815,2238,-37.052345275878906,-0.33220943808555603
515,32275,62,5032,,,142.37713623046875,9.967616095411099e-06,0.9747792482376099,2274,-37.306678771972656,-0.3404048681259155
,32300,,,7.4,-5.3360101,159.3026580810547,9.967591050970207e-06,0.9745247960090637,2299,-37.656044006347656,-0.34341543912887573
512,32311,63,5036,,,163.46859741210938,9.96758003143615e-06,0.9744129180908203,2310,-38.36625289916992,-0.3412932753562927
510,32347,63,5040,,,155.9700469970703,9.967543967591685e-06,0.974047839641571,2346,-38.84192657470703,-0.34783896803855896
507,32383,63,5044,,,146.56121826171875,9.967507903877703e-06,0.9736832976341248,2382,-40.05061340332031,-0.3523937463760376
,32400,,,6.6,-4.1314611,160.86337280273438,9.967490873835902e-06,0.9735114574432373,2399,-40.209861755371094,-0.3565683960914612
506,32401,63,5048,,,135.19583129882812,9.967489872069643e-06,0.9735013246536255,2400,-40.114585876464844,-0.3567318320274353
504,32437,64,5052,,,161.86656188964844,9.967453808551385e-06,0.973138153553009,2436,-40.59697723388672,-0.36013713479042053
502,32473,64,5056,,,164.47442626953125,9.96741774516361e-06,0.972775399684906,2472,-41.38779830932617,-0.3661063015460968
,32500,,,7.4,-4.5279728,154.7258758544922,9.967390697708406e-06,0.9725039005279541,2499,-41.81901550292969,-0.37037691473960876
499,32509,65,5060,,,178.52508544921875,9.967381681906316e-06,0.9724134206771851,2508,-41.83794403076172,-0.37017565965652466
497,32545,65,5064,,,172.31851196289062,9.967345618779501e-06,0.9720519781112671,2544,-42.431678771972656,-0.3771659731864929
496,32573,65,5068,,,171.30117797851562,9.967317569771078e-06,0.9717714786529541,2572,-42.27255630493164,-0.3801301419734955
,32600,,,8.2,-6.3639144000000005,185.08157348632812,9.96729052258771e-06,0.9715012311935425,2599,-42.75326156616211,-0.38473808765411377
494,32601,65,5072,,,161.33160400390625,9.967289520841586e-06,0.9714912176132202,2600,-43.00551223754883,-0.3806382119655609
492,32629,66,5076,,,185.1101837158203,9.967261471991026e-06,0.971211314201355,2628,-42.993202209472656,-0.3848971426486969
490,32665,66,5080,,,174.73583984375,9.967225409299146e-06,0.9708520174026489,2664,-43.72578430175781,-0.3929710388183594
488,32694,66,5084,,,142.67076110839844,9.967196358892243e-06,0.9705626368522644,2693,-44.88078308105469,-0.3970322906970978
,32700,,,8.2,-5.6279669,171.49221801757812,9.967190348473799e-06,0.9705027937889099,2699,-44.21050262451172,-0.39961159229278564
486,32724,67,5088,,,179.43814086914062,9.967166306836271e-06,0.9702638387680054,2723,-44.859771728515625,-0.3979869484901428
484,32760,67,5092,,,190.2457275390625,9.967130244488708e-06,0.9699065089225769,2759,-45.353546142578125,-0.404746949672699
482,32796,67,5096,,,171.5869140625,9.967094182271626e-06,0.9695492386817932,2795,-45.494300842285156,-0.41246408224105835
,32800,,,9.0,-6.518898899999999,196.4681396484375,9.96709017536667e-06,0.969509482383728,2799,-45.29322814941406,-0.41109538078308105
479,32832,68,5100,,,171.71102905273438,9.967058120185019e-06,0.9691923260688782,2831,-45.26808166503906,-0.41762614250183105
478,32860,68,5104,,,193.03005981445312,9.96703007198564e-06,0.9689148664474487,2859,-46.602073669433594,-0.42186033725738525
477,32889,68,5108,,,198.62564086914062,9.967001022148066e-06,0.9686278104782104,2888,-46.86334991455078,-0.42162230610847473
,32900,,,8.2,-5.941942000000001,202.16165161132812,9.966990003266307e-06,0.9685190320014954,2899,-47.36235809326172,-0.4243120551109314
474,32918,69,5112,,,230.88058471679688,9.96697197239516e-06,0.9683412313461304,2917,-47.075714111328125,-0.42553257942199707
473,32946,69,5116,,,161.68458557128906,9.96694392443821e-06,0.9680647850036621,2945,-48.106117248535156,-0.4281735420227051
472,32974,69,5120,,,215.27549743652344,9.966915876560191e-06,0.967788577079773,2973,-47.25180435180664,-0.43081754446029663
,33000,,,9.0,-7.253954000000002,210.47496032714844,9.966889832172704e-06,0.9675323963165283,2999,-47.672080993652344,-0.4362489581108093
469,33010,70,5124,,,174.36578369140625,9.966879815118715e-06,0.967433750629425,3009,-47.5516357421875,-0.4397490918636322
467,33046,70,5128,,,180.01165771484375,9.966843753807712e-06,0.9670795202255249,3045,-47.896121978759766,-0.44251754879951477
466,33074,70,5132,,,227.54666137695312,9.96681570621158e-06,0.966804027557373,3073,-49.38990783691406,-0.44522762298583984
465,33095,71,5136,,,221.68629455566406,9.96679467056628e-06,0.9665979743003845,3094,-49.10268783569336,-0.4495673179626465
,33100,,,9.0,-5.7861193,236.06842041015625,9.966789662085847e-06,0.9665489196777344,3099,-48.43341827392578,-0.4538816213607788
463,33123,71,5140,,,230.064697265625,9.966766623108274e-06,0.9663230776786804,3122,-49.189064025878906,-0.4513796269893646
461,33154,71,5144,,,274.6911926269531,9.966735570657548e-06,0.9660188555717468,3153,-49.53837966918945,-0.45770132541656494
460,33179,72,5148,,,233.11502075195312,9.966710528429047e-06,0.9657736420631409,3178,-49.67757034301758,-0.46191877126693726
,33200,,,8.2,-6.7856651,248.7596435546875,9.96668949300573e-06,0.9655680656433105,3199,-49.807960510253906,-0.466519296169281
458,33215,72,5152,,,275.2569580078125,9.966674467730543e-06,0.965421199798584,3214,-50.05392837524414,-0.4665091037750244
456,33243,72,5156,,,244.9331512451172,9.966646420610798e-06,0.9651472568511963,3242,-50.108154296875,-0.47271543741226196
455,33272,73,5160,,,208.06222534179688,9.966617371891412e-06,0.9648639559745789,3271,-50.19133758544922,-0.4736987054347992
454,33292,73,5164,,,166.31312561035156,9.966597338341164e-06,0.964668869972229,3291,-51.212257385253906,-0.4773304760456085
,33300,,,9.0,-6.6099583,200.65231323242188,9.96658932493234e-06,0.9645909667015076,3299,-49.70087432861328,-0.4784170687198639
452,33320,73,5168,,,213.39183044433594,9.966569291438468e-06,0.9643959999084473,3319,-51.11249542236328,-0.48059019446372986
450,33356,73,5172,,,257.3387756347656,9.966533231250976e-06,0.9640452861785889,3355,-49.976158142089844,-0.4837551414966583
449,33392,74,5176,,,307.1029052734375,9.966497171193955e-06,0.9636947512626648,3391,-51.90325164794922,-0.49025607109069824
,33400,,,9.0,-6.649166600000001,211.00607299804688,9.966489157865667e-06,0.9636169075965881,3399,-52.0709342956543,-0.48758959770202637
447,33422,74,5180,,,191.66061401367188,9.9664671212461e-06,0.9634029865264893,3421,-51.78406524658203,-0.49768537282943726
446,33450,74,5184,,,248.15472412109375,9.966439074709848e-06,0.963130533695221,3449,-51.81983947753906,-0.49938303232192993
445,33479,75,5188,,,242.13690185546875,9.966410026594789e-06,0.9628486037254333,3478,-52.32899475097656,-0.5019084215164185
,33500,,,9.0,-6.928777599999999,215.41668701171875,9.966388991805703e-06,0.9626444578170776,3499,-51.76915740966797,-0.5080994367599487
443,33515,75,5192,,,231.43630981445312,9.966373966983535e-06,0.9624987840652466,3514,-51.252357482910156,-0.5053471326828003
441,33551,75,5196,,,269.2480773925781,9.96633790750275e-06,0.9621493816375732,3550,-52.86766815185547,-0.513343870639801
440,33579,76,5200,,,208.23175048828125,9.966309861330117e-06,0.9618775844573975,3578,-52.3697509765625,-0.5161288976669312
439,33592,76,5204,,,215.83792114257812,9.96629683991965e-06,0.9617514610290527,3591,-51.56365203857422,-0.5147337317466736
,33600,,,9.0,-6.1798345,191.62747192382812,9.966288826752436e-06,0.9616737961769104,3599,-52.70130920410156,-0.5154743194580078
437,33628,76,5208,,,243.35171508789062,9.966260780717918e-06,0.9614028334617615,3627,-52.08074188232422,-0.5194723010063171
436,33664,77,5212,,,238.79312133789062,9.966224721646655e-06,0.9610544443130493,3663,-52.57769012451172,-0.5255717039108276
,33700,,,9.0,-6.2987609,250.29449462890625,9.966188662705856e-06,0.9607058167457581,3699,-52.52469253540039,-0.5351319909095764
434,33700,77,5216,,,,,,,,
433,33729,77,5220,,,233.36038208007812,9.966159615320648e-06,0.9604253768920898,3728,-52.969322204589844,-0.535256028175354
432,33757,78,5224,,,187.4857635498047,9.966131569649744e-06,0.9601544737815857,3756,-52.78977584838867,-0.5372616052627563
430,33793,78,5228,,,221.36819458007812,9.96609551104598e-06,0.9598065614700317,3792,-52.38218307495117,-0.5468971133232117
,33800,,,7.4,-4.6784095,286.772216796875,9.966088499665953e-06,0.9597390294075012,3799,-53.3372688293457,-0.5430700778961182
429,33821,78,5232,,,221.22796630859375,9.966067465555472e-06,0.9595364928245544,3820,-52.79771423339844,-0.5456293821334839
427,33857,79,5236,,,252.94876098632812,9.966031407183643e-06,0.959189236164093,3856,-54.14202117919922,-0.5503255128860474
426,33893,79,5240,,,215.24761962890625,9.965995348942277e-06,0.9588422179222107,3892,-53.0263671875,-0.5548925995826721
,33900,,,9.0,-6.4299131,214.0556640625,9.965988337632718e-06,0.9587748050689697,3899,-53.20499801635742,-0.5636107921600342
424,33923,79,5244,,,233.55197143554688,9.965965300507466e-06,0.9585529565811157,3922,-52.74592590332031,-0.5592595338821411
423,33959,80,5248,,,224.83538818359375,9.965929242505282e-06,0.9582064151763916,3958,-54.106597900390625,-0.5640933513641357
422,33987,80,5252,,,268.4269714355469,9.965901197482669e-06,0.9579370617866516,3986,-52.99821472167969,-0.5703294277191162
,34000,,,9.0,-5.8888029,229.58863830566406,9.965888176606139e-06,0.9578120112419128,3999,-53.620819091796875,-0.570749044418335
420,34023,80,5256,,,213.10916137695312,9.965865139712416e-06,0.9575908184051514,4022,-52.870704650878906,-0.5716948509216309
419,34059,81,5260,,,253.93882751464844,9.965829082072627e-06,0.9572449922561646,4058,-51.93234634399414,-0.5799360871315002
418,34087,81,5264,,,216.12890625,9.965801037331874e-06,0.9569762945175171,4086,-52.52143096923828,-0.5855408906936646
,34100,,,8.2,-5.9250278000000005,205.92550659179688,9.965788016586207e-06,0.9568513035774231,4099,-52.74809265136719,-0.5852239727973938
416,34115,81,5268,,,258.0345764160156,9.965772992670041e-06,0.956707239151001,4114,-53.249595642089844,-0.5864009857177734
415,34151,82,5272,,,218.64846801757812,9.965736935363649e-06,0.9563617706298828,4150,-53.917964935302734,-0.5921112298965454
414,34187,82,5276,,,273.7438659667969,9.965700878187717e-06,0.9560165405273438,4186,-52.70294189453125,-0.5953858494758606
,34200,,,9.0,-5.6159414,232.17410278320312,9.965687857572913e-06,0.9558917284011841,4199,-53.247314453125,-0.6001272201538086
412,34223,82,5280,,,209.09716796875,9.965664821142242e-06,0.9556711316108704,4222,-53.10175323486328,-0.602387547492981
411,34244,83,5284,,,222.8911895751953,9.965643787925962e-06,0.9554699063301086,4243,-51.24998474121094,-0.6041589379310608
410,34273,83,5288,,,257.71807861328125,9.965614742128843e-06,0.9551924467086792,4272,-51.405006408691406,-0.6046135425567627
,34300,,,9.0,-6.051777100000001,241.86219787597656,9.965587699566245e-06,0.954934298992157,4299,-53.43047332763672,-0.6162902116775513
409,34309,83,5292,,,213.12228393554688,9.965578685395018e-06,0.9548482298851013,4308,-52.955223083496094,-0.612823486328125
408,34332,84,5296,,,207.24929809570312,9.965555649216709e-06,0.9546283483505249,4331,-53.23405456542969,-0.6143765449523926
407,34360,84,5300,,,238.3451385498047,9.96552760524542e-06,0.9543606042861938,4359,-52.34629821777344,-0.617808997631073
406,34388,84,5304,,,184.57855224609375,9.965499561353051e-06,0.9540932178497314,4387,-51.809608459472656,-0.6159722805023193
,34400,,,9.0,-5.8909035,237.86065673828125,9.965487542566193e-06,0.9539786577224731,4399,-52.56409454345703,-0.6202383041381836
404,34424,85,5308,,,258.6264953613281,9.965463505035963e-06,0.9537494778633118,4423,-52.43758773803711,-0.6276954412460327
403,34460,85,5312,,,216.30755615234375,9.965427448849333e-06,0.9534057974815369,4459,-53.28034210205078,-0.6337618231773376
402,34496,85,5316,,,237.89944458007812,9.965391392793159e-06,0.9530626535415649,4495,-52.25803756713867,-0.6353001594543457
,34500,,,9.0,-6.764239600000001,208.26742553710938,9.965387386572748e-06,0.9530245065689087,4499,-53.268524169921875,-0.6372166872024536
401,34524,86,5320,,,279.9029235839844,9.965363349284104e-06,0.9527953267097473,4523,-53.06481170654297,-0.6418301463127136
400,34553,86,5324,,,219.83975219726562,9.965334304304347e-06,0.952518880367279,4552,-51.59394836425781,-0.6419516205787659
399,34581,86,5328,,,270.27105712890625,9.965306260955944e-06,0.9522518515586853,4580,-52.54267883300781,-0.6495715379714966
,34600,,,9.0,-5.157826200000001,257.4488220214844,9.9652872315859e-06,0.9520707726478577,4599,-51.827945709228516,-0.6553667187690735
397,34617,87,5332,,,243.25241088867188,9.96527020533824e-06,0.9519087672233582,4616,-51.651832580566406,-0.6579127907752991
396,34645,87,5336,,,231.82693481445312,9.965242162170217e-06,0.9516422748565674,4644,-51.35871505737305,-0.6554776430130005
396,34666,87,5340,,,237.70492553710938,9.965221129845988e-06,0.9514424204826355,4665,-51.992462158203125,-0.6572875380516052
,34700,,,9.0,-6.4915123999999995,190.53219604492188,9.965187077605637e-06,0.9511191248893738,4699,-49.456138610839844,-0.6656351089477539
394,34702,87,5344,,,177.98886108398438,9.965185074536299e-06,0.9511000514030457,4701,-50.9852294921875,-0.6653954386711121
393,34738,88,5348,,,271.45611572265625,9.96514901935706e-06,0.9507579803466797,4737,-50.21958541870117,-0.6664541363716125
392,34766,88,5352,,,274.216552734375,9.965120976530067e-06,0.9504919648170471,4765,-50.74448013305664,-0.673208475112915
391,34794,88,5356,,,230.74209594726562,9.965092933781986e-06,0.9502257704734802,4793,-51.48577117919922,-0.6795658469200134
,34800,,,8.2,-6.740441800000001,204.58615112304688,9.96508692463195e-06,0.9501687288284302,4799,-51.249351501464844,-0.6787043809890747
389,34822,89,5360,,,221.24774169921875,9.96506489111282e-06,0.9499598145484924,4821,-51.18962478637695,-0.6798363924026489
388,34858,89,5364,,,257.3903503417969,9.965028836368422e-06,0.9496180415153503,4857,-49.785945892333984,-0.688362181186676
387,34886,89,5368,,,247.17526245117188,9.965000793879631e-06,0.9493522047996521,4885,-51.042640686035156,-0.6903953552246094
,34900,,,8.2,-6.0527152,209.10894775390625,9.96498677266483e-06,0.9492193460464478,4899,-50.869049072265625,-0.6906802654266357
386,34915,90,5372,,,198.35894775390625,9.964971749956577e-06,0.9490771293640137,4914,-49.4647102355957,-0.6874216198921204
385,34951,90,5376,,,183.56637573242188,9.964935695549173e-06,0.9487360119819641,4950,-49.32252502441406,-0.697080135345459
