#{"t_start": 1734957872.2110987, "env_id": "GraspEnv_v3"}
r,l,t
-12.517545,14,12.464542
-11.710425,14,12.495535
0.864848,1,12.499535
-11.265485,14,12.572873
-10.880128,14,12.601821
-2.948896,9,12.623827
-9.82501,14,12.658992
-9.458695,12,12.685992
0.007101,2,12.691992
0.02411,4,12.701983
0.880741,1,12.705992
-9.482228,14,12.744051
-10.437546,14,12.781167
-8.369545,14,12.864395
-12.196501,14,12.902361
-2.754005,6,12.917357
-2.360054,14,12.948415
0.906526,1,12.952442
-0.353928,3,12.961892
-7.619536,14,12.991864
-9.836224,14,13.021873
-6.758739,11,13.046917
0.513707,2,13.053932
-11.840215,14,13.136602
-1.858352,6,13.150645
0.531117,2,13.156618
-11.108372,14,13.187737
-7.197586,14,13.216734
-9.58355,14,13.24679
-9.482247,14,13.278067
-8.878953,12,13.305066
-1.729647,5,13.316072
0.902385,1,13.320066
-0.069303,3,13.3688
-1.719819,3,13.376774
-2.192045,5,13.388797
-0.358586,3,13.395799
-12.167322,14,13.423771
-0.639628,4,13.434771
0.942162,1,13.437778
0.961639,1,13.44176
-0.855021,5,13.453817
-0.391462,4,13.46438
-0.680959,8,13.528389
-9.581498,14,13.560051
0.449211,2,13.566051
0.340153,2,13.572052
-9.987807,14,13.60204
0.287383,2,13.610056
-10.372746,13,13.639042
-2.264227,7,13.65411
-10.820548,14,13.684218
-8.429324,14,13.711211
-0.187788,1,13.757884
-13.028142,14,13.790949
1.415413,7,13.807961
0.676533,2,13.813987
-9.058694,14,13.844005
-4.840653,10,13.869636
0.621848,3,13.877633
0.600396,5,13.891634
-8.219992,14,13.922641
-3.262169,9,13.942629
0.739374,8,14.008297
-8.295125,14,14.03733
-0.460436,3,14.045382
-5.510655,11,14.068969
-12.621495,14,14.098006
0.962344,1,14.101977
-0.185039,3,14.109976
-13.371938,14,14.139965
0.720117,2,14.146022
-12.905703,14,14.180184
-12.360553,14,14.271833
-7.541317,13,14.31983
-1.812403,5,14.333829
-0.807299,2,14.341837
0.881867,1,14.34789
-1.167545,4,14.368508
-11.775715,14,14.406543
-0.640558,4,14.419549
-4.937878,8,14.470235
-3.81917,9,14.491217
-0.850059,6,14.578896
0.071926,2,14.585928
-1.781024,5,14.597889
1.038402,3,14.605889
-10.135505,14,14.635889
0.986543,1,14.639889
-11.499506,14,14.672229
0.998867,1,14.676241
-6.625283,11,14.701235
-9.338752,14,14.729238
-6.017565,9,14.792524
-0.145705,1,14.796533
0.055898,2,14.801536
-1.1139,5,14.813529
-13.027585,14,14.843572
-9.798155,14,14.877851
-3.092265,7,14.894835
-1.949234,5,14.907821
-8.138725,14,14.938821
0.973306,1,14.943832
-4.134326,9,15.005143
-2.629537,6,15.019107
-7.299367,14,15.047179
-9.637857,14,15.078431
-3.047358,10,15.103438
-13.657776,14,15.133441
-0.839622,4,15.145523
-5.150297,9,15.167796
-2.845278,9,15.187817
-0.81422,3,15.196806
-7.260369,14,15.270271
-10.423392,14,15.302233
0.95294,1,15.306263
-1.381724,4,15.315248
-10.332725,14,15.346321
-3.642046,14,15.37693
-11.534721,14,15.407928
-0.291,3,15.416927
-11.574313,14,15.447976
0.942502,1,15.451991
-7.59006,14,15.526102
-13.932872,14,15.557148
-8.684816,14,15.587262
-0.465073,2,15.593247
-7.585357,14,15.624275
-1.952867,4,15.634257
-13.896881,14,15.663607
-4.082669,11,15.69063
-7.148796,12,15.717602
3.791151,5,15.729633
-4.949899,10,15.794801
-7.830806,14,15.824811
-4.140381,10,15.84581
0.926679,1,15.848895
1.074995,3,15.856898
-9.160123,14,15.889137
-0.075421,2,15.894137
-9.092112,14,15.923135
-7.288902,14,15.955174
-3.330798,6,15.968795
0.862288,1,16.011816
-9.100134,14,16.043795
-11.909602,14,16.073473
-11.57686,14,16.104457
-5.336555,13,16.131446
-9.215148,14,16.161544
-11.633679,14,16.192159
-1.119107,4,16.201158
-3.28317,7,16.218178
-6.910996,14,16.246161
-10.043944,14,16.319894
-8.934331,14,16.348949
-1.009631,9,16.370589
-9.575397,14,16.408579
-9.113629,14,16.440589
-12.214932,14,16.469253
-4.839245,10,16.489256
-10.605281,14,16.517254
-0.55404,3,16.529263
-9.988998,14,16.560298
-1.121555,3,16.613398
-1.592083,4,16.624388
0.141828,2,16.630392
-5.977692,9,16.65047
-4.211594,7,16.665606
-0.228798,4,16.674603
-3.767194,13,16.701613
-1.430191,5,16.713628
-3.241021,7,16.728606
-2.069433,6,16.741603
0.963554,1,16.790111
2.868309,4,16.804126
-12.152853,14,16.835108
-5.786047,14,16.863713
-3.298819,9,16.881765
-9.370243,14,16.909765
-12.309464,14,16.938782
0.591392,2,16.944782
-10.617998,14,16.975034
-7.429501,14,17.005995
0.992796,1,17.05306
-11.97978,14,17.083231
-11.389353,14,17.111221
-11.447191,14,17.140238
-8.143506,14,17.167428
-10.669248,14,17.194422
-10.451144,14,17.224435
-7.963763,14,17.252493
-0.777,3,17.259505
0.500228,2,17.264473
-3.566035,11,17.339681
0.920238,1,17.343671
-11.953352,14,17.37401
-11.807474,14,17.403026
-9.482667,14,17.435014
-2.3196,5,17.447009
0.109036,3,17.456073
-7.836001,14,17.484713
-5.565962,14,17.512675
-0.391149,2,17.520676
-8.730089,14,17.601375
-12.777294,14,17.636368
-10.450848,14,17.668541
-12.211648,14,17.699575
-8.316,14,17.737538
-12.469028,14,17.768884
-5.788891,14,17.798886
-10.576465,14,17.826884
-9.150578,13,17.853005
-9.716235,14,17.883653
-7.713314,13,17.963703
-1.293317,4,17.975828
-9.366841,13,18.00684
-8.710959,14,18.038834
0.88968,1,18.042846
-8.493637,14,18.074083
-0.982015,5,18.085092
0.924124,1,18.089083
0.882645,1,18.093083
-10.421131,14,18.123083
-11.690722,14,18.201372
-8.169329,14,18.232372
0.859062,1,18.236405
-13.796006,14,18.267563
-3.44629,7,18.28257
-5.852742,11,18.304563
-11.549807,14,18.338569
0.677455,3,18.346593
-13.323216,14,18.374784
-5.737129,12,18.400753
0.633459,2,18.446763
0.843193,1,18.450753
-0.451621,4,18.461806
-7.997601,14,18.495003
-2.197297,5,18.504959
-12.612802,14,18.535984
-8.078064,14,18.564015
-7.136585,14,18.59215
-1.729824,6,18.612149
-11.515584,14,18.644141
-0.318578,3,18.694418
-10.303796,14,18.723464
-13.789252,14,18.751414
-1.026891,5,18.762473
-1.438357,6,18.774614
-8.963289,14,18.812656
-11.935444,14,18.842625
-2.799428,6,18.857686
-8.839738,14,18.886778
0.811467,1,18.890785
-10.221092,14,18.971019
-11.348808,14,18.999993
-7.76242,14,19.029008
-9.848423,14,19.060053
-0.404042,12,19.088242
-1.353005,4,19.100253
-11.091164,14,19.132253
-5.175094,12,19.167303
-8.388452,13,19.197751
0.169579,3,19.205778
-11.279424,14,19.27831
-13.014099,14,19.307323
-8.688856,14,19.336332
-10.241215,14,19.365363
-11.439525,14,19.398534
-8.290698,14,19.429535
0.300856,2,19.435549
-11.912212,14,19.465623
-3.547673,7,19.482752
-12.702538,14,19.510737
0.223659,5,19.57645
-13.683217,14,19.608453
2.395572,3,19.616473
-0.940324,4,19.626458
-0.674978,2,19.631449
-7.385467,11,19.657544
-0.130842,1,19.663504
-2.129331,5,19.67521
0.96993,1,19.679185
-10.123034,14,19.71219
-2.105774,12,19.782411
-12.859273,14,19.815381
-9.290034,14,19.845381
-2.122901,5,19.858433
-8.661113,11,19.887575
0.904252,1,19.89158
-3.315222,7,19.907601
0.08035,3,19.915575
-0.801305,6,19.931561
-0.440477,3,19.939569
-4.528808,10,20.017346
-1.748309,5,20.029335
-2.418211,7,20.044338
-0.150853,1,20.048339
0.933493,1,20.05137
-6.045288,13,20.083029
-0.034088,3,20.092036
0.842759,1,20.096045
-1.594569,4,20.10504
-9.161592,14,20.140063
-0.843779,2,20.191271
-6.005282,10,20.215267
-10.27247,14,20.24726
-1.638684,7,20.265336
-0.147561,1,20.269327
-0.037369,3,20.278
-11.252106,14,20.307977
0.224498,2,20.314987
-2.434423,7,20.331983
-1.889273,6,20.345004
-10.475007,14,20.41469
-10.089359,14,20.447671
-9.741347,14,20.479887
-0.192065,3,20.488889
-0.170722,1,20.493869
0.895372,3,20.504892
-6.830322,14,20.549874
-1.143924,6,20.572648
-3.403407,11,20.613676
-0.141009,1,20.620684
-12.906589,14,20.719394
-0.555069,5,20.731398
-12.861521,14,20.763465
0.537247,2,20.769464
0.899789,1,20.774199
-1.098374,4,20.786201
0.933448,1,20.79018
-1.157308,4,20.801175
-4.644465,6,20.820174
-0.150429,1,20.824178
-3.988472,8,20.89484
0.996958,1,20.898847
-10.104786,14,20.931863
-0.421308,3,20.940849
-3.996197,10,20.965929
0.397064,2,20.972502
-12.064816,14,21.009558
-1.547529,4,21.021585
-4.315573,9,21.043555
0.247629,2,21.049556
-3.138888,9,21.115256
-0.558522,4,21.127298
-4.469934,10,21.153256
-11.324081,14,21.18685
-2.767653,7,21.204845
-9.420509,14,21.238853
-11.984154,14,21.277586
-10.79318,14,21.311606
-6.837026,14,21.34558
-3.085552,6,21.361629
-0.0128,2,21.412111
