#{"t_start": 1735009299.0923617, "env_id": "GraspEnv_v3"}
r,l,t
0.877632,1,11.581904
0.931983,1,11.653554
0.272345,2,11.662554
-4.519327,12,11.702173
0.448919,2,11.710158
-0.437407,4,11.725165
-2.70823,7,11.749166
-3.530465,6,11.770174
-13.464376,14,11.824387
-0.503917,3,11.835387
0.874629,1,11.841394
-9.433128,14,11.984819
-12.596902,14,12.029388
-0.394204,3,12.041395
-11.488458,14,12.094445
-9.163947,14,12.138087
-9.751893,14,12.18513
-13.102565,14,12.236701
-0.021688,2,12.246702
-13.70152,14,12.293757
-3.359234,7,12.318396
-9.36557,14,12.449069
-8.848548,14,12.491159
-11.48491,14,12.540229
-11.240601,14,12.588277
-2.358525,8,12.616409
-8.689042,14,12.670423
-13.445934,14,12.718591
0.88063,1,12.724584
-12.11408,14,12.771582
-10.963655,14,12.818741
0.835911,1,12.910466
0.107931,2,12.920465
-3.98551,7,12.946459
-10.522504,14,12.995522
-10.232463,14,13.044114
-3.858371,7,13.069101
-8.854144,14,13.11727
-8.837962,14,13.166276
-1.808669,6,13.188318
-3.988127,8,13.216435
-11.102935,14,13.350161
0.262288,2,13.362176
0.425403,2,13.37216
-10.907256,14,13.418912
-11.311042,14,13.450835
-0.359682,4,13.459914
0.868445,1,13.462869
-12.429005,14,13.494112
-8.196595,14,13.547839
0.923712,1,13.554833
0.996469,1,13.6379
0.955373,1,13.6429
0.867677,1,13.648891
-2.973367,6,13.6709
0.340106,2,13.679904
-9.334307,14,13.727524
-0.988395,3,13.739528
-9.849747,14,13.787581
0.306136,2,13.800714
-3.353216,7,13.81772
0.92192,1,13.89547
-7.805807,14,13.950181
-4.822758,9,13.986228
-4.415954,8,14.015833
-7.089393,14,14.059828
-1.339797,4,14.075815
0.731083,2,14.084946
0.872024,1,14.090922
-4.069546,8,14.120113
-2.243299,5,14.139073
-8.375767,14,14.29161
-2.91502,9,14.322186
-0.244768,4,14.339185
-10.194902,14,14.388235
-3.012776,7,14.416358
0.457129,2,14.425352
-11.53251,14,14.464358
-13.553243,14,14.4914
-10.339726,14,14.520571
-2.052216,6,14.539545
0.316354,2,14.63027
-12.999197,14,14.687321
0.843889,1,14.69332
-2.408552,6,14.715889
-7.12408,12,14.750891
0.828021,1,14.75589
-2.504359,6,14.778899
-10.851982,14,14.828052
-11.078936,14,14.875034
-0.109522,2,14.884036
-0.450699,6,15.001118
-0.975038,5,15.032289
-8.199819,14,15.081299
-1.971502,7,15.107502
-9.537385,14,15.156492
-0.904178,4,15.173502
-9.588288,14,15.223665
-8.101766,14,15.267664
-10.991071,14,15.296707
-6.450321,14,15.344176
-1.822212,5,15.454929
-1.822663,4,15.470913
-12.327821,14,15.528082
-12.246262,14,15.576081
-4.281206,14,15.624243
-12.077587,14,15.659311
-0.603197,3,15.673253
0.091098,2,15.683246
-7.986372,14,15.736532
-7.393513,14,15.785514
-9.190142,14,15.919953
0.885001,1,15.931953
0.867263,1,15.936953
-1.787834,6,15.95994
-8.67385,14,16.002001
-9.85648,14,16.050165
0.612603,2,16.060156
0.237049,3,16.072159
-7.415813,14,16.121425
-4.680146,13,16.167418
-10.331725,14,16.299701
-6.766423,11,16.33931
-11.027558,14,16.387402
-9.021482,14,16.439228
-4.355648,9,16.473232
-9.398119,14,16.522234
0.274674,2,16.531254
-3.994819,9,16.564233
-2.931579,7,16.585156
-4.025228,8,16.615904
-0.178568,3,16.698992
-5.719616,14,16.754606
-4.262135,9,16.788606
-6.595746,14,16.83684
-12.999793,14,16.893895
-6.780156,12,16.936112
-9.603023,14,16.980112
0.174175,2,16.989112
-11.723743,14,17.039311
0.835916,1,17.048306
-11.460144,14,17.26703
-9.146325,14,17.317052
-4.414061,9,17.350034
0.917975,1,17.356061
0.847371,1,17.362051
-2.904479,10,17.397134
-8.043989,14,17.445902
-3.443475,6,17.467902
-1.348206,4,17.483899
0.231555,3,17.497038
-11.526323,14,17.624421
-1.392402,6,17.649421
-2.873714,6,17.672428
0.066735,2,17.682415
-1.113146,3,17.695477
-3.832873,6,17.718575
0.865149,1,17.725588
-12.596015,14,17.799672
-3.59183,7,17.833386
-6.578454,13,17.881282
-10.355423,14,17.996038
-12.351703,14,18.049182
-11.621589,14,18.093232
-9.183853,13,18.139329
-2.133652,6,18.161331
-7.396208,14,18.209308
-1.931382,5,18.229307
-0.999551,5,18.248319
-8.152544,14,18.297308
-3.044145,9,18.329943
0.104562,2,18.423924
-3.051281,7,18.449921
0.973506,1,18.455925
-9.805239,14,18.508823
-6.576898,9,18.541781
-10.424929,14,18.591824
-8.214188,14,18.640701
-5.196883,11,18.679701
-8.747735,14,18.727614
0.324552,2,18.736607
-13.62087,14,18.896502
0.093513,2,18.906502
-12.72785,14,18.957084
-12.104461,14,19.00615
0.872934,1,19.011319
-8.487028,14,19.05336
-0.529083,4,19.063405
-11.33507,14,19.108145
0.857317,1,19.114285
-0.412182,4,19.130284
-0.411019,3,19.216748
-1.131759,4,19.232666
-0.471052,3,19.248681
-0.297108,3,19.261679
-12.005888,14,19.315294
0.174533,2,19.324302
-9.469223,14,19.374292
-8.680102,14,19.424455
-12.609367,14,19.473452
0.866459,1,19.481453
-10.094568,14,19.612819
-0.681056,3,19.62582
-10.822851,14,19.674827
0.950003,1,19.679827
-7.843372,14,19.729023
-0.08175,3,19.742036
-8.472624,14,19.776101
-4.365705,11,19.799284
-5.839869,13,19.838128
0.415044,2,19.847125
-11.169781,14,19.992383
0.83152,1,19.999456
-3.391985,7,20.024555
0.946353,1,20.030549
-0.524139,3,20.042555
-0.428921,4,20.058548
-12.535673,14,20.10762
-0.592209,3,20.120259
-7.763298,12,20.162322
-0.486405,4,20.177321
-10.285071,14,20.308237
0.902954,1,20.314025
-9.779145,14,20.365021
-8.170541,14,20.414978
-13.72813,14,20.464967
-0.472195,5,20.484022
-11.334877,14,20.534905
-12.833078,14,20.584974
-11.061054,14,20.634004
-1.21428,6,20.658004
-5.572328,14,20.792876
-2.809905,5,20.812574
-8.092199,14,20.860574
-2.824711,5,20.879574
0.859461,1,20.885574
-0.339441,4,20.901614
-11.491285,14,20.954723
-1.440659,4,20.970726
-13.043995,14,21.022907
-13.658238,14,21.072913
-8.600118,14,21.196132
-1.817034,5,21.215297
-11.681315,14,21.264299
-0.942222,3,21.276306
0.839849,1,21.2823
-9.024251,14,21.340528
-1.597279,6,21.363533
0.913452,1,21.369537
-7.30558,13,21.41452
-9.122504,14,21.462513
-3.973612,6,21.584495
-1.324808,4,21.60155
-0.460165,4,21.618119
-7.374593,13,21.647128
-3.133551,9,21.666124
0.520956,2,21.672124
-8.817348,14,21.702223
-8.74881,12,21.730284
-4.564307,10,21.767282
-7.78517,14,21.815214
-4.218965,9,21.935832
-2.026741,8,21.963832
-2.628266,5,21.982844
-12.468203,14,22.03756
-11.065777,14,22.089551
-0.647069,4,22.106646
-1.152057,4,22.122226
-3.008649,9,22.154226
0.958512,1,22.160231
-0.530133,3,22.172211
-1.648482,6,22.276953
-11.260853,14,22.324634
-1.519784,7,22.351629
-7.25199,14,22.39967
-6.628033,13,22.444878
0.956995,1,22.450872
-5.266143,13,22.494946
-11.703173,14,22.543801
-2.080892,6,22.566781
-12.290145,14,22.615125
-0.733476,4,22.696203
-4.793336,10,22.731042
-0.784302,5,22.757979
-10.146929,14,22.806186
-1.308232,4,22.821889
-0.562328,4,22.837883
0.063641,3,22.849883
0.81833,1,22.855883
-9.282285,14,22.904027
-10.344262,14,22.950779
-1.490538,5,23.125597
-2.783625,6,23.150505
-13.537358,14,23.199511
-13.365715,14,23.248271
-5.139068,10,23.277271
-0.120075,3,23.284269
-8.53403,14,23.312401
-0.34177,3,23.32213
-12.650891,14,23.366128
0.920519,1,23.369141
-1.535108,5,23.47307
-3.430211,6,23.495004
-5.26844,13,23.538634
-0.089698,3,23.553633
0.108405,2,23.56364
-10.069796,13,23.608679
-11.079239,14,23.652815
0.454012,2,23.660809
-11.483779,14,23.708855
-9.517847,14,23.75597
-6.071954,14,23.889694
0.516064,2,23.898694
-12.377009,14,23.94633
-11.402406,14,23.99933
0.439714,2,24.008407
-8.020124,12,24.050547
-11.298835,14,24.097594
-7.256376,14,24.151506
-7.088596,14,24.203495
-2.344694,5,24.224101
-2.434629,8,24.341858
0.26722,2,24.35185
-3.940265,7,24.376851
-8.594615,14,24.424464
-10.448534,14,24.471473
-10.186767,14,24.519674
-10.978271,14,24.566676
-1.775909,6,24.588674
-0.322426,4,24.60574
-10.465688,14,24.65396
-7.267362,14,24.783161
-0.906453,4,24.799088
-6.749242,11,24.845331
0.504617,2,24.854335
-11.51092,14,24.902329
-11.090687,14,24.944199
-4.994875,9,24.962246
-10.524252,13,24.989253
-6.189762,12,25.015402
-5.721795,9,25.040187
-10.278736,14,25.182978
-11.744524,14,25.233452
-10.055516,14,25.286459
-0.990246,4,25.303459
-11.033768,14,25.350692
0.885903,1,25.356681
-7.067012,14,25.404926
0.111543,3,25.416852
0.853419,1,25.423208
-11.5023,14,25.470267
0.914644,1,25.551105
-12.124611,14,25.602083
-10.924562,14,25.651982
-6.267191,14,25.681985
-0.369446,4,25.692935
-13.40731,14,25.741602
-4.977709,7,25.768624
-4.604937,8,25.798614
-1.990261,6,25.820712
-9.185844,14,25.869484
-9.410788,14,26.015493
-1.984819,5,26.036264
-10.33406,14,26.083265
-3.380455,6,26.106262
0.84059,1,26.111417
0.854607,1,26.117354
-0.173247,2,26.126165
-13.351877,14,26.17417
0.406345,2,26.183172
0.96882,1,26.189171
-0.993627,3,26.2773
-6.355013,10,26.318228
0.210659,2,26.330527
-8.984641,13,26.376533
-2.34334,6,26.399533
-2.101847,5,26.417573
-10.406882,14,26.46519
0.417427,3,26.478183
0.664145,2,26.487199
-1.555172,6,26.509264
0.215605,2,26.597037
-11.102654,14,26.645695
-12.08972,14,26.69677
-3.81531,12,26.738677
-8.147665,14,26.786614
-1.79869,7,26.812679
-1.44013,4,26.829277
0.652491,2,26.837271
0.593421,2,26.843268
-10.166138,14,26.883287
0.586119,2,26.988606
-1.633853,4,27.005597
-8.90542,14,27.052829
-12.544379,14,27.103838
-0.269644,4,27.119894
0.470413,3,27.131997
-13.567084,14,27.180075
-4.11785,10,27.216202
-3.440073,8,27.244963
-10.491942,14,27.27996
-0.804106,3,27.389456
-2.155097,8,27.424705
-12.625653,14,27.453689
0.937837,1,27.4577
-9.92225,14,27.488709
-2.437646,8,27.516786
0.678978,2,27.525904
0.819822,1,27.531911
-2.064886,6,27.553909
0.310925,2,27.562915
-12.278798,14,27.685615
-11.305205,14,27.740248
-10.82631,14,27.788237
-3.549259,6,27.810298
-12.846822,14,27.859424
-9.465056,14,27.908424
0.389669,2,27.91849
0.970601,1,27.924488
0.84235,1,27.930707
0.264937,2,27.938705
0.091833,3,28.007721
-7.490987,14,28.054896
-6.357144,11,28.095905
-9.923317,14,28.145319
-1.844339,5,28.156075
-11.004246,14,28.199151
-0.688678,3,28.211291
-3.817812,7,28.236057
0.890707,1,28.242058
0.014904,2,28.253077
0.988234,1,28.344682
-12.103134,14,28.397703
-4.932772,7,28.424468
-5.402688,12,28.471105
0.902429,1,28.477105
-3.189905,7,28.50309
-10.522518,14,28.55273
-3.465229,6,28.575738
-5.013032,12,28.617963
-11.446649,14,28.667717
-5.14994,8,28.775507
0.900232,1,28.781507
-8.260314,14,28.828415
-0.798224,5,28.849356
0.930711,1,28.856328
0.987828,1,28.862323
-6.242622,10,28.898336
-2.362814,6,28.920388
-1.077942,4,28.936492
-10.068641,14,28.987503
-9.086852,14,29.119434
-12.892274,14,29.186096
-0.10534,4,29.202055
0.904086,1,29.20806
0.971279,1,29.214186
-13.228919,14,29.263017
-10.477531,14,29.312011
-13.291454,14,29.361901
-12.548414,14,29.411897
0.907386,1,29.417043
-11.031576,14,29.549015
0.849351,1,29.563012
-11.807958,14,29.611003
-6.10707,12,29.652664
0.464206,2,29.660673
0.119285,2,29.668658
0.905638,1,29.676741
-9.352063,14,29.725873
-1.291119,7,29.751647
0.832072,1,29.757657
-0.890591,3,29.840485
-0.669125,5,29.860554
-2.162869,7,29.889476
-2.21722,6,29.922546
-12.29709,14,29.97226
0.736208,2,29.98227
-13.518045,14,30.031959
-12.31907,14,30.082034
-12.349755,14,30.130858
-0.14635,3,30.142873
-6.055792,11,30.285671
0.121593,3,30.297662
-11.308027,14,30.346279
-7.939114,14,30.396272
-12.62046,14,30.444444
-3.884591,6,30.467453
-1.747973,6,30.490453
0.688147,2,30.499453
-12.389961,14,30.548619
-9.792787,14,30.602624
-12.10627,14,30.732191
-5.961588,10,30.775154
0.153273,2,30.784139
0.667647,2,30.794145
-2.903556,5,30.813154
-6.104067,13,30.858285
-11.801482,14,30.907303
-10.75724,14,30.956071
-1.192717,4,30.972061
-13.357918,14,31.023096
-11.788245,14,31.156977
-13.148594,14,31.211968
-7.521071,14,31.261178
-1.310772,4,31.277181
-10.448867,14,31.32535
-10.786066,14,31.373098
0.856423,1,31.379085
-11.95785,14,31.429101
0.915315,1,31.434709
-0.520589,3,31.447695
-9.864989,14,31.587522
-13.59998,14,31.643135
-10.999716,14,31.694134
-13.377456,14,31.746293
-12.976614,14,31.795284
-8.784842,14,31.843469
-10.989629,14,31.891473
-8.630511,14,31.937474
-12.752506,14,31.986401
-3.41942,8,32.0174
-1.1784,5,32.120486
-1.517611,5,32.140073
0.905136,1,32.146073
-0.341577,4,32.15906
0.445825,2,32.169073
0.83806,1,32.175074
-11.158963,14,32.22413
-0.984452,6,32.244782
0.92097,1,32.247771
-7.570641,14,32.277841
0.972044,1,32.37639
-3.891148,7,32.409387
-10.885519,14,32.4581
-3.896477,8,32.486076
-10.206936,14,32.536719
-5.422479,11,32.57571
0.913979,1,32.581709
-7.951592,14,32.631932
-11.635324,14,32.681707
-0.161324,4,32.698659
0.932093,1,32.769496
-1.299435,7,32.800405
0.335132,2,32.809406
0.938006,1,32.815409
-13.558938,14,32.860551
0.01009,3,32.869579
-11.326512,14,32.918575
0.057293,3,32.930685
0.979613,1,32.938321
-8.4981,14,32.988295
-12.457259,14,33.103605
-12.009504,14,33.15711
-11.833291,14,33.188104
-11.583368,14,33.236739
0.997883,1,33.244739
-8.763457,14,33.294733
0.016786,2,33.303736
-7.848548,14,33.357893
-11.546052,14,33.406911
0.096117,3,33.418914
-3.721014,10,33.528834
0.283913,3,33.540655
-7.764029,14,33.592576
-2.076547,6,33.616558
0.903068,1,33.622626
-2.288334,7,33.648733
-2.328262,7,33.674733
-0.724115,4,33.691722
-0.23148,3,33.704724
-1.754406,8,33.736783
0.94962,1,33.818944
-3.199574,8,33.85429
0.187788,2,33.864299
-4.724731,8,33.893674
-6.493448,14,33.940084
-0.452182,3,33.953115
-6.641035,12,33.995075
-5.301571,10,34.031131
-9.166416,13,34.077219
-7.527019,14,34.127255
-7.213809,11,34.261955
-12.529409,14,34.311954
-0.892901,5,34.330987
0.893556,1,34.337507
0.980345,1,34.343554
0.452932,2,34.352564
-3.183205,7,34.380568
-5.36847,8,34.400641
-8.999148,14,34.436772
0.525311,2,34.44255
-3.418256,7,34.550297
-2.780823,7,34.580293
-6.178448,10,34.613219
0.684182,2,34.619219
-8.101275,14,34.652161
-10.536963,14,34.699167
-4.574173,11,34.739352
0.827036,1,34.745352
-0.728896,3,34.758349
-12.183169,14,34.811415
-7.990266,14,34.937202
0.821749,1,34.943785
-11.477482,14,34.990786
-9.802234,14,35.038866
-13.40662,14,35.086969
-0.983467,5,35.105967
-9.023956,14,35.153114
-7.981329,14,35.20212
-6.967613,14,35.251284
-13.067834,14,35.300283
0.122837,3,35.384588
-0.458442,4,35.400588
-7.319155,14,35.449736
-0.810953,4,35.46572
-0.370123,4,35.481725
-0.203695,3,35.493729
-10.606095,14,35.542902
-12.880222,14,35.596903
-6.791664,11,35.641058
-13.166485,14,35.689067
-3.542155,10,35.802909
-1.747841,8,35.84157
-13.153491,14,35.894571
-0.538005,3,35.907572
-11.373013,14,35.960796
-7.136368,11,35.996814
0.485612,2,36.002799
-8.139398,14,36.034861
-7.780904,14,36.081047
0.989513,1,36.088053
-2.975555,9,36.198138
-11.905347,14,36.246395
-11.312038,14,36.279416
0.122869,3,36.292395
-0.330846,3,36.305396
0.980042,1,36.3124
0.969444,1,36.318393
-9.377763,14,36.368999
-1.371578,5,36.385012
-7.553797,14,36.424012
-13.083825,14,36.561698
-8.134362,14,36.616707
-4.276263,12,36.658922
-1.069283,5,36.680931
-5.611521,10,36.715915
0.736706,2,36.727988
0.599369,2,36.741987
-0.081493,3,36.755275
-11.548279,14,36.804267
0.256522,3,36.816267
-13.346993,14,36.93705
-12.959331,14,36.989622
-13.516604,14,37.042673
-7.57814,14,37.092294
-3.722172,13,37.139352
0.919641,1,37.145942
-4.819778,8,37.178946
0.468635,2,37.187943
0.05533,3,37.200945
-0.956714,3,37.212945
-11.003871,14,37.3506
0.843275,1,37.35759
-1.682996,4,37.374601
-12.725669,14,37.427602
-8.147722,14,37.465907
-0.581175,3,37.473904
-1.08301,4,37.495915
-9.018565,14,37.549361
-11.635976,14,37.597321
-1.040239,3,37.610321
-2.16848,6,37.719993
-0.847768,4,37.737045
-4.71236,7,37.76325
-0.227863,3,37.775253
-6.150364,9,37.808259
-11.702045,14,37.856419
-7.84304,14,37.904427
0.34569,2,37.913409
-13.374666,14,37.963837
-7.844063,13,38.013837
-12.393038,14,38.140675
0.987355,1,38.146837
-2.631282,8,38.177828
0.175949,2,38.187822
-9.968981,14,38.236887
-6.885704,13,38.282024
-12.383205,14,38.332099
-11.369108,14,38.383283
-12.684247,14,38.433351
-11.460166,14,38.483005
-11.049799,14,38.6081
0.113061,2,38.618093
0.580397,2,38.629094
-0.537279,3,38.643158
-0.80011,4,38.659765
-4.359724,9,38.694764
0.873453,1,38.701765
0.992655,1,38.707765
0.845806,1,38.713749
-4.833954,12,38.762953
-13.899382,14,38.89138
-0.064521,2,38.89738
0.966764,1,38.901374
-10.570039,14,38.941428
-13.652218,14,38.974
0.331001,2,38.982003
-9.943276,14,39.031003
-9.917932,14,39.083228
0.09082,3,39.097244
